symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2014-02-28,716.90,707.90,0.0126,0.0306,,0.5693
ADANIPORTS,2014-02-28,167.25,160.75,0.0396,0.0225,,0.4566
BEL,2014-02-28,930.20,933.55,-0.0036,0.0118,,0.2197
BOSCHLTD,2014-02-28,9404.75,9495.75,-0.0096,0.0119,,0.2254
CUMMINSIND,2014-02-28,505.50,494.40,0.0222,0.0212,,0.4069
DLF,2014-02-28,141.15,140.15,0.0071,0.0210,,0.3897
HINDALCO,2014-02-28,105.35,98.40,0.0682,0.0165,,0.4413
INDHOTEL,2014-02-28,69.20,69.45,-0.0036,0.0311,,0.5770
LT,2014-02-28,1109.65,1096.65,0.0118,0.0151,,0.2847
MANAPPURAM,2014-02-28,22.65,22.95,-0.0132,0.0407,,0.7566
MARUTI,2014-02-28,1589.00,1664.05,-0.0461,0.0187,,0.4088
PGEL,2014-02-28,179.65,181.60,-0.0108,0.0223,,0.4165
SBIN,2014-02-28,1533.25,1520.40,0.0084,0.0139,,0.2598
SUZLON,2014-02-28,10.10,10.25,-0.0147,0.0277,,0.5177
TRENT,2014-02-28,997.40,1004.30,-0.0069,0.0142,,0.2656
