,12-May-2025
The Nifty witnessed an intraday movement of about 565.95 points.The closing index was 3.82 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 106751
, Traded Quantity (in Lakhs), 42041.12
, Number of Trades, 35316605
, Total Market Capitalisation (Rs. Crores), 43036445.51

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     24008.00,     24420.10,     24944.80,     24378.85,     24924.70,916.7
,NIFTY50 EQL Wgt,     29757.65,     30304.75,     30858.75,     30247.85,     30837.75,1080.1
,NIFTY100 EQL Wgt,     30411.90,     31119.05,     31598.25,     31064.30,     31573.90,1162
,NIFTY100 LowVol30,     19151.95,     19398.55,     19782.70,     19356.90,     19764.95,613
,NIFTY Alpha 50,     46487.30,     48148.90,     48740.25,     47960.50,     48674.85,2187.55
,NIFTY MIDCAP 150,     19596.25,     20133.35,     20340.75,     20077.10,     20331.50,735.25
,NIFTY SMLCAP 50,      7736.55,      7982.25,      8092.20,      7959.30,      8080.75,344.2
,NIFTY SMLCAP 250,     15080.45,     15556.35,     15692.50,     15528.90,     15684.20,603.75
,NIFTY MIDSML 400,     17953.75,     18471.55,     18648.40,     18430.85,     18643.00,689.25
,NIFTY200 QUALTY30,     19585.40,     19981.05,     20338.25,     19935.75,     20323.40,738
,Nifty FinSrv25 50,     27113.60,     27693.00,     28282.30,     27649.40,     28255.05,1141.45
,NIFTY AlphaLowVol,     25718.35,     26015.95,     26451.65,     25938.85,     26436.45,718.1
,Nifty200Momentm30,     28878.00,     29533.75,     30120.00,     29431.55,     30093.10,1215.1
,Nifty100ESGSecLdr,      3995.05,      4068.40,      4150.25,      4062.25,      4147.00,151.95
,NIFTY100 ESG,      4643.60,      4741.05,      4829.45,      4733.20,      4825.80,182.2
,NIFTY M150 QLTY50,     22797.60,     23308.40,     23533.75,     23216.80,     23510.00,712.4
,NIFTY INDIA MFG,     13366.80,     13614.70,     13765.05,     13571.10,     13755.25,388.45
,Nifty200 Alpha 30,     22982.25,     23586.30,     23876.35,     23516.60,     23859.90,877.65
,NiftyM150Momntm50,     56668.10,     58282.85,     59245.05,     58147.40,     59201.45,2533.35
,Nifty IT,     35880.10,     36656.65,     38356.10,     36600.75,     38282.55,2402.45
,Nifty Next 50,     62527.00,     64366.15,     65136.35,     64169.00,     65078.55,2551.55
,Nifty Bank,     53595.25,     54658.75,     55466.30,     54558.05,     55382.85,1787.6
,NIFTY MIDCAP 100,     53223.35,     54750.60,     55442.10,     54587.65,     55416.05,2192.7
,Nifty 500,     21675.55,     22149.40,     22525.00,     22126.40,     22511.40,835.85
,Nifty 100,     24437.55,     24907.20,     25401.25,     24880.95,     25381.40,943.85
,Nifty Midcap 50,     15097.55,     15516.55,     15732.75,     15476.50,     15723.15,625.6
,Nifty Realty,       823.75,       857.50,       874.35,       852.70,       872.60,48.85
,Nifty Infra,      8662.65,      8847.40,      8991.00,      8830.30,      8979.80,317.15
,Nifty Energy,     33337.55,     34260.05,     34758.45,     34196.15,     34734.30,1396.75
,Nifty FMCG,     55633.00,     56498.15,     57160.70,     56354.80,     57101.40,1468.4
,Nifty MNC,     26751.10,     27220.75,     27567.55,     27182.65,     27550.15,799.05
,Nifty Pharma,     21071.75,     20949.70,     21156.75,     20576.05,     21102.70,30.95
,Nifty PSE,      9282.95,      9526.25,      9625.85,      9504.80,      9618.00,335.05
