,08-May-2025
The Nifty witnessed an intraday movement of about 297.05 points.The closing index was 0.58 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 105605.86
, Traded Quantity (in Lakhs), 34036.45
, Number of Trades, 35376179
, Total Market Capitalisation (Rs. Crores), 41669211.8

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     24414.40,     24431.50,     24447.25,     24150.20,     24273.80,-140.6
,NIFTY50 EQL Wgt,     30172.60,     30229.70,     30262.35,     29800.35,     29964.80,-207.8
,NIFTY100 EQL Wgt,     30933.80,     31067.20,     31121.80,     30398.20,     30574.40,-359.4
,NIFTY100 LowVol30,     19455.90,     19369.80,     19388.00,     19188.75,     19269.25,-186.65
,NIFTY Alpha 50,     47450.80,     47631.95,     47966.05,     46401.40,     46688.45,53.65
,NIFTY MIDCAP 150,     19943.65,     20016.65,     20082.00,     19487.15,     19591.80,-351.85
,NIFTY SMLCAP 50,      7917.30,      7945.00,      8024.80,      7754.20,      7799.10,-118.2
,NIFTY SMLCAP 250,     15362.70,     15417.65,     15557.05,     15101.95,     15180.45,-182.25
,NIFTY MIDSML 400,     18278.20,     18344.55,     18434.95,     17899.80,     17992.20,-286
,NIFTY200 QUALTY30,     19801.85,     19813.40,     19830.35,     19522.20,     19604.95,-199.95
,Nifty FinSrv25 50,     27638.55,     27953.35,     28010.25,     27450.50,     27598.75,-39.8
,NIFTY AlphaLowVol,     26192.50,     26213.65,     26242.40,     25735.20,     25854.00,-338.5
,Nifty200Momentm30,     29476.55,     29541.40,     29597.95,     28893.70,     29072.25,-124.95
,Nifty100ESGSecLdr,      4068.90,      4078.50,      4082.45,      4018.45,      4039.90,-29
,NIFTY100 ESG,      4714.75,      4739.30,      4744.25,      4655.70,      4680.05,-34.7
,NIFTY M150 QLTY50,     22991.75,     23069.25,     23147.90,     22672.85,     22778.55,-41.25
,NIFTY INDIA MFG,     13492.40,     13625.25,     13652.75,     13292.00,     13359.75,-132.65
,Nifty200 Alpha 30,     23153.50,     23619.35,     23697.25,     22898.50,     23057.60,-95.9
,NiftyM150Momntm50,     57796.45,     58045.15,     58294.00,     56489.10,     56843.00,-96.65
,Nifty IT,     35920.30,     35960.95,     36240.25,     35832.80,     36002.45,82.15
,Nifty Next 50,     64134.40,     64267.40,     64453.35,     62346.50,     62760.25,-1374.15
,Nifty Bank,     54610.90,     54801.75,     54937.25,     54108.00,     54365.65,-245.25
,NIFTY MIDCAP 100,     54287.75,     54486.60,     54646.65,     52937.00,     53229.30,-1058.45
,Nifty 500,     22072.45,     22109.35,     22145.20,     21730.55,     21843.05,-229.4
,Nifty 100,     24887.20,     24910.40,     24932.25,     24548.90,     24678.00,-209.2
,Nifty Midcap 50,     15407.40,     15458.10,     15494.90,     15016.35,     15098.85,-308.55
,Nifty Realty,       865.15,       866.05,       871.70,       834.95,       843.80,-21.35
,Nifty Infra,      8824.20,      8820.20,      8852.30,      8677.35,      8735.40,-88.8
,Nifty Energy,     34048.05,     34175.60,     34354.85,     33305.55,     33534.75,-513.3
,Nifty FMCG,     56590.25,     56410.40,     56487.30,     55805.60,     56020.70,-569.55
,Nifty MNC,     27115.35,     27101.90,     27135.80,     26678.65,     26790.55,-324.8
,Nifty Pharma,     21462.45,     21464.75,     21517.95,     21013.00,     21115.05,-347.4
,Nifty PSE,      9503.05,      9530.45,      9583.00,      9271.30,      9337.85,-165.2
,Nifty PSU Bank,      6253.15,      6292.55,      6311.90,      6138.35,      6168.45,-84.7
,Nifty Serv Sector,     32283.35,     32343.90,     32371.80,     31918.25,     32088.70,-194.65
,India VIX,19.0600,19.0600,21.8925,18.1525,21.0075,1.9475
,Nifty Auto,     23114.10,     23213.85,     23242.10,     22560.20,     22674.15,-439.95
,Nifty Metal,      8608.05,      8618.25,      8640.25,      8378.70,      8428.40,-179.65
,Nifty Media,      1524.00,      1526.80,      1560.25,      1518.35,      1527.05,3.05
,NIFTY SMLCAP 100,     16417.95,     16472.35,     16624.80,     16090.65,     16183.75,-234.2
,Nifty 200,     13464.40,     13482.95,     13498.45,     13257.80,     13326.75,-137.65
,Nifty Div Opps 50,      5869.85,      5873.25,      5883.10,      5784.90,      5814.00,-55.85
,Nifty Commodities,      8482.90,      8486.20,      8518.85,      8309.70,      8358.80,-124.1
,Nifty Consumption,     11408.70,     11395.70,     11405.55,     11167.15,     11227.15,-181.55
,Nifty Fin Service,     26165.65,     26239.85,     26277.00,     25849.15,     25980.65,-185
,Nifty50 Div Point,         4.22,         4.22,         4.22,         4.22,         4.22,0
,Nifty100 Liq 15,      6797.60,      6810.55,      6831.30,      6696.55,      6739.75,-57.85
,Nifty CPSE,      6169.10,      6193.25,      6227.60,      6059.90,      6104.25,-64.85
,Nifty GrowSect 15,     11268.30,     11268.95,     11279.00,     11061.05,     11116.35,-151.95
,Nifty50 PR 2x Lev,     13378.05,     13394.65,     13409.75,     13087.75,     13221.80,-156.25
,Nifty50 PR 1x Inv,       208.00,       207.90,       210.30,       207.80,       209.25,1.25
,Nifty50 TR 2x Lev,     19630.80,     19655.15,     19677.30,     19204.85,     19401.55,-229.25
,Nifty50 TR 1x Inv,       171.90,       171.80,       173.75,       171.70,       172.90,1
,Nifty50 Value 20,     12635.70,     12647.75,     12657.80,     12525.45,     12587.75,-47.95
,Nifty Mid Liq 15,     14073.15,     14122.05,     14253.85,     13808.90,     13882.90,-190.25
,Nifty Pvt Bank,     27183.80,     27274.90,     27390.75,     27030.00,     27157.50,-26.3
,NIFTY100 Qualty30,      5378.10,      5362.65,      5367.20,      5299.60,      5321.45,-56.65
,Nifty GS 8 13Yr,      2913.52,      2914.06,      2918.88,      2911.87,      2912.15,-1.37
,Nifty GS 10Yr,      2575.88,      2576.34,      2581.22,      2573.46,      2573.95,-1.93
,Nifty GS 10Yr Cln,       916.30,       916.30,       918.04,       915.27,       915.45,-.85
,Nifty GS 4 8Yr,      3137.32,      3137.90,      3142.10,      3136.89,      3136.89,-.43
,Nifty GS 11 15Yr,      3248.04,      3248.63,      3252.75,      3245.53,      3245.79,-2.25
,Nifty GS 15YrPlus,      3561.60,      3562.27,      3567.29,      3555.43,      3557.63,-3.97
,Nifty GS Compsite,      3018.67,      3019.23,      3023.74,      3016.50,      3016.62,-2.05
,NIFTY HEALTHCARE,     13968.80,     13971.30,     14001.10,     13628.20,     13696.75,-272.05
,NIFTY CONSR DURBL,     36739.80,     36935.90,     37189.65,     36119.95,     36353.65,-386.15
,NIFTY OIL AND GAS,     11265.35,     11258.15,     11338.25,     11028.50,     11102.85,-162.5
,NIFTY500 MULTICAP,     15154.90,     15189.35,     15228.15,     14902.50,     14979.20,-175.7
,NIFTY LARGEMID250,     15395.85,     15431.30,     15461.65,     15116.75,     15195.00,-200.85
,NIFTY MID SELECT,     12217.65,     12277.55,     12298.20,     11920.00,     11983.40,-234.25
,NIFTY TOTAL MKT,     12387.05,     12409.00,     12431.10,     12196.65,     12259.15,-127.9
,NIFTY MICROCAP250,     20944.40,     21039.00,     21287.60,     20682.65,     20767.05,-177.35
,NIFTY IND DIGITAL,      8436.00,      8439.40,      8478.90,      8291.75,      8343.05,-92.95
,Nifty Tata 25 Cap,     14887.20,     14959.15,     15001.10,     14720.10,     14810.80,-76.4
,Nifty MidSml Hlth,     41011.20,     41132.10,     41251.00,     39930.50,     40124.90,-886.3
,Nifty Multi Mfg,     14340.35,     14375.00,     14409.45,     14044.50,     14116.15,-224.2
,Nifty Multi Infra,     13445.45,     13458.75,     13505.10,     13169.80,     13250.55,-194.9
,BHARATBOND-APR30,      1510.62,      1510.91,      1511.08,      1510.88,      1510.95,.33
,BHARATBOND-APR31,      1381.18,      1381.44,      1381.71,      1381.34,      1381.67,.49
,BHARATBOND-APR32,      1262.19,      1262.43,      1263.14,      1262.42,      1263.14,.95
,BHARATBOND-APR33,      1228.56,      1228.80,      1228.80,      1228.79,      1228.79,.23
,Nifty Ind Defence,      6939.95,      6981.45,      7059.65,      6848.35,      6879.50,-60.45
