,23-May-2025
The Nifty witnessed an intraday movement of about 295 points.The closing index was 0.99 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 95245.46
, Traded Quantity (in Lakhs), 38222.41
, Number of Trades, 31184391
, Total Market Capitalisation (Rs. Crores), 43970501.17

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     24609.70,     24639.50,     24909.05,     24614.05,     24853.15,243.45
,NIFTY50 EQL Wgt,     30765.35,     30823.10,     31163.90,     30798.85,     31102.25,336.9
,NIFTY100 EQL Wgt,     31965.75,     32024.55,     32284.45,     31973.55,     32238.10,272.35
,NIFTY100 LowVol30,     19593.75,     19607.20,     19809.85,     19561.45,     19772.30,178.55
,NIFTY Alpha 50,     49715.75,     49872.15,     50294.15,     49601.95,     50148.40,432.65
,NIFTY MIDCAP 150,     20752.70,     20797.75,     20901.85,     20705.55,     20874.40,121.7
,NIFTY SMLCAP 50,      8381.25,      8384.05,      8478.95,      8335.30,      8462.75,81.5
,NIFTY SMLCAP 250,     16436.45,     16461.65,     16558.55,     16363.25,     16532.95,96.5
,NIFTY MIDSML 400,     19204.90,     19242.30,     19343.05,     19146.80,     19317.60,112.7
,NIFTY200 QUALTY30,     20450.25,     20508.85,     20684.30,     20465.75,     20593.90,143.65
,Nifty FinSrv25 50,     28140.95,     28167.15,     28492.75,     28113.30,     28465.00,324.05
,NIFTY AlphaLowVol,     26472.90,     26494.60,     26652.40,     26386.40,     26574.05,101.15
,Nifty200Momentm30,     30156.90,     30200.85,     30457.20,     30097.00,     30371.85,214.95
,Nifty100ESGSecLdr,      4116.60,      4117.75,      4157.95,      4112.00,      4151.35,34.75
,NIFTY100 ESG,      4829.70,      4834.45,      4877.90,      4828.95,      4870.70,41
,NIFTY M150 QLTY50,     24033.20,     24090.35,     24134.50,     23963.40,     24065.65,32.45
,NIFTY INDIA MFG,     14104.00,     14121.05,     14155.45,     14055.70,     14140.55,36.55
,Nifty200 Alpha 30,     23930.85,     24005.50,     24174.55,     23889.10,     24117.10,186.25
,NiftyM150Momntm50,     60022.80,     60149.75,     60603.55,     59906.35,     60411.35,388.55
,Nifty IT,     37050.10,     37108.70,     37826.40,     37062.80,     37403.55,353.45
,Nifty Next 50,     66716.90,     66837.75,     67178.10,     66644.25,     67095.90,379
,Nifty Bank,     54941.30,     54959.30,     55441.30,     54854.50,     55398.25,456.95
,NIFTY MIDCAP 100,     56324.85,     56449.65,     56782.30,     56235.40,     56687.75,362.9
,Nifty 500,     22595.00,     22628.75,     22813.25,     22580.80,     22781.05,186.05
,Nifty 100,     25221.90,     25255.05,     25497.60,     25225.15,     25453.00,231.1
,Nifty Midcap 50,     15759.25,     15791.55,     15902.95,     15737.45,     15882.00,122.75
,Nifty Realty,       934.40,       934.65,       943.95,       932.10,       936.85,2.45
,Nifty Infra,      8932.00,      8939.65,      9029.70,      8931.60,      9007.20,75.2
,Nifty Energy,     35357.10,     35431.25,     35707.40,     35318.90,     35637.90,280.8
,Nifty FMCG,     55598.05,     56022.00,     56679.75,     55789.85,     56502.05,904
,Nifty MNC,     27909.55,     27955.50,     28105.15,     27860.75,     28063.15,153.6
,Nifty Pharma,     21521.75,     21389.35,     21452.10,     21172.85,     21434.25,-87.5
,Nifty PSE,      9887.60,      9922.20,      9961.65,      9869.00,      9946.70,59.1
,Nifty PSU Bank,      6667.95,      6683.50,      6728.20,      6667.95,      6702.70,34.75
,Nifty Serv Sector,     32371.00,     32387.10,     32779.55,     32375.65,     32715.75,344.75
,India VIX,17.2575,17.2575,17.5225,15.4850,17.2775,0.0200
,Nifty Auto,     23459.90,     23528.05,     23595.20,     23423.45,     23515.25,55.35
,Nifty Metal,      9179.65,      9205.10,      9277.65,      9170.75,      9249.60,69.95
,Nifty Media,      1674.05,      1675.65,      1693.70,      1663.50,      1683.15,9.1
,NIFTY SMLCAP 100,     17503.10,     17526.75,     17673.45,     17426.10,     17643.35,140.25
,Nifty 200,     13698.55,     13718.65,     13839.50,     13696.85,     13817.85,119.3
,Nifty Div Opps 50,      5970.15,      5992.60,      6052.50,      5982.65,      6030.70,60.55
,Nifty Commodities,      8667.85,      8683.85,      8750.10,      8673.95,      8724.40,56.55
,Nifty Consumption,     11403.05,     11440.10,     11550.35,     11412.90,     11529.15,126.1
,Nifty Fin Service,     26225.95,     26241.95,     26510.90,     26188.75,     26485.40,259.45
,Nifty50 Div Point,        18.42,        18.42,        18.42,        18.42,        18.42,0
,Nifty100 Liq 15,      6797.10,      6800.90,      6893.95,      6800.55,      6873.20,76.1
