symbol,series,date,previous_close,open_price,high_price,low_price,last_price,close_price,avg_price,ttl_trd_qnty,turnover_lacs,no_of_trades,deliv_qty,deliv_per
ABB,EQ,2019-10-01,1515.35,1530.00,1555.00,1447.05,1487.00,1485.50,1500.29,135969,2039.92,13702,68157,50.13
ADANIPORTS,EQ,2019-10-01,413.95,415.20,417.90,401.60,405.00,404.05,409.86,2532760,10380.77,33166,1094425,43.21
BEL,EQ,2019-10-01,108.30,108.60,111.20,105.65,106.60,107.15,108.45,10149956,11007.13,63161,2270940,22.37
BOSCHLTD,EQ,2019-10-01,14063.70,14067.40,14290.00,12735.95,13538.45,13247.50,13643.47,31559,4305.74,9671,8259,26.17
CUMMINSIND,EQ,2019-10-01,572.80,574.00,579.70,560.25,563.00,563.25,570.26,248081,1414.72,11169,74663,30.10
DIXON,EQ,2019-10-01,2904.05,2905.00,2940.00,2840.00,2910.00,2902.90,2884.68,6438,185.72,938,4385,68.11
DLF,EQ,2019-10-01,155.60,156.00,157.95,132.55,145.05,144.20,145.62,18836234,27428.62,111920,4111330,21.83
DMART,EQ,2019-10-01,1860.60,1870.00,1917.00,1860.00,1912.60,1896.00,1887.06,567281,10704.96,26890,207733,36.62
HAL,EQ,2019-10-01,706.30,717.90,718.00,688.00,700.10,694.70,699.57,16077,112.47,1370,11336,70.51
HINDALCO,EQ,2019-10-01,191.35,191.30,194.55,186.75,189.45,189.75,190.67,6163235,11751.38,48620,1151929,18.69
INDHOTEL,EQ,2019-10-01,159.80,160.00,160.10,152.30,153.55,153.35,157.07,532635,836.62,13735,244809,45.96
INDIGO,EQ,2019-10-01,1889.65,1878.00,1888.85,1854.00,1871.50,1869.90,1876.09,811298,15220.66,46906,296426,36.54
LT,EQ,2019-10-01,1474.25,1480.00,1496.45,1439.15,1467.00,1464.05,1466.82,2578275,37818.67,95145,1277929,49.57
MANAPPURAM,EQ,2019-10-01,141.20,141.00,142.05,132.40,134.20,134.30,136.56,4817177,6578.12,33278,1873157,38.88
MARUTI,EQ,2019-10-01,6715.80,6720.00,6850.00,6650.00,6786.60,6782.00,6762.40,1473158,99620.78,126618,123077,8.35
PGEL,EQ,2019-10-01,49.40,50.90,50.95,42.40,45.00,44.65,46.04,114715,52.82,1287,57929,50.50
SBIN,EQ,2019-10-01,270.80,272.75,275.50,245.55,256.25,255.95,261.16,79350077,207227.95,512954,18323071,23.09
SBIN,N2,2019-10-01,11330.00,11330.00,11361.00,11330.00,11361.00,11352.75,11341.88,8,0.91,7,8,100.00
SBIN,N5,2019-10-01,11389.82,11380.00,11400.00,11380.00,11399.99,11388.68,11395.25,324,36.92,55,267,82.41
SBIN,N6,2019-10-01,11200.00,11203.71,11204.00,11203.71,11204.00,11204.00,11203.95,12,1.34,2,12,100.00
SUZLON,EQ,2019-10-01,2.25,2.25,2.40,2.05,2.20,2.20,2.19,32586604,712.24,44618,9656548,29.63
TRENT,EQ,2019-10-01,483.90,480.60,489.30,476.00,477.85,478.65,481.87,79281,382.03,3831,43796,55.24
