,13-FEB-2013
The Nifty witnessed an intraday movement of about 46.55 points.The closing index was 0.18 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 11054.47
, Traded Quantity (in Lakhs), 7010.3
, Number of Trades, 5602209
, Total Market Capitalisation (Rs. Crores), 6678632.87

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,S&P CNX Nifty,      5922.50,      5943.15,      5969.50,      5922.95,      5932.95,10.45
,CNX IT,      6791.90,      6796.45,      6897.75,      6779.65,      6884.15,92.25
,CNX Nifty Junior,     12094.65,     12097.10,     12179.80,     11989.95,     12010.95,-83.7
,S&P CNX Defty,      3800.25,      3828.75,      3845.70,      3812.20,      3818.90,18.65
,BANK Nifty,     12405.25,     12424.95,     12485.95,     12361.90,     12385.10,-20.15
,CNX Midcap,      8063.00,      8063.65,      8119.35,      7993.40,      7997.10,-65.9
,S&P CNX 500,      4690.30,      4701.85,      4726.50,      4682.90,      4688.45,-1.85
,CNX 100,      5844.05,      5861.45,      5889.10,      5837.90,      5846.50,2.45
,Nifty Midcap 50,      2203.30,      2204.15,      2223.90,      2175.30,      2178.85,-24.45
,CNX Realty,       270.00,       270.20,       275.65,       263.10,       264.60,-5.4
,CNX Infra,      2447.20,      2450.95,      2472.60,      2419.75,      2423.35,-23.85
,CNX Energy,      8261.45,      8312.70,      8341.55,      8226.20,      8252.80,-8.65
,CNX FMCG,     14997.80,     15024.70,     15088.95,     14900.60,     14916.05,-81.75
,CNX MNC,      5386.50,      5393.10,      5395.85,      5330.85,      5339.40,-47.1
,CNX Pharma,      5957.75,      5962.15,      5989.00,      5941.55,      5948.25,-9.5
,CNX PSE,      2989.65,      2994.55,      3012.95,      2976.80,      2982.50,-7.15
,CNX PSU Bank,      3453.45,      3452.40,      3486.95,      3385.40,      3395.70,-57.75
,CNX Service,      7233.50,      7250.75,      7307.90,      7249.45,      7264.05,30.55
,India VIX,        15.31,        15.31,        15.31,        14.47,        15.14,-.17
,CNX AUTO,      4611.75,      4656.70,      4677.05,      4617.65,      4628.00,16.25
,CNX Metal,      2642.55,      2644.20,      2659.25,      2607.90,      2612.65,-29.9
,CNX Media,      1795.10,      1805.20,      1811.40,      1771.90,      1775.55,-19.55
,CNX Smallcap,      3484.00,      3492.95,      3530.40,      3479.10,      3482.35,-1.65
,CNX 200,      3005.65,      3013.75,      3028.80,      2999.95,      3004.00,-1.65
,CNX Dividend Oppt,      1686.50,      1686.50,      1695.00,      1673.30,      1674.90,-11.6
,CNX Commodities,      2447.80,      2453.75,      2464.00,      2430.60,      2434.45,-13.35
,CNX Consumption,      2285.60,      2287.60,      2292.40,      2261.35,      2263.60,-22
,CNX Finance,      5031.40,      5046.35,      5074.15,      5038.95,      5047.00,15.6
,Nifty Dividend,        79.86,        79.86,        79.86,        79.86,        79.86,0

,ADVANCES,585
,DECLINES,895
,UNCHANGED,83

,Total securities that have hit their price bands today,125

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,SBIN,EQ,      2296.40,      2254.70,-1.82,629.44
,MCDOWELL-N,EQ,      1957.45,      1861.85,-4.88,489.06
,ICICIBANK,EQ,      1128.85,      1142.60,1.22,387.93
,TATAMOTORS,EQ,       298.55,       304.70,2.06,301.27
,UNITECH,EQ,        28.75,        28.80,0.17,294.47
,TCS,EQ,      1410.05,      1435.40,1.8,274.34
,JPASSOCIAT,EQ,        72.35,        70.75,-2.21,252.65
,HDFCBANK,EQ,       665.20,       664.20,-0.15,240.87
,HDFC,EQ,       800.40,       815.00,1.82,230.36
,INFY,EQ,      2755.25,      2789.55,1.24,219.91
,RELIANCE,EQ,       875.45,       879.00,0.41,212.3
,ITC,EQ,       300.05,       300.35,0.1,212.22
,KTKBANK,EQ,       158.15,       149.70,-5.34,210.63
,HCLTECH,EQ,       678.50,       709.35,4.55,200.68
,RELCAPITAL,EQ,       440.85,       419.25,-4.9,177.11
,DLF,EQ,       267.50,       258.40,-3.4,155.58
,ONGC,EQ,       320.05,       323.50,1.08,154.23
,TATASTEEL,EQ,       384.90,       376.00,-2.31,152.64
,DRREDDY,EQ,      1915.05,      1905.20,-0.51,148.34
,AXISBANK,EQ,      1482.95,      1477.55,-0.36,131.46
,HDIL,EQ,        70.10,        68.30,-2.57,112.45
,JINDALSTEL,EQ,       392.20,       389.25,-0.75,110.53
,UBL,EQ,       706.90,       638.50,-9.68,103.91
,BHARTIARTL,EQ,       322.30,       325.95,1.13,99.8
,IDFC,EQ,       155.25,       157.65,1.55,99.72

,Top Five S&P CNX Nifty Gainers:
,SYMBOL,SERIES,CLOSE PRICE,PREV.CLOSE,%CHANGE
,HCLTECH,EQ,       709.35,       678.50,4.55
,TATAMOTORS,EQ,       304.70,       298.55,2.06
,HDFC,EQ,       815.00,       800.40,1.82
,TCS,EQ,      1435.40,      1410.05,1.8
,IDFC,EQ,       157.65,       155.25,1.55

,Top Five S&P CNX Nifty Losers:
,SYMBOL,SERIES,CLOSE PRICE,PREV.CLOSE,%CHANGE
,DLF,EQ,       258.40,       267.50,-3.4
,RELINFRA,EQ,       479.75,       496.40,-3.35
,SESAGOA,EQ,       165.90,       170.65,-2.78
,BAJAJ-AUTO,EQ,      2018.80,      2076.15,-2.76
,TATAPOWER,EQ,        94.05,        96.70,-2.74

,Securities Price Volume Data in Normal market
,SYMBOL,SERIES,CLOSE PRICE,TRADED VALUE ,TRADED QUANTITY
,20MICRONS,EQ,        33.75,                123309747.75,3800618
,3IINFOTECH,BE,         6.95,                  5479741.25,777867
,3MINDIA,EQ,      3850.00,                   530461.80,137
,A2ZMES,EQ,        36.25,                  8711274.95,236712
,AANJANEYA,EQ,       761.05,                 46601917.95,61818
,AARTIDRUGS,BE,       212.00,                   695234.50,3236
,AARTIIND,EQ,        89.85,                   299106.50,3322
,AARVEEDEN,EQ,        50.25,                   531690.55,10649
,ABAN,EQ,       322.00,                 74795764.95,229953
,ABB,EQ,       636.20,                 13073080.25,20371
,ABBOTINDIA,EQ,      1378.05,                  2301039.65,1669
,ABCIL,EQ,        94.20,                   412240.50,4366
,ABGSHIP,EQ,       385.15,                 34964964.20,91146
,ABHISHEK,EQ,         5.65,                     4156.25,735
,ACCELYA,BE,       351.55,                  2157560.75,6056
,ACE,EQ,        15.70,                  2138135.00,134084
,ACROPETAL,EQ,         7.90,                  2461858.05,305316
,ADANIPOWER,EQ,        54.40,                 55449967.80,1003233
,ADFFOODS,EQ,        56.40,                   953429.60,16586
,ADHUNIK,EQ,        37.55,                  2243146.70,59531
,ADORWELD,EQ,       125.55,                   196078.90,1560
,ADSL,EQ,        16.90,                   685996.35,40059
,ADVANIHOTR,EQ,        29.90,                    33787.00,1130
,ADVANTA,EQ,       989.65,                  2196655.50,2194
,AEGISCHEM,EQ,       146.05,                  5105809.15,34556
,AFL,EQ,        29.70,                    83927.70,2833
,AFTEK,EQ,         7.85,                   641604.25,80320
,AGCNET,EQ,       134.55,                  3748284.55,26099
,AGRODUTCH,EQ,         2.75,                   322575.55,121295
,AHLEAST,EQ,       204.60,                    85234.15,417
,AHLUCONT,EQ,        32.20,                    74734.85,2291
,AHLWEST,EQ,       123.45,                   380639.25,3070
,AHMEDFORGE,EQ,       127.40,                   428308.45,3338
,AIAENG,EQ,       322.45,                   204804.95,639
,AIL,EQ,       347.70,                  3158682.40,9004
,AJANTPHARM,EQ,       565.65,                 18350231.10,32117
,AJMERA,EQ,       107.50,                  3080543.15,28297
,AKSHOPTFBR,EQ,        17.65,                   292243.05,16606
,AKZOINDIA,EQ,       987.80,                 39346223.30,39925
,ALBK,EQ,       143.15,                392783818.45,2660442
,ALCHEM,EQ,        55.05,                   590263.85,10542
,ALEMBICLTD,EQ,        16.90,                   525216.85,31019
,ALKALI,EQ,        23.25,                    39803.70,1668
,ALKYLAMINE,EQ,       165.40,                   306177.25,1809
,ALLCARGO,EQ,       129.25,                   623778.95,4834
,ALLSEC,BE,        59.15,                   846260.35,14413
,ALMONDZ,EQ,         7.50,                    15247.00,2020
,ALOKTEXT,EQ,         9.95,                 29701966.25,2957841
,ALPA,BE,        10.00,                    24216.30,2426
,ALPHAGEO,EQ,        43.15,                    45781.75,1064
,ALPSINDUS,EQ,         1.55,                    18478.25,11430
,ALSTOMT&D,EQ,       175.70,                  1240674.15,7022
,AMAR,EQ,        36.30,                  2079321.55,56526
,AMARAJABAT,EQ,       294.30,                 40811537.25,138239
,AMARJOTHI,EQ,        46.25,                    84676.55,1701
,AMBIKCO,EQ,       220.85,                   380390.45,1721
,AMDIND,EQ,        13.70,                   117363.30,8544
,AMLSTEEL,EQ,         6.00,                     4862.80,802
,AMRUTANJAN,EQ,       139.40,                  8034962.65,56513
,AMTEKAUTO,EQ,        73.60,                  6679101.65,90153
,AMTEKINDIA,EQ,        98.05,                 34562897.80,352382
,AMTL,EQ,        19.90,                     1999.90,101
,ANANTRAJ,EQ,        70.95,                280239554.10,3827702
,ANDHRABANK,EQ,       101.35,                 49774979.85,484221
,ANDHRACEMT,EQ,         8.50,                    15506.05,1837
,ANDHRSUGAR,EQ,       139.75,                   632374.30,4549
,ANGIND,EQ,         9.90,                     4336.90,437
,ANIKINDS,EQ,        32.70,                  2550680.10,74536
,ANKURDRUGS,EQ,         9.85,                   274005.00,27568
,ANSALAPI,EQ,        31.30,                  3906611.75,122648
,ANSALHSG,EQ,        54.05,                   268867.00,4893
,ANTGRAPHIC,BE,          .25,                    10640.75,40161
,APARINDS,EQ,       139.40,                   497005.55,3551
,APCOTEXIND,EQ,       220.15,                   412188.65,1866
,APLAB,EQ,        22.40,                     4480.00,200
,APLAPOLLO,EQ,       209.40,                   824651.85,3898
,APLLTD,EQ,        74.05,                  3148566.20,42405
,APOLLOTYRE,EQ,        84.10,                 49046810.05,578001
,APPAPER,EQ,       188.80,                 13766539.55,69881
,APTECHT,EQ,        50.95,                 10252739.15,197986
,AQUA,EQ,        10.55,                  1768408.10,165245
,ARCHIDPLY,EQ,         8.70,                   118959.80,13250
,ARCHIES,EQ,        22.95,                  2849640.20,123022
,ARIES,EQ,        50.00,                   194469.55,3833
,ARROWTEX,EQ,         6.50,                     2498.50,385
,ARSHIYA,EQ,        33.40,                  6204013.10,183782
,ARSSINFRA,EQ,        41.60,                  2269572.75,53613
,ARVIND,EQ,        91.15,                 56982626.70,615237
,ARVINDREM,EQ,        29.80,                  2227441.10,73805
,ASAHIINDIA,EQ,        50.00,                  1211314.25,24175
,ASAHISONG,EQ,        64.30,                   353431.85,5474
,ASAL,EQ,        41.55,                    81964.20,1959
,ASHAPURMIN,BE,        44.80,                   512172.20,11343
,ASHCONIUL,EQ,          .50,                     6129.05,12258
,ASHIANA,EQ,       227.35,                  5015279.75,22005
,ASHIMASYN,EQ,         4.20,                     2609.00,602
,ASHOKA,EQ,       220.95,                   123033.10,552
,ASIANHOTNR,EQ,       159.75,                    27828.25,174
,ASIANTILES,EQ,        38.40,                    92843.10,2367
,ASIL,EQ,         1.20,                     2030.00,1650
,ASSAMCO,EQ,         8.20,                  9224868.85,1117216
,ASTEC,EQ,        24.10,                    63791.00,2644
,ASTRAL,EQ,       383.95,                  1411724.95,3660
,ASTRAMICRO,EQ,        39.80,                   458191.45,11455
,ASTRAZEN,EQ,      1190.35,                 67474883.40,56017
,ATFL,EQ,       495.25,                  1282548.65,2564
,ATLANTA,EQ,        48.00,                  3058272.60,63186
,ATLASCYCLE,EQ,       311.90,                   821249.75,2619
,ATNINTER,EQ,          .35,                      736.75,2105
,ATUL,EQ,       330.00,                  4570218.85,13615
,AURIONPRO,EQ,        93.75,                    72660.95,775
,AUROPHARMA,EQ,       181.20,                264692945.95,1445052
,AUSOMENT,EQ,        15.00,                     5985.00,399
,AUSTRAL,BE,         1.10,                    81562.80,74018
,AUTOAXLES,EQ,       334.80,                   468859.45,1390
,AUTOIND,EQ,       108.50,                 20416656.20,184678
,AUTOLITIND,EQ,        14.90,                     3044.40,205
,AVANTI,EQ,       125.20,                    73457.65,583
,AVTNPL,EQ,        31.80,                   701557.90,21809
,AXIS-IT&T,EQ,        59.05,                  3725035.90,61117
,AXISGOLD,EQ,      2932.30,                   767647.50,261
,BAFNAPHARM,EQ,        42.40,                  1430587.30,32951
,BAGFILMS,BE,         4.05,                   199757.60,49468
,BAJAJCORP,EQ,       227.65,                  4450432.50,19212
,BAJAJELEC,EQ,       196.75,                 11919048.25,60749
,BAJAJFINSV,EQ,       778.90,                 34894766.20,43834
,BAJAJHIND,EQ,        22.65,                 18677343.20,817989
,BAJFINANCE,EQ,      1259.40,                131777364.20,104695
,BALAJITELE,BE,        46.80,                   848328.00,17889
,BALAMINES,EQ,        45.50,                   138248.75,3040
,BALKRISIND,EQ,       279.60,                  3801650.35,13675
,BALLARPUR,EQ,        20.75,                  2237798.90,105679
,BALMLAWRIE,EQ,       630.00,                  1701887.05,2701
,BALPHARMA,EQ,        21.95,                    67326.65,3023
,BALRAMCHIN,EQ,        48.20,                 21122355.50,430964
,BANARISUG,EQ,       900.00,                   838800.00,932
,BANCOINDIA,EQ,        48.75,                   213625.75,4358
,BANKBEES,EQ,      1243.61,                   784517.36,629
,BANSWRAS,EQ,        53.00,                    10181.95,192
,BARTRONICS,EQ,        21.25,                  1022536.05,47520
,BASF,EQ,       650.15,                  3040672.25,4690
,BASML,EQ,       112.50,                    58612.75,521
,BATAINDIA,EQ,       796.65,                159143379.90,198366
,BAYERCROP,EQ,      1110.10,                  7735826.80,6968
,BBL,EQ,       516.10,                   443533.50,857
,BBTC,EQ,       120.35,                  6543705.40,53103
,BECREL,EQ,         5.80,                     1640.40,302
,BEDMUTHA,EQ,        11.90,                   197179.60,16500
,BEL,EQ,      1260.80,                 12933926.65,10186
,BEML,EQ,       250.55,                 13374269.05,53008
,BEPL,EQ,        13.95,                    23671.90,1701
,BERGEPAINT,EQ,       183.00,                 64877513.45,354114
,BFINVEST,EQ,        42.10,                   398395.60,9496
,BFUTILITIE,EQ,       279.50,                 60127223.95,212264
,BGLOBAL,EQ,         5.00,                      345.00,69
,BGRENERGY,EQ,       219.20,                 23966707.05,108423
,BHAGWATIHO,EQ,        76.20,                   705898.75,8983
,BHAGYNAGAR,EQ,        13.50,                    48726.85,3595
,BHARATGEAR,EQ,        44.70,                   111941.90,2475
,BHARATRAS,EQ,       145.35,                     3132.30,22
,BHARTISHIP,EQ,        56.65,                  3013516.05,52224
,BHUSANSTL,EQ,       464.40,                 18634087.25,39986
,BIL,BE,       173.25,                   633637.30,3655
,BILENERGY,BE,        81.50,                  6365718.30,81693
,BILPOWER,EQ,         6.75,                    76566.40,11223
,BIMETAL,EQ,       240.10,                    34096.40,141
,BINANIIND,EQ,       112.45,                  1769597.80,15654
,BINDALAGRO,EQ,        24.70,                  1207923.00,48440
,BIRLACORPN,EQ,       267.65,                  9622445.65,34704
,BIRLACOT,EQ,          .15,                   131246.70,948009
,BIRLAERIC,BE,        12.90,                   124489.45,9569
,BIRLAMONEY,EQ,        17.70,                    58473.45,3386
,BIRLAPOWER,EQ,          .25,                   270960.50,1000988
,BLISSGVS,EQ,        36.50,                  5252757.75,139495
,BLKASHYAP,BE,         9.00,                   368307.45,40485
,BLUECHIP,EQ,          .50,                     2752.60,5425
,BLUEDART,EQ,      2080.45,                  2891471.15,1389
,BLUESTARCO,EQ,       172.25,                  1297108.35,7493
,BLUESTINFO,EQ,        62.50,                    41902.90,673
,BOC,EQ,       318.30,                  1192406.00,3724
,BODALCHEM,BE,         6.65,                     2753.10,414
,BOMDYEING,EQ,       101.40,                 61785248.00,604664
,BPL,EQ,        17.75,                   657796.00,36758
,BRANDHOUSE,EQ,        10.65,                   222805.10,20947
,BRFL,EQ,       245.65,                 12611991.60,51067
,BRIGADE,EQ,        79.35,                  8315084.90,102662
,BRITANNIA,EQ,       483.35,                 20643261.15,42657
,BRITANNIA,N1,       181.01,                      543.02,3
,BROADCAST,EQ,         6.60,                     6304.40,948
,BROOKS,BE,        18.00,                   154932.30,8575
,BSELINFRA,EQ,         2.70,                    83138.55,30125
,BSL,EQ,        15.75,                    34212.20,2303
,BSLGOLDETF,EQ,      2987.00,                   104050.05,35
,BSLIMITED,EQ,       333.10,                 39683930.00,115170
,BSLNIFTY,EQ,        57.00,                     3314.50,58
,BURNPUR,EQ,         7.90,                   103397.35,12870
,BVCL,EQ,         8.20,                     9242.50,1125
,CADILAHC,EQ,       761.30,                146885549.55,190795
,CANDC,EQ,        41.20,                   179092.85,4310
,CANFINHOME,BE,       157.40,                  1030569.80,6556
,CANTABIL,EQ,        17.20,                    85773.45,4846
,CAPF,EQ,       175.35,                  2496391.65,14290
,CARBORUNIV,EQ,       132.50,                  3201415.25,24079
,CAREERP,EQ,       137.15,                   904703.60,6535
,CARERATING,EQ,       826.35,                 52283594.25,63180
,CASTROL,EQ,       305.05,                 10757834.90,34967
,CCCL,BE,        14.80,                   224300.10,15256
,CCL,EQ,       290.10,                  1741382.85,5944
,CEATLTD,EQ,       100.20,                  4641855.90,45812
,CEBBCO,EQ,        43.65,                 16026777.05,357067
,CELEBRITY,EQ,         3.60,                    42829.30,11991
,CELESTIAL,EQ,        12.85,                   586535.45,45499
,CENTENKA,EQ,       117.35,                  1391280.00,11803
,CENTEXT,EQ,         1.50,                    84551.05,54723
,CENTRALBK,EQ,        76.60,                 14316196.25,185310
,CENTUM,EQ,        50.15,                     5587.40,111
,CENTURYPLY,EQ,        56.95,                   273033.55,4768
,CENTURYTEX,EQ,       376.90,                232824530.55,607609
,CERA,EQ,       408.50,                  2436875.00,5961
,CESC,EQ,       302.25,                244136564.10,786692
,CHAMBLFERT,EQ,        64.75,                 31835996.30,489024
,CHEMFALKAL,EQ,        81.85,                   575826.55,6787
,CHENNPETRO,EQ,       130.80,                  3908733.65,29607
,CHESLINTEX,BE,         7.00,                      700.00,100
,CHETTINAD,EQ,       828.60,                  4988849.50,6022
,CHOLAFIN,EQ,       279.95,                  5549991.40,19464
,CHROMATIC,EQ,       143.75,                 10873219.00,75736
,CILNOVA,EQ,        21.45,                    26204.00,1220
,CIMMCO,EQ,        39.00,                    79167.75,2031
,CINEMAXIN,BE,       201.90,                 36596612.75,181220
,CINEPRO,BE,        12.30,                    97927.35,7969
,CINEVISTA,EQ,         3.25,                     2405.00,740
,CLASSIC,BE,         3.90,                    43596.50,11141
,CLNINDIA,EQ,       545.95,                  3125288.85,5695
,CLUTCHAUTO,EQ,        23.50,                   231487.55,9828
,CMAHENDRA,EQ,        68.85,                  3546240.80,53051
,CMC,EQ,      1332.90,                 41123448.15,30941
,COMPUAGE,EQ,        54.00,                    21509.00,393
,COMPUSOFT,EQ,        12.00,                 13807726.75,1145352
,CONSOFINVT,EQ,        36.55,                    38751.50,1061
,CORDSCABLE,EQ,        24.10,                    15729.80,655
,COREEDUTEC,EQ,       299.80,                 16097340.50,53736
,COROENGG,BE,       250.00,                     2500.00,10
,COROMANDEL,EQ,       216.95,                 42585999.00,197802
,COROMANDEL,N1,        15.13,                    12459.30,825
,CORPBANK,EQ,       409.50,                 12311523.00,30013
,COSMOFILMS,EQ,        67.55,                   704867.95,10410
,COUNCODOS,EQ,         1.00,                     1039.50,992
,COX&KINGS,EQ,       130.05,                 24783147.30,190859
,CREATIVEYE,EQ,         4.65,                     9145.40,1920
,CRESTANI,EQ,         8.40,                  1473276.80,196518
,CREWBOS,EQ,        12.15,                   519190.40,41771
,CRISIL,EQ,       966.40,                  6394246.45,6674
,CTE,EQ,         6.15,                     1894.20,308
,CUB,E2,        48.90,                   774640.10,15845
,CUB,EQ,        59.90,                 10213622.85,170171
,CUBEXTUB,EQ,         6.40,                    26790.60,4249
,CURATECH,EQ,        17.60,                    46540.20,2663
,CYBERTECH,EQ,        12.60,                     1437.90,114
