symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2018-02-09,152775,124257,81.33
ADANIPORTS,EQ,2018-02-09,2936187,1265873,43.11
BEL,EQ,2018-02-09,2979529,1201194,40.31
BOSCHLTD,EQ,2018-02-09,19118,10681,55.87
CUMMINSIND,EQ,2018-02-09,150859,62313,41.31
DIXON,EQ,2018-02-09,98116,20688,21.09
DLF,EQ,2018-02-09,7906691,475915,6.02
DMART,EQ,2018-02-09,469818,111502,23.73
HINDALCO,EQ,2018-02-09,7024965,2559884,36.44
INDHOTEL,EQ,2018-02-09,982808,631052,64.21
INDIGO,EQ,2018-02-09,690826,277517,40.17
LT,EQ,2018-02-09,2029257,945225,46.58
MANAPPURAM,EQ,2018-02-09,6314872,1563689,24.76
MARUTI,EQ,2018-02-09,364892,162179,44.45
PGEL,EQ,2018-02-09,34258,18743,54.71
SBIN,EQ,2018-02-09,15750824,4000394,25.40
SBIN,N2,2018-02-09,3,3,100.00
SBIN,N5,2018-02-09,201,192,95.52
SBIN,N6,2018-02-09,1,1,100.00
SUZLON,EQ,2018-02-09,38953133,10242156,26.29
TRENT,EQ,2018-02-09,167595,104902,62.59
