symbol,series,date,previous_close,open_price,high_price,low_price,last_price,close_price,avg_price,ttl_trd_qnty,turnover_lacs,no_of_trades,deliv_qty,deliv_per
ABB,EQ,2025-05-22,5886.50,5893.50,5959.00,5826.50,5927.00,5924.00,5898.61,286074,16874.38,34663,115372,40.33
ADANIPORTS,EQ,2025-05-22,1384.60,1380.10,1408.00,1358.60,1376.10,1371.40,1380.15,3186493,43978.40,115514,1259363,39.52
BEL,EQ,2025-05-22,383.00,383.00,386.75,379.00,383.50,383.40,383.03,43486783,166567.83,345063,15417214,35.45
BOSCHLTD,EQ,2025-05-22,31655.00,31655.00,31895.00,31305.00,31840.00,31740.00,31577.69,10408,3286.61,4481,5248,50.42
CUMMINSIND,EQ,2025-05-22,2980.90,2984.00,3018.90,2956.00,2980.00,2977.50,2978.16,562965,16765.97,37499,348864,61.97
DIXON,EQ,2025-05-22,15612.00,15591.00,15592.00,15025.00,15170.00,15170.00,15185.43,850046,129083.11,142632,269700,31.73
DLF,EQ,2025-05-22,775.15,772.60,779.40,765.65,776.55,775.80,773.67,3524173,27265.58,60779,1573085,44.64
DMART,EQ,2025-05-22,4112.70,4112.80,4128.00,4051.00,4083.60,4082.70,4078.51,277337,11311.22,34886,162706,58.67
ETERNAL,EQ,2025-05-22,229.97,228.97,230.88,227.03,229.87,229.02,228.81,28795944,65887.57,136959,13272977,46.09
HAL,EQ,2025-05-22,5001.10,5001.10,5064.50,4962.00,5043.00,5040.00,5028.04,2323924,116847.86,145578,623461,26.83
HINDALCO,EQ,2025-05-22,663.00,663.00,663.70,642.50,649.55,649.55,650.06,6784976,44106.41,130373,3863917,56.95
INDHOTEL,EQ,2025-05-22,773.10,771.00,776.60,765.05,770.00,769.55,771.50,3611197,27860.32,43096,2368736,65.59
INDIGO,EQ,2025-05-22,5461.50,5465.00,5565.00,5329.50,5514.00,5503.00,5457.74,2271953,123997.33,144153,655617,28.86
LT,EQ,2025-05-22,3589.00,3585.00,3592.00,3536.90,3553.40,3551.40,3555.56,1597159,56787.96,95436,881106,55.17
MANAPPURAM,EQ,2025-05-22,228.06,227.92,230.86,227.55,230.02,229.66,229.34,3335708,7650.03,20127,1984397,59.49
MARUTI,EQ,2025-05-22,12615.00,12611.00,12611.00,12395.00,12440.00,12445.00,12451.65,434848,54145.77,70625,300415,69.09
PAYTM,EQ,2025-05-22,843.10,840.00,841.75,818.00,829.80,828.45,829.71,5158180,42798.15,104812,2125331,41.20
PGEL,EQ,2025-05-22,792.60,794.45,794.50,746.00,757.00,756.10,767.44,2237248,17169.56,102137,1333510,59.60
SBIN,EQ,2025-05-22,787.10,788.00,788.20,780.30,785.80,785.25,784.47,7355826,57704.52,160443,3056122,41.55
SUZLON,EQ,2025-05-22,61.28,61.00,61.72,60.35,61.03,61.01,61.00,43220436,26362.39,74706,16490475,38.15
TRENT,EQ,2025-05-22,5443.50,5441.00,5449.00,5285.00,5346.00,5342.00,5346.34,962354,51450.70,94016,461373,47.94
