symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2021-10-08,62953,32849,52.18
ADANIPORTS,EQ,2021-10-08,2878232,738927,25.67
BEL,EQ,2021-10-08,3293914,1665224,50.55
BOSCHLTD,EQ,2021-10-08,81400,11311,13.90
CUMMINSIND,EQ,2021-10-08,1057034,533023,50.43
DIXON,EQ,2021-10-08,1254493,265553,21.17
DLF,EQ,2021-10-08,7456612,1330636,17.85
DMART,EQ,2021-10-08,314758,143595,45.62
HAL,EQ,2021-10-08,453470,236484,52.15
HINDALCO,EQ,2021-10-08,7086881,2540558,35.85
INDHOTEL,EQ,2021-10-08,34186886,7134844,20.87
INDIGO,EQ,2021-10-08,815674,243439,29.85
LT,EQ,2021-10-08,1755402,893755,50.91
MANAPPURAM,EQ,2021-10-08,3552067,1345905,37.89
MARUTI,EQ,2021-10-08,630622,372117,59.01
PGEL,EQ,2021-10-08,345856,172675,49.93
SBIN,EQ,2021-10-08,16521128,5292617,32.04
SUZLON,EQ,2021-10-08,41430182,22113754,53.38
TRENT,EQ,2021-10-08,439597,79291,18.04
