symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2021-10-21,114209,63302,55.43
ADANIPORTS,EQ,2021-10-21,4607499,1154562,25.06
BEL,EQ,2021-10-21,5235829,2070211,39.54
BOSCHLTD,EQ,2021-10-21,22924,5346,23.32
CUMMINSIND,EQ,2021-10-21,1543769,827305,53.59
DIXON,EQ,2021-10-21,761038,129077,16.96
DLF,EQ,2021-10-21,10677501,3422832,32.06
DMART,EQ,2021-10-21,1028678,401841,39.06
HAL,EQ,2021-10-21,712334,251091,35.25
HINDALCO,EQ,2021-10-21,14173662,7343538,51.81
INDHOTEL,EQ,2021-10-21,14286402,3322200,23.25
INDIGO,EQ,2021-10-21,696012,99715,14.33
LT,EQ,2021-10-21,2774633,1707435,61.54
MANAPPURAM,EQ,2021-10-21,3556307,1127308,31.70
MARUTI,EQ,2021-10-21,563128,313562,55.68
PGEL,EQ,2021-10-21,44548,20751,46.58
SBIN,EQ,2021-10-21,20808243,5557708,26.71
SUZLON,EQ,2021-10-21,20587618,9728681,47.26
TRENT,EQ,2021-10-21,470149,213616,45.44
