symbol,series,date,previous_close,open_price,high_price,low_price,last_price,close_price,avg_price,ttl_trd_qnty,turnover_lacs,no_of_trades,deliv_qty,deliv_per
ABB,EQ,2021-10-04,1858.90,1860.10,1893.40,1845.00,1865.60,1873.20,1861.32,169391,3152.91,9293,123224,72.75
ADANIPORTS,EQ,2021-10-04,734.95,738.85,747.50,736.05,742.90,744.20,742.38,3414151,25345.95,47094,957650,28.05
BEL,EQ,2021-10-04,201.75,202.00,206.10,201.75,206.00,205.80,203.67,5542529,11288.39,43054,2020778,36.46
BOSCHLTD,EQ,2021-10-04,15447.55,15565.00,15649.00,15355.45,15420.00,15479.10,15483.85,30173,4671.94,5882,17215,57.05
CUMMINSIND,EQ,2021-10-04,918.10,918.20,932.20,888.45,892.00,893.30,898.65,5686783,51104.06,131241,2630757,46.26
DIXON,EQ,2021-10-04,4844.60,4939.95,5072.30,4830.00,4856.85,4859.80,4961.27,872863,43305.12,91850,195326,22.38
DLF,EQ,2021-10-04,417.20,417.20,431.65,414.55,423.20,424.40,423.55,13898131,58865.50,116394,2153767,15.50
DMART,EQ,2021-10-04,4235.60,4393.95,4464.35,4232.20,4258.00,4257.35,4293.62,906261,38911.39,106852,400318,44.17
HAL,EQ,2021-10-04,1338.00,1340.05,1362.30,1336.00,1348.00,1345.60,1348.54,429711,5794.81,16648,210352,48.95
HINDALCO,EQ,2021-10-04,484.35,486.00,509.45,481.00,506.65,505.70,496.31,10303925,51139.89,100394,2877081,27.92
INDHOTEL,EQ,2021-10-04,184.10,185.45,192.20,184.20,187.75,187.80,188.60,9806329,18494.56,57398,2287991,23.33
INDIGO,EQ,2021-10-04,1976.05,1980.00,2012.80,1954.10,1991.00,1993.15,1992.29,424271,8452.72,20896,89773,21.16
LT,EQ,2021-10-04,1696.90,1696.50,1723.95,1684.05,1715.00,1715.25,1712.96,1588493,27210.19,76623,895008,56.34
MANAPPURAM,EQ,2021-10-04,179.55,181.95,183.75,179.05,182.60,182.65,181.61,6961154,12641.88,45969,1455636,20.91
MARUTI,EQ,2021-10-04,7162.30,7180.00,7214.95,7131.80,7154.95,7170.30,7171.65,466994,33491.16,54266,258497,55.35
PGEL,EQ,2021-10-04,401.30,401.70,429.90,400.00,425.00,424.50,408.33,161278,658.54,2784,117100,72.61
SBIN,EQ,2021-10-04,451.65,453.80,464.40,451.60,462.50,463.15,459.53,16246765,74658.20,165717,6123342,37.69
SUZLON,EQ,2021-10-04,6.50,6.55,6.80,6.50,6.80,6.80,6.73,42406643,2853.82,18194,25125187,59.25
TRENT,EQ,2021-10-04,1044.35,1053.50,1057.40,1020.75,1048.00,1046.15,1037.31,1043541,10824.80,47090,258307,24.75
