symbol,series,date,previous_close,open_price,high_price,low_price,last_price,close_price,avg_price,ttl_trd_qnty,turnover_lacs,no_of_trades,deliv_qty,deliv_per
ABB,EQ,2021-10-14,1806.85,1824.40,1846.50,1811.60,1824.00,1819.00,1827.92,92662,1693.79,17347,47050,50.78
ADANIPORTS,EQ,2021-10-14,759.00,766.10,817.70,764.25,812.95,812.80,796.74,19754735,157392.95,292775,4456896,22.56
BEL,EQ,2021-10-14,208.65,209.30,212.65,209.05,210.30,210.55,210.54,5134959,10811.36,43137,2213744,43.11
BOSCHLTD,EQ,2021-10-14,17910.00,18070.00,18200.00,17810.05,17880.00,17863.85,17963.36,30860,5543.49,8672,11475,37.18
CUMMINSIND,EQ,2021-10-14,898.05,902.70,915.00,894.75,905.00,903.15,901.65,890689,8030.92,30059,563549,63.27
DIXON,EQ,2021-10-14,5503.90,5555.75,5650.00,5490.00,5500.00,5511.30,5576.86,518320,28906.00,59848,126145,24.34
DLF,EQ,2021-10-14,427.50,430.50,444.80,429.40,434.00,434.90,437.89,12094977,52963.17,117227,2305868,19.06
DMART,EQ,2021-10-14,5117.15,5194.00,5420.00,5180.05,5360.00,5323.75,5330.44,1187904,63320.54,148895,310397,26.13
HAL,EQ,2021-10-14,1394.65,1400.00,1466.50,1394.65,1441.55,1443.75,1442.00,2233352,32204.88,95622,824275,36.91
HINDALCO,EQ,2021-10-14,508.05,511.40,523.35,508.35,517.05,516.10,516.48,8876529,45845.44,117744,2388354,26.91
INDHOTEL,EQ,2021-10-14,230.85,233.40,237.40,221.60,229.20,229.55,230.83,19655318,45371.21,113433,6870626,34.96
INDIGO,EQ,2021-10-14,2017.55,2020.00,2087.00,2015.55,2069.00,2073.20,2065.17,628438,12978.30,34513,181235,28.84
LT,EQ,2021-10-14,1752.05,1775.00,1817.90,1767.45,1787.00,1789.30,1795.62,4440909,79742.04,169599,2229168,50.20
MANAPPURAM,EQ,2021-10-14,195.20,196.60,196.85,192.65,195.05,195.30,194.62,3180833,6190.43,39576,1235067,38.83
MARUTI,EQ,2021-10-14,7482.15,7540.00,7560.00,7445.00,7498.15,7496.90,7500.84,831546,62372.89,83141,578890,69.62
PGEL,EQ,2021-10-14,572.65,577.50,579.15,542.05,546.50,545.75,557.19,52261,291.19,4727,35331,67.60
SBIN,EQ,2021-10-14,481.70,482.00,493.90,482.00,489.00,490.60,489.36,23431826,114667.00,285093,9203608,39.28
SUZLON,EQ,2021-10-14,7.10,7.15,7.25,7.00,7.05,7.05,7.11,43790636,3114.26,46259,23103494,52.76
TRENT,EQ,2021-10-14,1174.20,1175.05,1184.00,1145.00,1157.95,1154.45,1158.70,563063,6524.23,33580,218070,38.73
