symbol,series,date,previous_close,open_price,high_price,low_price,last_price,close_price,avg_price,ttl_trd_qnty,turnover_lacs,no_of_trades,deliv_qty,deliv_per
ABB,EQ,2021-10-18,1819.00,1837.80,1858.95,1827.00,1829.00,1829.50,1843.79,92011,1696.49,9349,50393,54.77
ADANIPORTS,EQ,2021-10-18,812.80,820.90,829.90,807.00,808.90,810.55,820.29,8883845,72873.36,140419,2707893,30.48
BEL,EQ,2021-10-18,210.55,205.25,221.50,205.00,217.00,217.15,216.73,13361541,28957.88,106817,4304939,32.22
BOSCHLTD,EQ,2021-10-18,17863.85,17999.75,18112.45,17620.00,17650.10,17659.65,17828.92,28231,5033.28,8624,10651,37.73
CUMMINSIND,EQ,2021-10-18,903.15,915.00,929.95,903.15,911.75,910.20,920.04,1187657,10926.91,38639,514079,43.29
DIXON,EQ,2021-10-18,5511.30,5632.00,5810.95,5600.50,5766.00,5753.45,5716.70,702407,40154.48,74272,137680,19.60
DLF,EQ,2021-10-18,434.90,429.30,449.70,429.00,440.00,441.75,441.93,8330640,36815.90,82871,1818310,21.83
DMART,EQ,2021-10-18,5323.75,5599.00,5900.00,4851.10,4920.00,4897.80,5183.58,4748382,246136.25,574588,1556195,32.77
HAL,EQ,2021-10-18,1443.75,1475.00,1566.00,1460.00,1479.85,1480.40,1511.65,3842189,58080.40,163867,879402,22.89
HINDALCO,EQ,2021-10-18,516.10,535.45,551.85,526.50,543.15,542.80,543.22,23481789,127556.69,256370,7165093,30.51
INDHOTEL,EQ,2021-10-18,229.55,231.65,235.00,222.15,225.20,225.45,230.42,12208890,28131.52,131880,5143574,42.13
INDIGO,EQ,2021-10-18,2073.20,2093.00,2098.90,2045.00,2064.90,2052.85,2065.64,434290,8970.87,22562,172649,39.75
LT,EQ,2021-10-18,1789.30,1807.15,1810.50,1782.00,1785.00,1788.45,1795.05,1918546,34438.91,87947,1076006,56.08
MANAPPURAM,EQ,2021-10-18,195.30,196.00,201.75,195.05,196.65,197.40,198.58,3702353,7352.07,22970,1126292,30.42
MARUTI,EQ,2021-10-18,7496.90,7405.00,7705.30,7405.00,7650.05,7657.00,7633.77,913963,69769.80,72232,523569,57.29
PGEL,EQ,2021-10-18,545.75,556.00,556.00,530.00,543.00,538.35,543.48,70018,380.53,4794,48404,69.13
SBIN,EQ,2021-10-18,490.60,494.00,501.00,491.70,496.95,497.95,496.52,20084248,99722.48,242361,6957051,34.64
SUZLON,EQ,2021-10-18,7.05,7.15,7.40,7.10,7.40,7.40,7.35,66134870,4859.60,51095,31224225,47.21
TRENT,EQ,2021-10-18,1154.45,1165.95,1179.95,1145.70,1155.40,1154.30,1164.35,571535,6654.67,37782,263306,46.07
