symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2024-09-02,7699.25,7936.10,-0.0303,0.0224,0.0225,0.4299
ADANIPORTS,2024-09-02,1494.50,1481.90,0.0085,0.0270,0.0269,0.5139
BEL,2024-09-02,296.90,299.30,-0.0081,0.0241,0.0241,0.4604
BOSCHLTD,2024-09-02,32327.65,32389.25,-0.0019,0.0149,0.0148,0.2828
CUMMINSIND,2024-09-02,3804.40,3744.70,0.0158,0.0209,0.0208,0.3974
DIXON,2024-09-02,12614.35,13171.00,-0.0432,0.0237,0.0238,0.4547
DLF,2024-09-02,848.25,845.10,0.0037,0.0209,0.0209,0.3993
DMART,2024-09-02,4999.70,4927.45,0.0146,0.0160,0.0160,0.3057
HAL,2024-09-02,4687.85,4679.95,0.0017,0.0251,0.0250,0.4776
HINDALCO,2024-09-02,683.90,701.35,-0.0252,0.0202,0.0202,0.3859
INDHOTEL,2024-09-02,655.90,647.50,0.0129,0.0195,0.0194,0.3706
INDIGO,2024-09-02,4793.00,4830.00,-0.0077,0.0187,0.0186,0.3554
LT,2024-09-02,3683.05,3704.60,-0.0058,0.0169,0.0169,0.3229
MANAPPURAM,2024-09-02,212.52,215.95,-0.0160,0.0252,0.0252,0.4814
MARUTI,2024-09-02,12427.70,12403.15,0.0020,0.0137,0.0137,0.2617
PAYTM,2024-09-02,607.95,621.90,-0.0227,0.0372,0.0372,0.7107
PGEL,2024-09-02,513.85,525.10,-0.0217,0.0328,0.0327,0.6247
SBIN,2024-09-02,822.15,815.60,0.0080,0.0179,0.0179,0.3420
SUZLON,2024-09-02,73.81,75.84,-0.0271,0.0321,0.0321,0.6133
TRENT,2024-09-02,7148.20,7158.80,-0.0015,0.0221,0.0221,0.4222
