symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2010-12-16,30418,6735,22.14
BEL,EQ,2010-12-16,5495,3721,67.72
BOSCHLTD,EQ,2010-12-16,1427,1086,76.10
CUMMINSIND,EQ,2010-12-16,48518,34477,71.06
DLF,EQ,2010-12-16,6447636,699175,10.84
HINDALCO,EQ,2010-12-16,6389274,1920624,30.06
INDHOTEL,EQ,2010-12-16,299162,160743,53.73
INDHOTEL,N4,2010-12-16,80,80,100.00
LT,EQ,2010-12-16,859326,556197,64.72
MANAPPURAM,EQ,2010-12-16,612869,258080,42.11
MARUTI,EQ,2010-12-16,338077,207990,61.52
SBIN,EQ,2010-12-16,4592294,1347862,29.35
SBIN,N1,2010-12-16,140,140,100.00
SBIN,N2,2010-12-16,644,616,95.65
SUZLON,EQ,2010-12-16,14605502,3305934,22.63
TRENT,EQ,2010-12-16,3456,2114,61.17
TRENT,Q2,2010-12-16,149,149,100.00
