symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2015-07-24,227393,34516,15.18
ADANIPORTS,EQ,2015-07-24,2337434,1367968,58.52
BEL,EQ,2015-07-24,132655,37286,28.11
BOSCHLTD,EQ,2015-07-24,17305,10419,60.21
CUMMINSIND,EQ,2015-07-24,136382,89417,65.56
DLF,EQ,2015-07-24,5551887,1245037,22.43
HINDALCO,EQ,2015-07-24,3081533,1093945,35.50
INDHOTEL,D1,2015-07-24,8325,5058,60.76
INDHOTEL,EQ,2015-07-24,229974,172580,75.04
LT,EQ,2015-07-24,1324186,855516,64.61
MANAPPURAM,EQ,2015-07-24,821486,526549,64.10
MANAPPURAM,N5,2015-07-24,2,2,100.00
MARUTI,EQ,2015-07-24,226189,84129,37.19
PGEL,EQ,2015-07-24,5723,5463,95.46
SBIN,EQ,2015-07-24,7796401,3444682,44.18
SBIN,N1,2015-07-24,101,91,90.10
SBIN,N3,2015-07-24,5,5,100.00
SBIN,N5,2015-07-24,1595,1579,99.00
SUZLON,EQ,2015-07-24,13976068,5501789,39.37
TRENT,EQ,2015-07-24,58472,57057,97.58
