,14-Sep-2018
The Nifty witnessed an intraday movement of about 92.7 points.The closing index was 1.28 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 33720.65
, Traded Quantity (in Lakhs), 13950.38
, Number of Trades, 12227753
, Total Market Capitalisation (Rs. Crores), 15374308.57

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     11369.90,     11443.50,     11523.25,     11430.55,     11515.20,145.3
,NIFTY50 EQL Wgt,     12891.35,     12992.80,     13150.35,     12986.85,     13137.45,246.1
,NIFTY100 EQL Wgt,     13912.00,     14015.65,     14170.95,     14010.60,     14163.20,251.2
,NIFTY100 LowVol30,      8896.95,      8941.55,      9012.95,      8933.85,      9007.75,110.8
,NIFTY Alpha 50,     14247.10,     14346.00,     14413.10,     14302.20,     14394.75,147.65
,Nifty IT,     16054.05,     16046.40,     16104.05,     15843.60,     16072.50,18.45
,Nifty Next 50,     29497.40,     29698.60,     30050.55,     29688.40,     30022.25,524.85
,Nifty Bank,     26819.20,     27059.85,     27205.75,     26989.80,     27163.85,344.65
,NIFTY MIDCAP 100,     19046.55,     19184.85,     19396.50,     19184.85,     19389.15,342.6
,Nifty 500,      9660.60,      9724.20,      9799.15,      9722.75,      9792.75,132.15
,Nifty 100,     11635.20,     11711.20,     11800.20,     11707.30,     11791.70,156.5
,Nifty Midcap 50,      5083.65,      5117.40,      5188.80,      5117.40,      5183.05,99.4
,Nifty Realty,       257.25,       259.55,       267.50,       259.05,       266.15,8.9
,Nifty Infra,      3190.45,      3203.45,      3249.45,      3202.95,      3244.65,54.2
,Nifty Energy,     15601.05,     15701.70,     15864.60,     15674.90,     15791.90,190.85
,Nifty FMCG,     30828.20,     30957.20,     31095.50,     30834.50,     30987.60,159.4
,Nifty MNC,     14155.35,     14286.85,     14357.75,     14267.30,     14344.30,188.95
,Nifty Pharma,     10391.60,     10534.95,     10673.10,     10499.40,     10652.85,261.25
,Nifty PSE,      3576.00,      3605.60,      3669.40,      3602.55,      3664.55,88.55
,Nifty PSU Bank,      3041.65,      3091.50,      3104.90,      3077.95,      3096.20,54.55
,Nifty Serv Sector,     15180.65,     15267.45,     15396.15,     15237.50,     15384.20,203.55
,India VIX,14.2500,14.2500,14.2500,12.3225,13.8425,-0.4075
,Nifty Auto,     10692.75,     10772.00,     10857.20,     10759.90,     10826.70,133.95
,Nifty Metal,      3631.40,      3672.00,      3725.90,      3668.30,      3713.70,82.3
,Nifty Media,      2673.00,      2696.35,      2713.80,      2685.05,      2710.20,37.2
,NIFTY SMLCAP 100,      7281.40,      7339.30,      7399.25,      7339.30,      7388.35,106.95
,Nifty 200,      6039.35,      6079.30,      6127.70,      6078.25,      6123.80,84.45
,Nifty Div Opps 50,      2731.50,      2744.05,      2765.70,      2740.05,      2763.95,32.45
,Nifty Commodities,      3736.85,      3768.35,      3835.70,      3767.45,      3832.05,95.2
,Nifty Consumption,      5086.55,      5118.80,      5151.95,      5109.25,      5147.25,60.7
,Nifty Fin Service,     11208.45,     11300.95,     11427.95,     11290.50,     11414.70,206.25
,Nifty50 Div Point,        92.19,        92.19,        92.19,        92.19,        92.19,0
,Nifty100 Liq 15,      4363.30,      4420.40,      4469.95,      4414.90,      4464.30,101
,Nifty CPSE,      2276.75,      2294.50,      2319.05,      2286.55,      2313.40,36.65
,Nifty GrowSect 15,      6990.60,      7037.75,      7070.35,      7023.65,      7062.90,72.3
,Nifty50 PR 2x Lev,      5112.85,      5177.25,      5248.75,      5166.00,      5241.70,128.85
,Nifty50 PR 1x Inv,       391.70,       389.30,       389.70,       386.55,       386.80,-4.9
,Nifty50 TR 2x Lev,      6450.95,      6532.20,      6622.40,      6518.05,      6613.50,162.55
,Nifty50 TR 1x Inv,       348.70,       346.55,       346.95,       344.10,       344.35,-4.35
,Nifty50 Value 20,      5413.60,      5444.70,      5465.60,      5417.40,      5449.95,36.35
,Nifty Mid Liq 15,      4107.20,      4133.55,      4237.85,      4133.55,      4233.55,126.35
,Nifty Pvt Bank,     15248.80,     15385.20,     15472.50,     15339.75,     15448.25,199.45
,NIFTY100 Qualty30,      2708.20,      2724.15,      2739.90,      2722.40,      2738.15,29.95
,Nifty GS 8 13Yr,      1692.08,      1692.43,      1696.71,      1692.43,      1694.48,2.4
,Nifty GS 10Yr,      1588.70,      1589.04,      1594.55,      1589.04,      1590.16,1.46
,Nifty GS 10Yr Cln,       877.04,       877.04,       880.13,       877.04,       877.67,.63
,Nifty GS 4 8Yr,      1813.39,      1813.76,      1818.40,      1813.76,      1815.99,2.6
,Nifty GS 11 15Yr,      1761.60,      1761.97,      1766.16,      1761.97,      1763.25,1.65
,Nifty GS 15YrPlus,      1864.23,      1864.65,      1866.45,      1864.65,      1866.45,2.22
,Nifty GS Compsite,      1744.32,      1744.69,      1748.43,      1744.69,      1746.03,1.71

,ADVANCES,1276
,DECLINES,540
,UNCHANGED,82

,Total securities that have hit their price bands today,255

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,YESBANK,EQ,       314.30,       323.10,2.8,1186.92
,RELIANCE,EQ,      1252.50,      1253.15,0.05,991.44
,AXISBANK,EQ,       635.45,       636.40,0.15,768.6
,TCS,EQ,      2043.95,      2065.40,1.05,743.71
,HDFC,EQ,      1877.80,      1925.45,2.54,672.36
,MARUTI,EQ,      8493.95,      8626.70,1.56,652.41
,BALRAMCHIN,EQ,        78.00,        88.65,13.65,616.25
,AUROPHARMA,EQ,       773.85,       799.80,3.35,587.07
,INFY,EQ,       742.90,       733.70,-1.24,581.01
,HDFCBANK,EQ,      2011.85,      2029.60,0.88,523.27
,SUNPHARMA,EQ,       649.90,       665.25,2.36,493.85
,TATASTEEL,EQ,       605.55,       615.00,1.56,491.46
,BAJFINANCE,EQ,      2594.00,      2672.20,3.01,475.96
,JINDALSTEL,EQ,       224.40,       233.45,4.03,460.02
,SBIN,EQ,       285.30,       290.65,1.88,439.78
,IBULHSGFIN,EQ,      1145.10,      1227.10,7.16,437.25
,VEDL,EQ,       223.60,       235.60,5.37,409.76
,ITC,EQ,       306.80,       307.15,0.11,393.19
,LUPIN,EQ,       959.35,       968.75,0.98,392.33
,HCLTECH,EQ,      1086.80,      1070.70,-1.48,391.29
,HINDALCO,EQ,       237.90,       245.45,3.17,384.87
,ICICIBANK,EQ,       322.90,       328.35,1.69,350.91
,DHFL,EQ,       610.15,       614.20,0.66,328.4
,BPCL,EQ,       334.15,       354.50,6.09,326.07
,HINDUNILVR,EQ,      1626.85,      1629.30,0.15,311.93

,Top Five Nifty 50 Gainers:
,SYMBOL,SERIES,CLOSE PRICE,PREV.CLOSE,%CHANGE
,IBULHSGFIN,EQ,      1227.10,      1145.10,7.16
,BPCL,EQ,       354.50,       334.15,6.09
,VEDL,EQ,       235.60,       223.60,5.37
,HINDPETRO,EQ,       252.65,       240.40,5.1
,UPL,EQ,       736.75,       703.65,4.7

,Top Five Nifty 50 Losers:
,SYMBOL,SERIES,CLOSE PRICE,PREV.CLOSE,%CHANGE
,COALINDIA,EQ,       277.35,       281.55,-1.49
,HCLTECH,EQ,      1070.70,      1086.80,-1.48
,INFY,EQ,       733.70,       742.90,-1.24
,GAIL,EQ,       369.95,       370.10,-0.04

,Securities Price Volume Data in Normal market
,SYMBOL,SERIES,CLOSE PRICE,TRADED VALUE ,TRADED QUANTITY
,20MICRONS,EQ,        50.45,                  3239804.35,64405
,21STCENMGM,EQ,        32.40,                    75326.00,2325
,3IINFOTECH,EQ,         3.45,                  5191093.05,1528929
,3MINDIA,EQ,     25099.60,                 21087196.80,833
,5PAISA,EQ,       289.80,                  3057284.40,10469
,63MOONS,EQ,        78.95,                 14994431.70,190008
,8KMILES,BE,       274.50,                 12504694.00,45010
,A2ZINFRA,EQ,        19.20,                  8201237.95,428336
,AAKASH,SM,        32.00,                    64000.00,2000
,AARON,ST,        41.50,                   124500.00,3000
,AARTIDRUGS,EQ,       640.50,                 53937125.45,82633
,AARTIIND,EQ,      1324.40,                 14272798.10,10779
,AARVEEDEN,EQ,        28.40,                   155926.55,5514
,AARVI,SM,        67.00,                   134000.00,2000
,ABAN,EQ,       107.55,                 60619053.30,563517
,ABBOTINDIA,EQ,      8388.10,                 71756504.40,8500
,ABFRL,EQ,       192.05,                126198673.00,653614
,ABGSHIP,BZ,         4.40,                   165708.00,37652
,ABMINTLTD,BE,        18.95,                     4396.40,232
,ABSLRIF6RG,MF,         8.50,                    34000.00,4000
,ACCELYA,EQ,       991.80,                  1900284.55,1914
,ACCURACY,SM,        87.60,                  2738560.00,32000
,ACE,EQ,       129.45,                 25669630.35,198939
,ADANIENT,EQ,       150.60,               1335771991.40,8859644
,ADANIGREEN,EQ,        55.25,                 18417635.30,335372
,ADANIPOWER,EQ,        31.05,                478471993.45,15528354
,ADANITRANS,EQ,       185.70,                 70041140.85,374301
,ADFFOODS,EQ,       262.90,                  4632325.75,17561
,ADHUNIK,BE,         3.35,                   178381.50,53335
,ADHUNIKIND,EQ,        61.15,                   299932.90,4874
,ADLABS,EQ,        32.00,                  2228979.80,69385
,ADORWELD,EQ,       352.05,                  2032125.05,5727
,ADROITINFO,BE,        28.50,                    10123.50,355
,ADSL,EQ,        15.50,                   418339.15,27180
,ADVANIHOTR,EQ,        51.35,                   640891.35,12345
,ADVENZYMES,EQ,       212.55,                 14289406.60,66919
,AEGISCHEM,EQ,       212.95,                 20690039.60,97813
,AFL,EQ,        79.85,                  1080560.00,13483
,AGARIND,EQ,       261.00,                   536123.15,2044
,AGCNET,EQ,        98.55,                   150610.45,1526
,AGLSL,EQ,        75.35,                   468972.25,6184
,AGRITECH,EQ,        73.50,                   617265.85,8397
,AGROPHOS,SM,        34.85,                   834600.00,24000
,AHLEAST,EQ,       264.00,                   223197.30,845
,AHLUCONT,EQ,       296.00,                  6533848.30,22599
,AHLWEST,EQ,       311.95,                    18319.50,60
,AIAENG,EQ,      1763.50,                 66086034.10,37766
,AICHAMP,BE,        18.50,                      534.00,30
,AIFL,EQ,       450.15,                 93383298.45,206925
,AIONJSW,BE,        22.10,                   852470.05,38708
,AIRAN,SM,        68.95,                   517375.00,7500
,AIROLAM,SM,        37.25,                   111750.00,3000
