,20-Nov-14,,,,,,
The Nifty witnessed an intraday movement of about 57.7 points.The closing index was 0.23 % up as compared to the previous closing index.,,,,,,,
,,,,,,,
, Traded Value (Rs. In Crores),15533.13,,,,,
, Traded Quantity (in Lakhs),8240.54,,,,,
, Number of Trades,6970959,,,,,
, Total Market Capitalisation (Rs. Crores),9621616.56,,,,,
,,,,,,,
,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,CNX Nifty,8382.3,8406.5,8410.85,8353.15,8401.9,19.6
,CNX IT,11524.3,11583.45,11692.4,11538.2,11677.45,153.15
,CNX Nifty Junior,18443.7,18503.4,18525.3,18353,18508.45,64.75
,BANK Nifty,17585.65,17649.35,17681.8,17546.7,17645.05,59.4
,CNX Midcap,12259.1,12280,12319.2,12176.75,12254.05,-5.05
,CNX 500,6797.7,6815.15,6817.55,6767.6,6806.3,8.6
,CNX 100,8358.2,8382.8,8385.6,8329.95,8379.25,21.05
,Nifty Midcap 50,3376.25,3378,3389.75,3335.2,3361.75,-14.5
,CNX Realty,214,213.45,214.35,208.6,210.55,-3.45
,CNX Infra,3291.8,3294.15,3297.8,3239.75,3269.2,-22.6
,CNX Energy,9408.9,9412.5,9438.65,9341.3,9421.05,12.15
,CNX FMCG,20106.95,20140.95,20212.55,20087.4,20173.45,66.5
,CNX MNC,8891.4,8912.15,8951.6,8824.55,8880.05,-11.35
,CNX Pharma,11101.25,11153.25,11242.05,11068.65,11216.4,115.15
,CNX PSE,3675.8,3675.9,3688.8,3630.55,3655.05,-20.75
,CNX PSU Bank,3957.4,3985.85,4003.4,3945.85,3974.9,17.5
,CNX Service,10547.15,10580.2,10612,10521.75,10597.7,50.55
,India VIX,14.345,14.345,14.355,11.905,14.165,-0.18
,CNX AUTO,8378.7,8425.9,8430,8278.05,8334.2,-44.5
,CNX Metal,2815.4,2819.7,2827.75,2774.95,2791.55,-23.85
,CNX Media,2340.05,2332.8,2345.55,2276.95,2282.85,-57.2
,CNX Smallcap,5286.75,5292,5310.2,5230.85,5263,-23.75
