symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2016-12-21,5728,2740,47.84
ADANIPORTS,EQ,2016-12-21,2500157,1474458,58.97
BEL,EQ,2016-12-21,218436,68493,31.36
BOSCHLTD,EQ,2016-12-21,12884,7014,54.44
CUMMINSIND,EQ,2016-12-21,71928,57995,80.63
DLF,EQ,2016-12-21,11689427,3183596,27.23
HINDALCO,EQ,2016-12-21,6539566,1724284,26.37
INDHOTEL,EQ,2016-12-21,592029,474614,80.17
INDIGO,EQ,2016-12-21,106542,90971,85.39
LT,EQ,2016-12-21,633483,331415,52.32
MANAPPURAM,EQ,2016-12-21,6884032,2731893,39.68
MARUTI,EQ,2016-12-21,413072,193422,46.83
PGEL,EQ,2016-12-21,3599,2798,77.74
SBIN,EQ,2016-12-21,8778450,1805197,20.56
SBIN,N2,2016-12-21,41,41,100.00
SBIN,N5,2016-12-21,488,487,99.80
SBIN,N6,2016-12-21,10,10,100.00
SUZLON,EQ,2016-12-21,8626181,4822849,55.91
TRENT,EQ,2016-12-21,18327,11351,61.94
