symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2012-12-10,24433,9505,38.90
ADANIPORTS,EQ,2012-12-10,612960,223842,36.52
BEL,EQ,2012-12-10,59615,57402,96.29
BOSCHLTD,EQ,2012-12-10,8034,6599,82.14
CUMMINSIND,EQ,2012-12-10,91499,68930,75.33
DLF,EQ,2012-12-10,7323508,2424554,33.11
HINDALCO,EQ,2012-12-10,3364565,916057,27.23
INDHOTEL,EQ,2012-12-10,405396,131901,32.54
LT,EQ,2012-12-10,532489,201073,37.76
MANAPPURAM,EQ,2012-12-10,937396,535043,57.08
MARUTI,EQ,2012-12-10,314521,127376,40.50
PGEL,EQ,2012-12-10,38494,2976,7.73
SBIN,EQ,2012-12-10,1361469,252992,18.58
SBIN,N2,2012-12-10,10,10,100.00
SBIN,N3,2012-12-10,33,33,100.00
SBIN,N5,2012-12-10,448,441,98.44
SUZLON,EQ,2012-12-10,9694323,2765522,28.53
TRENT,EQ,2012-12-10,25954,10222,39.39
