symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2013-01-30,61451,23439,38.14
ADANIPORTS,EQ,2013-01-30,10316243,6640099,64.37
BEL,EQ,2013-01-30,3841,1900,49.47
BOSCHLTD,EQ,2013-01-30,6896,4910,71.20
CUMMINSIND,EQ,2013-01-30,363070,322693,88.88
DLF,EQ,2013-01-30,11599253,4496339,38.76
HINDALCO,EQ,2013-01-30,5109210,2156575,42.21
INDHOTEL,EQ,2013-01-30,783970,423563,54.03
LT,EQ,2013-01-30,1014513,512669,50.53
MANAPPURAM,EQ,2013-01-30,2944719,2220639,75.41
MARUTI,EQ,2013-01-30,649445,409448,63.05
PGEL,EQ,2013-01-30,27478,2566,9.34
SBIN,EQ,2013-01-30,2371529,727494,30.68
SBIN,N3,2013-01-30,49,49,100.00
SBIN,N5,2013-01-30,102,84,82.35
SUZLON,EQ,2013-01-30,26193912,6676765,25.49
TRENT,EQ,2013-01-30,18123,15104,83.34
