symbol,series,date,previous_close,open_price,high_price,low_price,last_price,close_price,avg_price,ttl_trd_qnty,turnover_lacs,no_of_trades,deliv_qty,deliv_per
ABB,EQ,2023-10-12,4185.40,4202.05,4236.95,4190.10,4219.00,4216.05,4217.81,246829,10410.78,21048,162454,65.82
ADANIPORTS,EQ,2023-10-12,814.85,818.55,823.25,812.55,813.85,814.95,815.66,2563606,20910.25,54744,932006,36.36
BEL,EQ,2023-10-12,137.75,137.95,138.70,137.20,138.15,138.20,138.13,7567439,10453.01,48307,4437376,58.64
BOSCHLTD,EQ,2023-10-12,19698.10,19601.25,20564.75,19601.25,20435.00,20455.70,20282.90,81609,16552.67,22887,23492,28.79
CUMMINSIND,EQ,2023-10-12,1751.60,1755.05,1758.90,1720.00,1727.00,1730.00,1729.19,357591,6183.44,23366,210790,58.95
DIXON,EQ,2023-10-12,5254.70,5261.95,5320.00,5215.60,5282.50,5290.30,5278.82,392980,20744.71,37434,158687,40.38
DLF,EQ,2023-10-12,565.30,565.30,569.00,562.70,566.00,567.05,565.80,1860355,10525.96,33715,692379,37.22
DMART,EQ,2023-10-12,3852.05,3874.80,3890.00,3820.30,3848.00,3862.75,3856.44,226262,8725.66,25631,114283,50.51
HAL,EQ,2023-10-12,1961.60,1961.60,1974.60,1958.00,1969.00,1968.45,1966.01,537987,10576.86,33064,258587,48.07
HINDALCO,EQ,2023-10-12,483.90,483.10,494.00,482.55,484.65,484.40,487.52,6895255,33615.83,109220,2636739,38.24
INDHOTEL,EQ,2023-10-12,414.85,418.00,419.80,413.55,416.10,416.50,417.07,2455507,10241.13,34183,1268608,51.66
INDIGO,EQ,2023-10-12,2533.15,2526.00,2614.95,2526.00,2577.10,2582.10,2585.51,1127349,29147.77,44398,539222,47.83
LT,EQ,2023-10-12,3088.70,3094.00,3105.05,3067.05,3082.95,3081.75,3080.04,1870280,57605.41,148950,1083898,57.95
MANAPPURAM,EQ,2023-10-12,145.15,146.00,148.15,145.00,146.05,146.30,146.77,7361263,10803.84,32873,4253686,57.78
MARUTI,EQ,2023-10-12,10412.10,10460.00,10624.55,10420.20,10595.00,10580.90,10553.58,569237,60074.88,70391,240752,42.29
PAYTM,EQ,2023-10-12,971.75,981.00,983.55,951.55,954.15,957.55,963.53,2305028,22209.58,65638,1033497,44.84
PGEL,EQ,2023-10-12,1936.00,1957.70,1988.70,1941.70,1974.15,1976.35,1970.13,64034,1261.55,11794,30069,46.96
SBIN,EQ,2023-10-12,588.35,590.80,593.00,585.00,585.60,586.05,588.33,11983797,70503.78,171954,7022541,58.60
SUZLON,BE,2023-10-12,27.65,28.25,28.60,27.05,27.30,27.15,27.72,70399620,19517.77,104598,-,-
TRENT,EQ,2023-10-12,2101.30,2105.00,2107.80,2070.00,2079.00,2077.20,2079.61,285544,5938.19,19809,139042,48.69
