symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2018-03-07,69131,46657,67.49
ADANIPORTS,EQ,2018-03-07,6951930,2806167,40.37
BEL,EQ,2018-03-07,2645463,1082533,40.92
BOSCHLTD,EQ,2018-03-07,13795,5869,42.54
CUMMINSIND,EQ,2018-03-07,123864,48449,39.11
DIXON,EQ,2018-03-07,67819,30584,45.10
DLF,EQ,2018-03-07,5878878,564047,9.59
DMART,EQ,2018-03-07,620343,183280,29.54
HINDALCO,EQ,2018-03-07,13960066,5324764,38.14
INDHOTEL,EQ,2018-03-07,1528152,881235,57.67
INDIGO,EQ,2018-03-07,596396,273752,45.90
LT,EQ,2018-03-07,2156582,1285616,59.61
MANAPPURAM,EQ,2018-03-07,4314601,1915308,44.39
MARUTI,EQ,2018-03-07,598715,267461,44.67
PGEL,EQ,2018-03-07,114069,61556,53.96
SBIN,EQ,2018-03-07,31262500,11540402,36.91
SBIN,N2,2018-03-07,9,9,100.00
SBIN,N5,2018-03-07,299,284,94.98
SUZLON,EQ,2018-03-07,58148144,15888522,27.32
TRENT,EQ,2018-03-07,73840,52842,71.56
