symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2018-09-24,84132,32276,38.36
ADANIPORTS,EQ,2018-09-24,3415863,1376604,40.30
BEL,EQ,2018-09-24,7262071,2926894,40.30
BOSCHLTD,EQ,2018-09-24,9694,2626,27.09
CUMMINSIND,EQ,2018-09-24,376041,199162,52.96
DIXON,EQ,2018-09-24,13693,4820,35.20
DLF,EQ,2018-09-24,10192254,1542791,15.14
DMART,EQ,2018-09-24,384113,186156,48.46
HAL,EQ,2018-09-24,10764,6072,56.41
HINDALCO,EQ,2018-09-24,8991121,2567538,28.56
INDHOTEL,EQ,2018-09-24,1159059,904158,78.01
INDIGO,EQ,2018-09-24,882451,226888,25.71
LT,EQ,2018-09-24,2425415,1562549,64.42
MANAPPURAM,EQ,2018-09-24,6101998,2477252,40.60
MARUTI,EQ,2018-09-24,1801469,1004631,55.77
PGEL,EQ,2018-09-24,70788,14935,21.10
SBIN,EQ,2018-09-24,24633374,8844854,35.91
SBIN,N2,2018-09-24,90,66,73.33
SBIN,N5,2018-09-24,411,398,96.84
SUZLON,EQ,2018-09-24,43882382,9950506,22.68
TRENT,EQ,2018-09-24,135763,81503,60.03
