symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2018-09-21,145552,60012,41.23
ADANIPORTS,EQ,2018-09-21,3241191,854389,26.36
BEL,EQ,2018-09-21,12343708,4859130,39.37
BOSCHLTD,EQ,2018-09-21,33697,16624,49.33
CUMMINSIND,EQ,2018-09-21,656107,275052,41.92
DIXON,EQ,2018-09-21,24466,15125,61.82
DLF,EQ,2018-09-21,12303546,3111496,25.29
DMART,EQ,2018-09-21,706967,372263,52.66
HAL,EQ,2018-09-21,30354,23141,76.24
HINDALCO,EQ,2018-09-21,17636361,8112414,46.00
INDHOTEL,EQ,2018-09-21,1253555,874905,69.79
INDIGO,EQ,2018-09-21,1652155,886204,53.64
LT,EQ,2018-09-21,2309530,1067416,46.22
MANAPPURAM,EQ,2018-09-21,9134203,3899550,42.69
MARUTI,EQ,2018-09-21,1646047,760121,46.18
PGEL,EQ,2018-09-21,308829,115020,37.24
SBIN,EQ,2018-09-21,39308482,11678764,29.71
SBIN,N2,2018-09-21,216,215,99.54
SBIN,N5,2018-09-21,1115,958,85.92
SBIN,N6,2018-09-21,34,27,79.41
SUZLON,EQ,2018-09-21,93748813,25240124,26.92
TRENT,EQ,2018-09-21,214045,94411,44.11
