symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2018-09-03,81094,57484,70.89
ADANIPORTS,EQ,2018-09-03,2744322,460279,16.77
BEL,EQ,2018-09-03,7758259,2653001,34.20
BOSCHLTD,EQ,2018-09-03,39269,12795,32.58
CUMMINSIND,EQ,2018-09-03,422511,251507,59.53
DIXON,EQ,2018-09-03,30828,12616,40.92
DLF,EQ,2018-09-03,9075098,1021158,11.25
DMART,EQ,2018-09-03,507075,260950,51.46
HAL,EQ,2018-09-03,10186,4977,48.86
HINDALCO,EQ,2018-09-03,8308169,2090904,25.17
INDHOTEL,EQ,2018-09-03,519538,252584,48.62
INDIGO,EQ,2018-09-03,974928,301504,30.93
LT,EQ,2018-09-03,2347852,1152314,49.08
MANAPPURAM,EQ,2018-09-03,1708880,849008,49.68
MARUTI,EQ,2018-09-03,992161,624156,62.91
PGEL,EQ,2018-09-03,9962,4767,47.85
SBIN,EQ,2018-09-03,14708076,2846610,19.35
SBIN,N2,2018-09-03,7,7,100.00
SBIN,N5,2018-09-03,373,362,97.05
SBIN,N6,2018-09-03,111,106,95.50
SUZLON,EQ,2018-09-03,15618846,4421841,28.31
TRENT,EQ,2018-09-03,76470,44301,57.93
