symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2020-10-20,33587,13748,40.93
ADANIPORTS,EQ,2020-10-20,1999765,700933,35.05
BEL,EQ,2020-10-20,4895410,1708376,34.90
BOSCHLTD,EQ,2020-10-20,28573,7900,27.65
CUMMINSIND,EQ,2020-10-20,623327,100432,16.11
DIXON,EQ,2020-10-20,37358,19255,51.54
DLF,EQ,2020-10-20,15771594,2528122,16.03
DMART,EQ,2020-10-20,1555361,358353,23.04
HAL,EQ,2020-10-20,525608,246493,46.90
HINDALCO,EQ,2020-10-20,10429257,1838488,17.63
INDHOTEL,EQ,2020-10-20,1072998,349897,32.61
INDIGO,EQ,2020-10-20,592627,51442,8.68
LT,EQ,2020-10-20,13188768,3241367,24.58
MANAPPURAM,EQ,2020-10-20,3650726,529136,14.49
MARUTI,EQ,2020-10-20,659864,205553,31.15
SBIN,EQ,2020-10-20,39317197,5620943,14.30
SBIN,N5,2020-10-20,871,816,93.69
SUZLON,EQ,2020-10-20,5073304,2790968,55.01
TRENT,EQ,2020-10-20,233194,90305,38.73
