symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2019-11-01,74552,38608,51.79
ADANIPORTS,EQ,2019-11-01,3665336,2085262,56.89
BEL,EQ,2019-11-01,8565591,3722429,43.46
BOSCHLTD,EQ,2019-11-01,15871,6270,39.51
CUMMINSIND,EQ,2019-11-01,1055623,544383,51.57
DIXON,EQ,2019-11-01,4188,1987,47.45
DLF,EQ,2019-11-01,5112995,1207195,23.61
DMART,EQ,2019-11-01,231689,96399,41.61
HAL,EQ,2019-11-01,31612,17236,54.52
HINDALCO,EQ,2019-11-01,6921052,1348155,19.48
INDHOTEL,EQ,2019-11-01,1124427,725739,64.54
INDIGO,EQ,2019-11-01,4453395,755523,16.97
LT,EQ,2019-11-01,2287220,1306102,57.10
MANAPPURAM,EQ,2019-11-01,5098259,965258,18.93
MARUTI,EQ,2019-11-01,1151035,212054,18.42
PGEL,EQ,2019-11-01,102067,70112,68.69
SBIN,EQ,2019-11-01,44894016,9814076,21.86
SBIN,N2,2019-11-01,10,10,100.00
SBIN,N5,2019-11-01,327,322,98.47
SUZLON,EQ,2019-11-01,10494172,3715050,35.40
TRENT,EQ,2019-11-01,177483,97102,54.71
