symbol,series,date,previous_close,open_price,high_price,low_price,last_price,close_price,avg_price,ttl_trd_qnty,turnover_lacs,no_of_trades,deliv_qty,deliv_per
ABB,EQ,2026-01-20,4865.50,4855.00,4855.00,4673.00,4693.00,4691.50,4725.89,413609,19546.72,43871,218192,52.75
ADANIPORTS,EQ,2026-01-20,1403.00,1409.00,1412.90,1359.60,1375.60,1367.60,1382.62,1799611,24881.74,57324,900567,50.04
BEL,EQ,2026-01-20,412.80,413.90,415.40,406.00,409.00,409.35,411.68,32732305,134752.87,145888,21258507,64.95
BOSCHLTD,EQ,2026-01-20,36510.00,36350.00,36380.00,35425.00,35615.00,35575.00,35865.12,40077,14373.66,15366,17912,44.69
CUMMINSIND,EQ,2026-01-20,4031.30,4034.00,4062.00,4000.00,4002.10,4020.90,4030.39,440629,17759.08,48338,258185,58.59
DIXON,EQ,2026-01-20,11024.00,11029.00,11144.00,10632.00,10714.00,10682.00,10866.15,476078,51731.36,65563,103575,21.76
DLF,EQ,2026-01-20,641.85,640.00,640.85,608.85,610.00,612.90,621.49,7084565,44029.82,84374,3867448,54.59
DMART,EQ,2026-01-20,3766.70,3768.00,3786.50,3645.50,3665.40,3661.60,3694.22,521411,19262.08,35068,282168,54.12
ETERNAL,EQ,2026-01-20,281.35,282.00,282.40,267.85,271.25,269.60,272.95,83681194,228409.31,349175,48966230,58.52
HAL,EQ,2026-01-20,4504.30,4504.30,4525.00,4327.00,4350.00,4355.20,4411.54,1194605,52700.44,81646,600877,50.30
HINDALCO,EQ,2026-01-20,939.95,944.50,949.85,925.70,929.00,928.10,937.46,5709976,53528.48,118673,3466024,60.70
INDHOTEL,EQ,2026-01-20,668.35,670.00,670.45,641.35,642.00,645.50,653.42,3777196,24680.85,71254,2108993,55.83
INDIGO,EQ,2026-01-20,4941.50,4941.50,4941.50,4775.00,4795.00,4790.00,4836.47,681597,32965.25,72175,289857,42.53
LENSKART,EQ,2026-01-20,443.40,445.70,445.70,425.55,431.00,429.75,430.73,1934434,8332.24,42129,880449,45.51
LT,EQ,2026-01-20,3869.80,3858.00,3874.30,3800.00,3808.00,3810.50,3826.20,1658119,63442.93,119992,892942,53.85
MANAPPURAM,EQ,2026-01-20,314.45,315.45,315.45,300.50,301.85,301.85,305.29,3633872,11093.97,35692,1061536,29.21
MARUTI,EQ,2026-01-20,16176.00,16200.00,16233.00,15850.00,15912.00,15879.00,15980.62,289609,46281.30,65162,157002,54.21
PAYTM,EQ,2026-01-20,1331.40,1332.50,1335.90,1288.70,1300.00,1296.80,1308.13,1715940,22446.72,50488,756691,44.10
PGEL,EQ,2026-01-20,575.45,570.50,572.95,549.10,551.50,551.40,558.42,2281119,12738.29,39798,888016,38.93
SBIN,EQ,2026-01-20,1038.40,1039.75,1052.00,1033.05,1034.25,1036.40,1040.41,8905718,92656.15,194593,5445587,61.15
SUZLON,EQ,2026-01-20,47.98,47.98,48.33,46.20,46.56,46.34,46.98,60935304,28627.83,129194,27270104,44.75
TRENT,EQ,2026-01-20,3945.60,3963.00,3963.90,3819.30,3836.00,3836.10,3865.93,912749,35286.26,73207,494601,54.19
