,AARTIDRUGS,EQ,223.85,14320466.70,63663.00,,,,,,,,,,,,,,
,AARTIIND,EQ,94.25,2682065.90,28140.00,,,,,,,,,,,,,,
,AARVEEDEN,EQ,71.30,1426158.10,19890.00,,,,,,,,,,,,,,
,ABAN,EQ,381.05,166709027.95,431206.00,,,,,,,,,,,,,,
,ABB,EQ,729.35,19568046.70,26773.00,,,,,,,,,,,,,,
,ABBOTINDIA,EQ,1440.05,2676275.10,1855.00,,,,,,,,,,,,,,
,ABCIL,EQ,90.35,617785.40,6886.00,,,,,,,,,,,,,,
,ABGSHIP,EQ,394.20,21813483.70,55398.00,,,,,,,,,,,,,,
,ABHISHEK,EQ,6.80,15285.20,2254.00,,,,,,,,,,,,,,
,ACCELYA,BE,282.65,1254400.70,4438.00,,,,,,,,,,,,,,
,ACE,EQ,25.50,630301.55,24504.00,,,,,,,,,,,,,,
,ACROPETAL,EQ,12.00,2831099.20,237408.00,,,,,,,,,,,,,,
,ADANIPOWER,EQ,47.95,36090266.65,752319.00,,,,,,,,,,,,,,
,ADFFOODS,EQ,67.85,3453172.10,51867.00,,,,,,,,,,,,,,
,ADHUNIK,EQ,29.85,1117624.05,37467.00,,,,,,,,,,,,,,
,ADORWELD,EQ,134.70,159734.40,1184.00,,,,,,,,,,,,,,
,ADSL,EQ,21.45,714651.20,33042.00,,,,,,,,,,,,,,
,ADVANIHOTR,EQ,26.95,11183.90,422.00,,,,,,,,,,,,,,
,ADVANTA,EQ,802.50,8624254.70,10769.00,,,,,,,,,,,,,,
,AEGISCHEM,EQ,173.25,6782259.70,38948.00,,,,,,,,,,,,,,
,AFL,EQ,33.60,750530.50,22290.00,,,,,,,,,,,,,,
,AFTEK,EQ,7.70,917772.25,120032.00,,,,,,,,,,,,,,
,AGCNET,EQ,383.00,1424608.10,3731.00,,,,,,,,,,,,,,
,AGRODUTCH,EQ,3.60,58487.70,16452.00,,,,,,,,,,,,,,
,AHLUCONT,EQ,40.00,70789.05,1791.00,,,,,,,,,,,,,,
,AHLWEST,EQ,130.00,33709.50,251.00,,,,,,,,,,,,,,
,AHMEDFORGE,EQ,127.60,1928248.90,15035.00,,,,,,,,,,,,,,
,AIAENG,EQ,371.15,1317007.85,3539.00,,,,,,,,,,,,,,
,AICHAMP,BE,19.40,490.45,27.00,,,,,,,,,,,,,,
,AIL,EQ,414.60,12595350.35,30513.00,,,,,,,,,,,,,,
,AJANTPHARM,EQ,356.70,9203957.90,25779.00,,,,,,,,,,,,,,
,AJMERA,BE,123.35,1142723.50,8970.00,,,,,,,,,,,,,,
,AKSHOPTFBR,EQ,15.10,886227.95,58568.00,,,,,,,,,,,,,,
,AKZOINDIA,EQ,930.05,1497004.95,1609.00,,,,,,,,,,,,,,
,ALBK,EQ,143.00,238146558.60,1658592.00,,,,,,,,,,,,,,
,ALCHEM,EQ,53.80,742534.30,13598.00,,,,,,,,,,,,,,
,ALEMBICLTD,EQ,15.80,433727.85,27489.00,,,,,,,,,,,,,,
,ALICON,EQ,74.20,760883.05,10239.00,,,,,,,,,,,,,,
,ALKALI,EQ,25.80,31412.95,1205.00,,,,,,,,,,,,,,
,ALKYLAMINE,EQ,136.40,177841.45,1294.00,,,,,,,,,,,,,,
,ALLCARGO,EQ,128.45,3049323.45,23387.00,,,,,,,,,,,,,,
,ALLSEC,BE,54.10,190161.50,3515.00,,,,,,,,,,,,,,
,ALMONDZ,EQ,7.85,12830.30,1616.00,,,,,,,,,,,,,,
,ALOKTEXT,EQ,11.85,88637491.45,7472155.00,,,,,,,,,,,,,,
,ALPA,EQ,10.30,25381.15,2514.00,,,,,,,,,,,,,,
,ALPHAGEO,BE,54.85,103273.05,2031.00,,,,,,,,,,,,,,
,ALPINEHOU,EQ,20.70,13258.50,595.00,,,,,,,,,,,,,,
,ALPSINDUS,EQ,2.05,210181.35,104260.00,,,,,,,,,,,,,,
,ALSTOMT&D,EQ,198.95,2348207.05,11721.00,,,,,,,,,,,,,,
,AMAR,EQ,38.95,1881639.30,47957.00,,,,,,,,,,,,,,
,AMARAJABAT,EQ,259.90,71588028.50,275028.00,,,,,,,,,,,,,,
,AMARJOTHI,EQ,47.35,9779.50,202.00,,,,,,,,,,,,,,
,AMBIKCO,EQ,196.95,2848840.40,14286.00,,,,,,,,,,,,,,
,AMDIND,EQ,15.95,66571.80,4136.00,,,,,,,,,,,,,,
,AMLSTEEL,EQ,8.45,20367.65,2575.00,,,,,,,,,,,,,,
,AMRUTANJAN,EQ,158.25,6401119.75,40610.00,,,,,,,,,,,,,,
,AMTEKAUTO,EQ,71.10,10747105.85,149735.00,,,,,,,,,,,,,,
,AMTEKINDIA,EQ,107.90,22362598.20,208383.00,,,,,,,,,,,,,,
,AMTL,BE,18.60,204.60,11.00,,,,,,,,,,,,,,
,ANANTRAJ,EQ,96.10,405703293.15,4292839.00,,,,,,,,,,,,,,
,ANDHRABANK,EQ,105.60,76957028.10,730848.00,,,,,,,,,,,,,,
,ANDHRACEMT,BE,9.20,57527.35,6379.00,,,,,,,,,,,,,,
,ANDHRSUGAR,EQ,143.55,773328.60,5370.00,,,,,,,,,,,,,,
,ANGIND,EQ,13.30,2976.30,220.00,,,,,,,,,,,,,,
,ANIKINDS,EQ,36.45,2531304.85,70603.00,,,,,,,,,,,,,,
,ANKURDRUGS,BE,13.85,68939.50,5010.00,,,,,,,,,,,,,,
,ANSALAPI,EQ,31.00,5611525.00,180419.00,,,,,,,,,,,,,,
,ANSALHSG,EQ,51.30,571543.70,11008.00,,,,,,,,,,,,,,
,ANTGRAPHIC,EQ,0.30,23226.95,75906.00,,,,,,,,,,,,,,
,APARINDS,EQ,157.65,463841.75,2902.00,,,,,,,,,,,,,,
,APCOTEXIND,EQ,222.80,485059.75,2191.00,,,,,,,,,,,,,,
,APLAB,EQ,23.10,23450.05,1014.00,,,,,,,,,,,,,,
,APLAPOLLO,EQ,182.80,5650737.55,31019.00,,,,,,,,,,,,,,
,APLLTD,EQ,67.70,3851096.20,56676.00,,,,,,,,,,,,,,
,APOLLOTYRE,EQ,81.80,215767438.75,2653985.00,,,,,,,,,,,,,,
,APPAPER,EQ,298.55,10745525.35,35791.00,,,,,,,,,,,,,,
,APTECHT,EQ,65.90,8606974.90,130292.00,,,,,,,,,,,,,,
,AQUA,EQ,10.55,3892982.05,354687.00,,,,,,,,,,,,,,
,ARCHIDPLY,EQ,9.20,9171.20,1000.00,,,,,,,,,,,,,,
,ARCHIES,EQ,28.30,41716409.80,1449610.00,,,,,,,,,,,,,,
,ARIES,EQ,68.30,4709942.80,68009.00,,,,,,,,,,,,,,
,AROGRANITE,EQ,34.00,1870.00,55.00,,,,,,,,,,,,,,
,ARSHIYA,EQ,121.60,15683463.10,129039.00,,,,,,,,,,,,,,
,ARSSINFRA,BE,45.45,2524734.30,55645.00,,,,,,,,,,,,,,
,ARVIND,EQ,86.50,209702582.60,2459237.00,,,,,,,,,,,,,,
,ARVINDREM,EQ,32.50,1468445.20,45259.00,,,,,,,,,,,,,,
,ASAHIINDIA,EQ,59.40,540141.35,9037.00,,,,,,,,,,,,,,
,ASAHISONG,EQ,80.60,230934.25,2876.00,,,,,,,,,,,,,,
,ASAL,EQ,44.00,50290.35,1146.00,,,,,,,,,,,,,,
,ASHAPURMIN,BE,42.30,1502490.35,36330.00,,,,,,,,,,,,,,
,ASHIANA,EQ,160.05,29045.30,179.00,,,,,,,,,,,,,,
,ASHIMASYN,BE,4.95,836.55,169.00,,,,,,,,,,,,,,
,ASHOKA,EQ,206.05,162419.60,778.00,,,,,,,,,,,,,,
,ASIANHOTNR,EQ,187.20,68712.80,367.00,,,,,,,,,,,,,,
,ASIANTILES,EQ,43.75,29740.25,678.00,,,,,,,,,,,,,,
,ASSAMCO,EQ,6.50,2167236.50,331600.00,,,,,,,,,,,,,,
,ASTEC,BE,33.35,13493.90,414.00,,,,,,,,,,,,,,
,ASTRAL,EQ,377.75,5477499.25,14524.00,,,,,,,,,,,,,,
,ASTRAMICRO,EQ,38.35,2438924.35,63243.00,,,,,,,,,,,,,,
,ASTRAZEN,EQ,1459.15,11585216.00,7858.00,,,,,,,,,,,,,,
,ATFL,EQ,428.00,13602353.30,31591.00,,,,,,,,,,,,,,
,ATLANTA,EQ,39.90,5134069.90,128128.00,,,,,,,,,,,,,,
,ATLASCYCLE,EQ,395.10,3568599.75,9017.00,,,,,,,,,,,,,,
,ATNINTER,EQ,0.55,906.95,1649.00,,,,,,,,,,,,,,
,ATUL,EQ,429.95,15133699.90,35266.00,,,,,,,,,,,,,,
,AURIONPRO,EQ,111.10,25034.55,219.00,,,,,,,,,,,,,,
,AUROPHARMA,EQ,178.75,408677721.05,2316535.00,,,,,,,,,,,,,,
,AUSTRAL,BE,1.05,43474.60,40797.00,,,,,,,,,,,,,,
,AUTOAXLES,EQ,370.30,190252.35,512.00,,,,,,,,,,,,,,
,AUTOIND,EQ,167.40,41922247.20,247813.00,,,,,,,,,,,,,,
,AUTOLITIND,BE,18.45,17810.70,1006.00,,,,,,,,,,,,,,
,AVANTI,EQ,153.75,140555.25,902.00,,,,,,,,,,,,,,
,AVTNPL,EQ,35.60,1199096.45,33655.00,,,,,,,,,,,,,,
,AXIS-IT&T,EQ,74.90,339263.70,4508.00,,,,,,,,,,,,,,
,AXISGOLD,EQ,3110.20,3806491.90,1224.00,,,,,,,,,,,,,,
,BAFNAPHARM,EQ,47.05,935587.85,19587.00,,,,,,,,,,,,,,
,BAGFILMS,EQ,4.35,210430.65,48177.00,,,,,,,,,,,,,,
,BAJAJCORP,EQ,200.05,17775338.85,88811.00,,,,,,,,,,,,,,
,BAJAJELEC,EQ,196.50,5318509.20,27098.00,,,,,,,,,,,,,,
,BAJAJFINSV,EQ,833.55,52952204.60,63364.00,,,,,,,,,,,,,,
,BAJAJHIND,EQ,28.30,79024212.05,2788367.00,,,,,,,,,,,,,,
,BAJFINANCE,EQ,1371.15,32860425.80,24329.00,,,,,,,,,,,,,,
,BALAJITELE,EQ,45.60,12712662.95,273199.00,,,,,,,,,,,,,,
,BALAMINES,EQ,54.00,524528.55,9658.00,,,,,,,,,,,,,,
,BALKRISIND,EQ,267.40,81104058.45,296435.00,,,,,,,,,,,,,,
,BALLARPUR,EQ,22.10,917414.05,41270.00,,,,,,,,,,,,,,
,BALMLAWRIE,EQ,640.45,3242466.85,5063.00,,,,,,,,,,,,,,
,BALPHARMA,EQ,21.85,22656.10,1026.00,,,,,,,,,,,,,,
,BALRAMCHIN,EQ,64.60,17628206.75,272770.00,,,,,,,,,,,,,,
,BANARISUG,EQ,997.95,15085680.75,15104.00,,,,,,,,,,,,,,
,BANCOINDIA,EQ,63.65,527675.20,8290.00,,,,,,,,,,,,,,
,BANG,EQ,19.00,56.25,3.00,,,,,,,,,,,,,,
,BANKBEES,EQ,1163.09,308678.11,265.00,,,,,,,,,,,,,,
,BANSWRAS,EQ,65.50,122118.55,1843.00,,,,,,,,,,,,,,
,BARTRONICS,EQ,23.90,812137.50,33764.00,,,,,,,,,,,,,,
,BASF,EQ,671.55,6547807.95,9755.00,,,,,,,,,,,,,,
,BASML,BE,87.00,346602.50,3884.00,,,,,,,,,,,,,,
,BATAINDIA,EQ,852.90,105198727.70,123409.00,,,,,,,,,,,,,,
,BAYERCROP,EQ,1178.00,7805059.75,6644.00,,,,,,,,,,,,,,
,BBL,EQ,543.90,622228.40,1140.00,,,,,,,,,,,,,,
,BBTC,EQ,112.05,2464519.35,22068.00,,,,,,,,,,,,,,
,BECREL,BE,5.50,1100.00,200.00,,,,,,,,,,,,,,
,BEDMUTHA,EQ,11.65,349321.15,29931.00,,,,,,,,,,,,,,
,BEL,EQ,1180.85,6795419.15,5751.00,,,,,,,,,,,,,,
,BEML,EQ,277.40,32174027.40,115439.00,,,,,,,,,,,,,,
,BEPL,EQ,15.60,41983.95,2604.00,,,,,,,,,,,,,,
,BERGEPAINT,EQ,140.50,8245912.75,58589.00,,,,,,,,,,,,,,
,BFINVEST,EQ,39.05,406674.65,10393.00,,,,,,,,,,,,,,
,BFUTILITIE,EQ,343.35,34320049.55,99592.00,,,,,,,,,,,,,,
,BGLOBAL,EQ,6.75,10795.00,1630.00,,,,,,,,,,,,,,
,BGRENERGY,EQ,264.80,19422755.80,73367.00,,,,,,,,,,,,,,
,BHAGWATIHO,EQ,78.70,2171251.10,27004.00,,,,,,,,,,,,,,
,BHAGYNAGAR,EQ,14.65,56040.00,3866.00,,,,,,,,,,,,,,
,BHARATGEAR,EQ,56.70,163329.00,2871.00,,,,,,,,,,,,,,
,BHARATRAS,EQ,179.65,67299.55,386.00,,,,,,,,,,,,,,
,BHARTISHIP,EQ,66.35,7309032.85,108793.00,,,,,,,,,,,,,,
,BHUSANSTL,EQ,491.15,29767401.10,60633.00,,,,,,,,,,,,,,
,BIL,EQ,142.50,14243940.65,100091.00,,,,,,,,,,,,,,
,BILENERGY,BE,85.90,467417.05,5432.00,,,,,,,,,,,,,,
,BILPOWER,EQ,19.60,894041.55,45308.00,,,,,,,,,,,,,,
,BIMETAL,EQ,256.65,38459.65,152.00,,,,,,,,,,,,,,
,BINANIIND,EQ,144.05,46852915.05,339365.00,,,,,,,,,,,,,,
,BINDALAGRO,EQ,29.35,1934271.75,65209.00,,,,,,,,,,,,,,
,BIRLACORPN,EQ,279.55,7891453.95,28185.00,,,,,,,,,,,,,,
,BIRLACOT,BE,0.20,206993.45,1032717.00,,,,,,,,,,,,,,
,BIRLAERIC,EQ,15.15,529705.70,36029.00,,,,,,,,,,,,,,
,BIRLAMONEY,BE,17.80,88055.80,4923.00,,,,,,,,,,,,,,
,BIRLAPOWER,BE,0.40,308464.05,795095.00,,,,,,,,,,,,,,
,BLBLIMITED,EQ,3.80,36676.00,9707.00,,,,,,,,,,,,,,
,BLISSGVS,EQ,43.25,3767451.30,86506.00,,,,,,,,,,,,,,
,BLKASHYAP,EQ,9.65,566370.10,58238.00,,,,,,,,,,,,,,
,BLUECHIP,EQ,0.70,26006.35,35254.00,,,,,,,,,,,,,,
,BLUEDART,EQ,1683.15,337606.80,200.00,,,,,,,,,,,,,,
,BLUESTARCO,EQ,190.05,2615460.45,13694.00,,,,,,,,,,,,,,
,BLUESTINFO,EQ,66.05,14916.30,228.00,,,,,,,,,,,,,,
,BOC,EQ,407.10,1720602.95,4235.00,,,,,,,,,,,,,,
,BODALCHEM,BE,10.00,200.00,20.00,,,,,,,,,,,,,,
,BOMDYEING,EQ,113.05,41922664.45,371942.00,,,,,,,,,,,,,,
,BPL,EQ,19.95,1412504.15,70427.00,,,,,,,,,,,,,,
,BRANDHOUSE,EQ,13.10,242149.10,18588.00,,,,,,,,,,,,,,
,BRFL,EQ,261.50,564993.55,2162.00,,,,,,,,,,,,,,
,BRIGADE,EQ,72.35,11022463.65,152479.00,,,,,,,,,,,,,,
,BRITANNIA,EQ,460.65,49263836.55,106677.00,,,,,,,,,,,,,,
,BRITANNIA,N1,176.60,47308.89,268.00,,,,,,,,,,,,,,
,BROADCAST,EQ,7.20,5496.00,764.00,,,,,,,,,,,,,,
,BROOKS,EQ,23.35,6043671.00,259667.00,,,,,,,,,,,,,,
,BSELINFRA,EQ,3.05,120300.90,38607.00,,,,,,,,,,,,,,
,BSL,EQ,16.45,18503.20,1126.00,,,,,,,,,,,,,,
,BSLGOLDETF,EQ,3132.10,662447.75,210.00,,,,,,,,,,,,,,
,BSLNIFTY,EQ,53.16,19670.48,372.00,,,,,,,,,,,,,,
,BSTRANSCOM,EQ,180.65,19827069.75,107343.00,,,,,,,,,,,,,,
,BURNPUR,BE,9.85,283773.00,29136.00,,,,,,,,,,,,,,
,BVCL,BE,10.70,71742.75,6762.00,,,,,,,,,,,,,,
,CADILAHC,EQ,831.90,33433706.40,40017.00,,,,,,,,,,,,,,
,CANDC,EQ,59.50,2592660.50,43036.00,,,,,,,,,,,,,,
,CANFINHOME,EQ,135.15,19288072.45,143443.00,,,,,,,,,,,,,,
,CANTABIL,EQ,18.95,27723.20,1460.00,,,,,,,,,,,,,,
,CARBORUNIV,EQ,150.00,1249105.55,8311.00,,,,,,,,,,,,,,
,CAREERP,EQ,166.05,1102496.35,6577.00,,,,,,,,,,,,,,
,CASTROL,EQ,304.75,13733753.85,45034.00,,,,,,,,,,,,,,
,CCCL,EQ,14.15,377258.15,27075.00,,,,,,,,,,,,,,
,CCL,EQ,313.30,1985686.70,6370.00,,,,,,,,,,,,,,
,CEATLTD,EQ,105.40,10668815.75,100997.00,,,,,,,,,,,,,,
,CEBBCO,EQ,104.00,9612693.75,92430.00,,,,,,,,,,,,,,
,CELEBRITY,EQ,4.30,1376.00,320.00,,,,,,,,,,,,,,
,CELESTIAL,EQ,15.95,33689.30,2152.00,,,,,,,,,,,,,,
,CENTENKA,EQ,126.25,917233.45,7252.00,,,,,,,,,,,,,,
,CENTEXT,EQ,2.00,26801.00,13288.00,,,,,,,,,,,,,,
,CENTRALBK,EQ,74.50,30870542.45,412765.00,,,,,,,,,,,,,,
,CENTUM,EQ,64.95,21546.60,343.00,,,,,,,,,,,,,,
,CENTURYPLY,EQ,59.85,625480.65,10414.00,,,,,,,,,,,,,,
,CENTURYTEX,EQ,392.80,173222454.60,442433.00,,,,,,,,,,,,,,
,CERA,EQ,386.15,2480213.55,6427.00,,,,,,,,,,,,,,
,CESC,EQ,276.65,138202993.35,500832.00,,,,,,,,,,,,,,
,CHAMBLFERT,EQ,65.60,94601095.05,1435542.00,,,,,,,,,,,,,,
,CHEMFALKAL,EQ,59.90,41178.70,685.00,,,,,,,,,,,,,,
,CHENNPETRO,EQ,134.55,2232693.05,16578.00,,,,,,,,,,,,,,
,CHETTINAD,EQ,806.50,763974.15,946.00,,,,,,,,,,,,,,
,CHOLAFIN,EQ,230.30,140170065.80,609397.00,,,,,,,,,,,,,,
,CHROMATIC,EQ,91.45,11723053.75,128633.00,,,,,,,,,,,,,,
,CILNOVA,EQ,18.00,9000.00,500.00,,,,,,,,,,,,,,
,CIMMCO,EQ,50.35,161826.55,3080.00,,,,,,,,,,,,,,
,CINEMAXIN,EQ,150.75,78615405.65,550240.00,,,,,,,,,,,,,,
,CINEPRO,EQ,20.25,7826502.60,399942.00,,,,,,,,,,,,,,
,CINEVISTA,BE,3.80,5156.60,1357.00,,,,,,,,,,,,,,
,CLASSIC,BE,4.15,13508.75,3150.00,,,,,,,,,,,,,,
,CLNINDIA,EQ,618.05,1858158.60,2999.00,,,,,,,,,,,,,,
,CLUTCHAUTO,EQ,25.00,639108.20,24986.00,,,,,,,,,,,,,,
,CMAHENDRA,EQ,86.80,2077298.85,23867.00,,,,,,,,,,,,,,
,CMC,EQ,1111.15,2465630.85,2215.00,,,,,,,,,,,,,,
,COMPUAGE,EQ,61.90,2092.70,34.00,,,,,,,,,,,,,,
,COMPUSOFT,EQ,15.00,3843530.35,251775.00,,,,,,,,,,,,,,
,CONSOFINVT,EQ,43.00,163976.80,3824.00,,,,,,,,,,,,,,
,CORDSCABLE,EQ,25.15,40962.45,1599.00,,,,,,,,,,,,,,
,COREEDUTEC,EQ,310.85,12659250.85,40772.00,,,,,,,,,,,,,,
,COROMANDEL,EQ,277.55,4712544.80,16948.00,,,,,,,,,,,,,,
,COROMANDEL,N1,14.69,681927.15,46393.00,,,,,,,,,,,,,,
,CORPBANK,EQ,397.40,17678543.30,44296.00,,,,,,,,,,,,,,
,COSMOFILMS,EQ,80.10,2901624.85,35955.00,,,,,,,,,,,,,,
,COX&KINGS,EQ,141.90,49699547.95,346833.00,,,,,,,,,,,,,,
,CREATIVEYE,BE,5.05,43758.80,8673.00,,,,,,,,,,,,,,
,CRESTANI,EQ,16.80,913612.35,54595.00,,,,,,,,,,,,,,
