,CREWBOS,EQ,23.15,2261153.50,96909.00,,,,,,,,,,,,,,
,CRISIL,EQ,930.15,4908929.55,5275.00,,,,,,,,,,,,,,
,CRMFGETF,EQ,3187.00,95073.00,30.00,,,,,,,,,,,,,,
,CTE,EQ,7.15,357.55,50.00,,,,,,,,,,,,,,
,CUB,EQ,59.50,155623421.75,2587666.00,,,,,,,,,,,,,,
,CURATECH,EQ,30.50,64473.60,2114.00,,,,,,,,,,,,,,
,CYBERMEDIA,EQ,11.45,1385.45,121.00,,,,,,,,,,,,,,
,CYBERTECH,EQ,13.70,27580.70,1986.00,,,,,,,,,,,,,,
,DAAWAT,EQ,59.65,899031.50,15012.00,,,,,,,,,,,,,,
,DALMIABEL,EQ,156.05,348751.15,2218.00,,,,,,,,,,,,,,
,DALMIASUG,BE,19.35,90923.25,4668.00,,,,,,,,,,,,,,
,DATAMATICS,EQ,31.20,494012.50,15662.00,,,,,,,,,,,,,,
,DBCORP,EQ,206.95,19658828.85,94556.00,,,,,,,,,,,,,,
,DBREALTY,EQ,124.90,434508981.25,3641262.00,,,,,,,,,,,,,,
,DBSTOCKBRO,EQ,95.75,8622657.00,90115.00,,,,,,,,,,,,,,
,DCB,EQ,44.85,72368208.35,1598032.00,,,,,,,,,,,,,,
,DCHL,EQ,5.85,4449426.55,759675.00,,,,,,,,,,,,,,
,DCM,EQ,82.15,5804326.65,71510.00,,,,,,,,,,,,,,
,DCMSRMCONS,EQ,69.10,1206787.85,17360.00,,,,,,,,,,,,,,
,DCW,EQ,22.80,8406655.55,365643.00,,,,,,,,,,,,,,
,DECCANCE,EQ,240.05,48007.50,200.00,,,,,,,,,,,,,,
,DECOLIGHT,BE,7.00,11000.00,1500.00,,,,,,,,,,,,,,
,DEEPAKFERT,EQ,128.30,1563755.35,12188.00,,,,,,,,,,,,,,
,DEEPAKNTR,EQ,216.75,317897.05,1479.00,,,,,,,,,,,,,,
,DEEPIND,EQ,44.60,1602827.35,35174.00,,,,,,,,,,,,,,
,DELTACORP,EQ,74.35,277264618.55,3771580.00,,,,,,,,,,,,,,
,DELTAMAGNT,BE,29.90,6307.50,225.00,,,,,,,,,,,,,,
,DEN,EQ,183.20,72151623.60,392521.00,,,,,,,,,,,,,,
,DENABANK,EQ,113.35,206734844.50,1833181.00,,,,,,,,,,,,,,
,DENORA,EQ,208.35,876039.25,4200.00,,,,,,,,,,,,,,
,DENSO,EQ,44.00,50710.45,1152.00,,,,,,,,,,,,,,
,DHAMPURSUG,EQ,65.40,1377733.85,20981.00,,,,,,,,,,,,,,
,DHANBANK,EQ,59.20,125899748.15,2096864.00,,,,,,,,,,,,,,
,DHANUKA,EQ,132.20,3379329.65,25403.00,,,,,,,,,,,,,,
,DHANUS,EQ,1.20,35589.95,29465.00,,,,,,,,,,,,,,
,DHARSUGAR,EQ,40.00,1989515.00,49303.00,,,,,,,,,,,,,,
,DHFL,EQ,202.70,10016891.00,49376.00,,,,,,,,,,,,,,
,DHUNINV,EQ,58.65,1290.05,22.00,,,,,,,,,,,,,,
,DIAPOWER,EQ,112.65,3416603.35,30238.00,,,,,,,,,,,,,,
,DICIND,EQ,241.05,82461.95,341.00,,,,,,,,,,,,,,
,DIGJAM,EQ,8.80,453791.55,51638.00,,,,,,,,,,,,,,
,DISHMAN,EQ,113.40,247401621.40,2220750.00,,,,,,,,,,,,,,
,DISHTV,EQ,74.90,169536168.45,2253093.00,,,,,,,,,,,,,,
,DLINKINDIA,EQ,31.10,977376.65,31050.00,,,,,,,,,,,,,,
,DOLPHINOFF,EQ,105.45,483330.05,4503.00,,,,,,,,,,,,,,
,DONEAR,EQ,15.00,107660.05,7414.00,,,,,,,,,,,,,,
,DPSCLTD,EQ,16.70,3371627.50,206509.00,,,,,,,,,,,,,,
,DPTL,EQ,113.80,780648.30,6846.00,,,,,,,,,,,,,,
,DQE,EQ,20.70,1581194.25,75170.00,,,,,,,,,,,,,,
,DREDGECORP,EQ,241.45,2146175.45,8904.00,,,,,,,,,,,,,,
,DRREDDY,N1,5.22,4351.44,834.00,,,,,,,,,,,,,,
,DSKULKARNI,EQ,74.85,4324861.70,57729.00,,,,,,,,,,,,,,
,DSSL,EQ,4.65,1794.55,387.00,,,,,,,,,,,,,,
,DUNCANSIND,EQ,10.80,1679934.80,157465.00,,,,,,,,,,,,,,
,DWARKESH,EQ,45.00,202528.25,4453.00,,,,,,,,,,,,,,
,DYNAMATECH,BE,709.00,2836.00,4.00,,,,,,,,,,,,,,
,DYNATECH,EQ,2.10,12390.00,5900.00,,,,,,,,,,,,,,
,EASTSILK,EQ,3.15,20729.50,6590.00,,,,,,,,,,,,,,
,EASUNREYRL,EQ,73.10,332820.80,4510.00,,,,,,,,,,,,,,
,ECEIND,EQ,98.05,223001.60,2247.00,,,,,,,,,,,,,,
,ECLERX,EQ,641.55,5495620.05,8502.00,,,,,,,,,,,,,,
,EDELWEISS,EQ,34.55,1497832.05,43010.00,,,,,,,,,,,,,,
,EDL,EQ,79.95,5423314.65,67888.00,,,,,,,,,,,,,,
,EDSERV,EQ,13.20,6262477.05,477917.00,,,,,,,,,,,,,,
,EDUCOMP,EQ,145.85,96757301.15,666872.00,,,,,,,,,,,,,,
,EICHERMOT,EQ,2576.10,86230923.70,33914.00,,,,,,,,,,,,,,
,EIDPARRY,EQ,226.25,5800358.80,25623.00,,,,,,,,,,,,,,
,EIHAHOTELS,EQ,117.50,188658.75,1598.00,,,,,,,,,,,,,,
,EIHOTEL,EQ,70.30,8837233.60,124520.00,,,,,,,,,,,,,,
,EIMCOELECO,EQ,205.20,181570.95,887.00,,,,,,,,,,,,,,
,EKC,BE,27.75,1018617.55,36405.00,,,,,,,,,,,,,,
,ELDERPHARM,EQ,325.95,1488269.20,4563.00,,,,,,,,,,,,,,
,ELECON,EQ,51.10,3121290.15,60604.00,,,,,,,,,,,,,,
,ELECTCAST,EQ,25.95,9606272.60,366788.00,,,,,,,,,,,,,,
,ELECTHERM,EQ,62.25,7842336.80,123804.00,,,,,,,,,,,,,,
,ELFORGE,EQ,7.05,9354.15,1322.00,,,,,,,,,,,,,,
,ELGIEQUIP,EQ,88.55,67181429.95,771754.00,,,,,,,,,,,,,,
,ELGIRUBCO,EQ,25.95,298228.10,11293.00,,,,,,,,,,,,,,
,ELNET,EQ,40.70,1051.15,26.00,,,,,,,,,,,,,,
,EMAMIINFRA,EQ,22.05,234539.30,10519.00,,,,,,,,,,,,,,
,EMAMILTD,EQ,598.05,117672337.15,197285.00,,,,,,,,,,,,,,
,EMCO,EQ,31.15,4687005.60,149548.00,,,,,,,,,,,,,,
,EMKAY,EQ,20.50,48801.25,2391.00,,,,,,,,,,,,,,
,EMMBI,EQ,12.40,94639.90,7741.00,,,,,,,,,,,,,,
,EMPEESUG,EQ,9.35,36026.05,3935.00,,,,,,,,,,,,,,
,ENERGYDEV,EQ,25.10,757922.45,30191.00,,,,,,,,,,,,,,
,ENGINERSIN,EQ,233.15,20174103.70,86762.00,,,,,,,,,,,,,,
,ENIL,EQ,240.05,52784501.25,223604.00,,,,,,,,,,,,,,
,ENTEGRA,EQ,9.00,22715.90,2687.00,,,,,,,,,,,,,,
,EON,BE,34.40,174337.40,5130.00,,,,,,,,,,,,,,
,ERAINFRA,EQ,137.10,27810532.50,202547.00,,,,,,,,,,,,,,
,EROSMEDIA,EQ,170.75,42323110.60,250064.00,,,,,,,,,,,,,,
,ESABINDIA,EQ,438.75,779776.45,1775.00,,,,,,,,,,,,,,
,ESCORTS,EQ,63.35,24424404.20,383496.00,,,,,,,,,,,,,,
,ESL,EQ,7.15,5733985.30,796316.00,,,,,,,,,,,,,,
,ESSAROIL,EQ,65.15,144847800.25,2214653.00,,,,,,,,,,,,,,
,ESSARPORTS,EQ,98.55,1542759.15,15528.00,,,,,,,,,,,,,,
,ESSARSHPNG,EQ,27.95,635961.05,22924.00,,,,,,,,,,,,,,
,ESSDEE,EQ,287.50,27890366.70,95500.00,,,,,,,,,,,,,,
,ESSELPACK,EQ,40.70,1849803.80,45401.00,,,,,,,,,,,,,,
,ESTER,EQ,18.15,179845.95,9721.00,,,,,,,,,,,,,,
,EUROCERA,EQ,8.60,6239.95,732.00,,,,,,,,,,,,,,
,EUROMULTI,EQ,4.05,3169.35,785.00,,,,,,,,,,,,,,
,EUROTEXIND,EQ,18.45,6316.90,352.00,,,,,,,,,,,,,,
,EVEREADY,BE,22.50,3299684.50,148263.00,,,,,,,,,,,,,,
,EVERESTIND,EQ,230.60,3741887.30,16129.00,,,,,,,,,,,,,,
,EVERONN,EQ,140.90,27390409.65,192711.00,,,,,,,,,,,,,,
,EXCELCROP,EQ,211.85,3779217.60,17463.00,,,,,,,,,,,,,,
,EXCELINDUS,EQ,82.35,221259.45,2681.00,,,,,,,,,,,,,,
,EXCELINFO,BE,27.40,45502.95,1660.00,,,,,,,,,,,,,,
,FACT,EQ,27.30,459930.65,16792.00,,,,,,,,,,,,,,
,FAGBEARING,EQ,1674.05,6331996.50,3712.00,,,,,,,,,,,,,,
,FAME,BE,45.25,21078.75,455.00,,,,,,,,,,,,,,
,FARMAXIND,EQ,0.65,69650.85,107713.00,,,,,,,,,,,,,,
,FCH,EQ,160.30,4640365.60,28499.00,,,,,,,,,,,,,,
,FCSSOFT,EQ,0.35,66683.55,181722.00,,,,,,,,,,,,,,
,FDC,EQ,90.20,15725743.60,173307.00,,,,,,,,,,,,,,
,FEDDERLOYD,EQ,51.20,747974.20,14553.00,,,,,,,,,,,,,,
,FIEMIND,EQ,170.20,513944.45,2997.00,,,,,,,,,,,,,,
,FILATEX,EQ,33.10,21725.00,652.00,,,,,,,,,,,,,,
,FINANTECH,EQ,1167.90,681723282.25,594027.00,,,,,,,,,,,,,,
,FINCABLES,EQ,51.75,39869581.60,756553.00,,,,,,,,,,,,,,
,FINPIPE,EQ,64.30,1956032.80,30368.00,,,,,,,,,,,,,,
,FIRSTLEASE,EQ,54.05,235593.75,4351.00,,,,,,,,,,,,,,
,FIRSTWIN,EQ,9.50,223060.00,23480.00,,,,,,,,,,,,,,
,FKONCO,EQ,95.85,16595996.95,175427.00,,,,,,,,,,,,,,
,FLEXITUFF,EQ,201.70,7516515.40,37092.00,,,,,,,,,,,,,,
,FMGOETZE,EQ,204.65,30358.85,150.00,,,,,,,,,,,,,,
,FMNL,EQ,27.70,109762.60,3956.00,,,,,,,,,,,,,,
,FORTIS,EQ,102.35,9218061.40,90031.00,,,,,,,,,,,,,,
,FOSECOIND,EQ,588.50,102693.25,174.00,,,,,,,,,,,,,,
,FOURSOFT,BE,9.75,16969.50,1728.00,,,,,,,,,,,,,,
,FSL,EQ,11.80,10506703.40,895698.00,,,,,,,,,,,,,,
,FUTUREVENT,EQ,9.90,9223092.70,914845.00,,,,,,,,,,,,,,
,GABRIEL,EQ,27.05,3805983.60,139986.00,,,,,,,,,,,,,,
,GAEL,EQ,24.85,571766.20,22954.00,,,,,,,,,,,,,,
,GAL,EQ,17.85,2452122.55,136963.00,,,,,,,,,,,,,,
,GALLANTT,EQ,28.00,2044886.85,72201.00,,,,,,,,,,,,,,
,GALLISPAT,EQ,64.50,84109.50,1304.00,,,,,,,,,,,,,,
,GAMMNINFRA,EQ,14.00,770266.40,54990.00,,,,,,,,,,,,,,
,GAMMONIND,EQ,40.20,2988257.70,74146.00,,,,,,,,,,,,,,
,GANDHITUBE,EQ,140.00,77672.50,556.00,,,,,,,,,,,,,,
,GANESHHOUC,EQ,80.30,866453.90,10636.00,,,,,,,,,,,,,,
,GANGOTRI,EQ,2.75,2023.35,761.00,,,,,,,,,,,,,,
,GARDENSILK,EQ,58.20,867168.95,14900.00,,,,,,,,,,,,,,
,GARWALLROP,EQ,50.25,103898.40,2053.00,,,,,,,,,,,,,,
,GATI,EQ,35.95,2369277.20,66019.00,,,,,,,,,,,,,,
,GAYAPROJ,EQ,110.85,338181.30,3060.00,,,,,,,,,,,,,,
,GDL,EQ,138.60,9899259.00,71377.00,,,,,,,,,,,,,,
,GEECEE,EQ,45.05,8869315.90,192872.00,,,,,,,,,,,,,,
,GEINDSYS,EQ,63.95,238609.05,3707.00,,,,,,,,,,,,,,
,GEMINI,EQ,8.75,374288.70,43456.00,,,,,,,,,,,,,,
,GENESYS,EQ,149.80,1083160.20,7138.00,,,,,,,,,,,,,,
,GENUSPOWER,EQ,11.15,1158465.25,103861.00,,,,,,,,,,,,,,
,GEODESIC,EQ,43.05,6436883.25,149210.00,,,,,,,,,,,,,,
,GEOJITBNPP,EQ,21.95,2108289.90,96298.00,,,,,,,,,,,,,,
,GEOMETRIC,EQ,102.85,13772466.75,133815.00,,,,,,,,,,,,,,
,GESHIP,EQ,255.05,4932991.25,19345.00,,,,,,,,,,,,,,
,GHCL,EQ,38.55,1224336.35,31699.00,,,,,,,,,,,,,,
,GICHSGFIN,EQ,118.75,14225374.15,119120.00,,,,,,,,,,,,,,
,GILLANDERS,EQ,75.40,3950644.60,51585.00,,,,,,,,,,,,,,
,GILLETTE,EQ,2213.10,13699271.40,6174.00,,,,,,,,,,,,,,
,GINNIFILA,EQ,6.70,83695.75,12359.00,,,,,,,,,,,,,,
,GIPCL,EQ,68.30,567150.25,8288.00,,,,,,,,,,,,,,
,GITANJALI,EQ,417.00,440498753.25,1088166.00,,,,,,,,,,,,,,
,GKWLIMITED,EQ,413.90,104953.00,254.00,,,,,,,,,,,,,,
,GLOBALVECT,EQ,9.50,413304.25,42710.00,,,,,,,,,,,,,,
,GLOBOFFS,EQ,71.60,143593.85,1998.00,,,,,,,,,,,,,,
,GLOBUSSPR,EQ,129.15,46076571.90,360848.00,,,,,,,,,,,,,,
,GLODYNE,EQ,51.65,10082834.30,192704.00,,,,,,,,,,,,,,
,GLORY,EQ,2.60,660579.95,249638.00,,,,,,,,,,,,,,
,GMBREW,EQ,98.25,27333651.15,293855.00,,,,,,,,,,,,,,
,GMDCLTD,EQ,209.15,6211732.25,29532.00,,,,,,,,,,,,,,
,GNFC,EQ,81.65,1258235.45,15254.00,,,,,,,,,,,,,,
,GOACARBON,EQ,93.40,9949063.45,108123.00,,,,,,,,,,,,,,
,GODFRYPHLP,EQ,3216.25,624725.75,195.00,,,,,,,,,,,,,,
,GODREJIND,EQ,303.80,84115901.80,274261.00,,,,,,,,,,,,,,
,GODREJPROP,EQ,632.10,16040070.75,25310.00,,,,,,,,,,,,,,
,GOENKA,EQ,27.95,6656881.70,237828.00,,,,,,,,,,,,,,
,GOKEX,EQ,65.50,8120.60,124.00,,,,,,,,,,,,,,
,GOKUL,EQ,43.00,164656.65,3850.00,,,,,,,,,,,,,,
,GOLDBEES,EQ,3025.55,241319558.40,79752.00,,,,,,,,,,,,,,
,GOLDENTOBC,EQ,35.55,370038.95,10684.00,,,,,,,,,,,,,,
,GOLDIAM,EQ,28.55,36897.15,1290.00,,,,,,,,,,,,,,
,GOLDINFRA,EQ,14.50,12385.25,859.00,,,,,,,,,,,,,,
,GOLDSHARE,EQ,3038.00,16161527.30,5312.00,,,,,,,,,,,,,,
,GOLDTECH,EQ,6.05,45164.00,7442.00,,,,,,,,,,,,,,
,GPIL,EQ,117.50,978904.20,8285.00,,,,,,,,,,,,,,
,GPPL,EQ,47.90,2391395.95,50147.00,,,,,,,,,,,,,,
,GRANULES,EQ,178.10,7444263.00,41210.00,,,,,,,,,,,,,,
,GRAPHITE,EQ,84.70,2818957.90,33348.00,,,,,,,,,,,,,,
,GRAVITA,EQ,172.70,8703173.25,50445.00,,,,,,,,,,,,,,
,GREAVESCOT,EQ,74.65,87730239.45,1193658.00,,,,,,,,,,,,,,
,GREENFIRE,EQ,2.20,1465719.40,664612.00,,,,,,,,,,,,,,
,GREENPLY,EQ,283.60,1041640.55,3649.00,,,,,,,,,,,,,,
,GREENPOWER,EQ,10.75,1706973.80,158374.00,,,,,,,,,,,,,,
,GRINDWELL,EQ,260.60,499486.80,1907.00,,,,,,,,,,,,,,
,GRUH,EQ,200.85,12348086.80,60864.00,,,,,,,,,,,,,,
,GSFC,EQ,76.00,13397153.00,175799.00,,,,,,,,,,,,,,
,GSLNOVA,EQ,1.85,3303.50,2002.00,,,,,,,,,,,,,,
,GSPL,EQ,74.35,6943817.90,93214.00,,,,,,,,,,,,,,
,GSS,EQ,36.45,211077.70,5771.00,,,,,,,,,,,,,,
,GTL,EQ,28.85,6831093.60,236095.00,,,,,,,,,,,,,,
,GTLINFRA,EQ,8.05,2549341.55,313446.00,,,,,,,,,,,,,,
,GTNIND,EQ,9.50,9.50,1.00,,,,,,,,,,,,,,
,GTNTEX,EQ,7.40,3741.25,505.00,,,,,,,,,,,,,,
,GTOFFSHORE,EQ,97.95,6486062.50,65912.00,,,,,,,,,,,,,,
,GUFICBIO,EQ,7.85,115887.45,15574.00,,,,,,,,,,,,,,
,GUJALKALI,EQ,139.25,4314202.25,30838.00,,,,,,,,,,,,,,
,GUJAPOLLO,EQ,129.65,345239.40,2673.00,,,,,,,,,,,,,,
,GUJFLUORO,EQ,325.85,24277780.65,73908.00,,,,,,,,,,,,,,
,GUJNRECOKE,EQ,18.40,8565436.20,464894.00,,,,,,,,,,,,,,
,GUJNREDVR,EQ,11.45,92718.55,8070.00,,,,,,,,,,,,,,
,GUJRATGAS,EQ,299.65,38162578.60,127276.00,,,,,,,,,,,,,,
,GUJSIDHCEM,EQ,14.65,9143383.35,614890.00,,,,,,,,,,,,,,
,GULFOILCOR,EQ,82.40,13722052.35,164849.00,,,,,,,,,,,,,,
,GVKPIL,EQ,12.25,109900535.90,8909966.00,,,,,,,,,,,,,,
,HALONIX,EQ,49.10,226209.50,4580.00,,,,,,,,,,,,,,
,HANUNG,EQ,148.90,56296148.15,370059.00,,,,,,,,,,,,,,
,HARITASEAT,EQ,102.80,404.40,4.00,,,,,,,,,,,,,,
,HARRMALAYA,EQ,61.10,810874.40,13211.00,,,,,,,,,,,,,,
,HATHWAY,EQ,242.05,38972457.45,160523.00,,,,,,,,,,,,,,
,HAVELLS,EQ,591.45,106808831.60,180384.00,,,,,,,,,,,,,,
,HBLPOWER,EQ,15.95,538968.30,33284.00,,,,,,,,,,,,,,
,HBSTOCK,EQ,12.50,68326.55,5506.00,,,,,,,,,,,,,,
,HCC,EQ,17.30,15003241.45,863209.00,,,,,,,,,,,,,,
,HCIL,EQ,27.25,463987.65,16850.00,,,,,,,,,,,,,,
,HCL-INSYS,EQ,38.25,11736017.40,304892.00,,,,,,,,,,,,,,
,HDFCMFGETF,EQ,3135.05,10385678.30,3308.00,,,,,,,,,,,,,,
,HDIL,EQ,110.45,2694085690.00,24864099.00,,,,,,,,,,,,,,
,HEG,EQ,231.55,1295337.95,5597.00,,,,,,,,,,,,,,
,HEIDELBERG,BE,52.55,2678960.15,51167.00,,,,,,,,,,,,,,
,HELIOSMATH,EQ,54.25,19114046.35,352752.00,,,,,,,,,,,,,,
,HERCULES,EQ,135.60,1944561.95,14307.00,,,,,,,,,,,,,,
,HERITGFOOD,EQ,434.65,20997808.95,48083.00,,,,,,,,,,,,,,
,HEXATRADEX,BE,39.60,349810.55,8905.00,,,,,,,,,,,,,,
,HEXAWARE,EQ,111.05,94906622.65,850144.00,,,,,,,,,,,,,,
,HFCL,EQ,10.70,11458198.35,1063772.00,,,,,,,,,,,,,,
,HGS,EQ,307.65,453283.10,1474.00,,,,,,,,,,,,,,
,HIKAL,EQ,440.75,4767113.00,10844.00,,,,,,,,,,,,,,
,HIL,EQ,473.55,1797278.05,3788.00,,,,,,,,,,,,,,
,HILTON,EQ,11.05,6090.00,550.00,,,,,,,,,,,,,,
,HIMATSEIDE,EQ,38.60,4124753.80,106613.00,,,,,,,,,,,,,,
,HINDCOPPER,EQ,255.70,13086193.15,51226.00,,,,,,,,,,,,,,
,HINDDORROL,EQ,23.30,2267737.60,97511.00,,,,,,,,,,,,,,
,HINDMOTORS,EQ,10.05,818456.45,81384.00,,,,,,,,,,,,,,
,HINDNATGLS,EQ,199.70,25297.05,127.00,,,,,,,,,,,,,,
,HINDOILEXP,EQ,98.45,26012944.40,263421.00,,,,,,,,,,,,,,
,HINDSYNTEX,BE,3.05,305.00,100.00,,,,,,,,,,,,,,
,HINDUJAFO,EQ,51.65,18446.50,359.00,,,,,,,,,,,,,,
,HINDUJAVEN,EQ,500.50,3506141.80,7017.00,,,,,,,,,,,,,,
,HINDZINC,EQ,135.75,26372022.35,193767.00,,,,,,,,,,,,,,
,HIRAFERRO,EQ,20.55,12289.00,595.00,,,,,,,,,,,,,,
,HIRECT,EQ,51.50,15854.35,304.00,,,,,,,,,,,,,,
,HITACHIHOM,EQ,130.75,1540104.15,11709.00,,,,,,,,,,,,,,
,HITECHGEAR,EQ,94.05,793858.30,8668.00,,,,,,,,,,,,,,
,HITECHPLAS,EQ,56.25,206608.90,3670.00,,,,,,,,,,,,,,
,HMT,EQ,42.50,3506772.85,82770.00,,,,,,,,,,,,,,
,HMVL,EQ,128.25,89752.05,706.00,,,,,,,,,,,,,,
,HNGSNGBEES,EQ,1499.98,66087.56,44.00,,,,,,,,,,,,,,
,HOCL,EQ,18.85,323277.30,17118.00,,,,,,,,,,,,,,
,HONAUT,EQ,2696.35,8461655.65,3134.00,,,,,,,,,,,,,,
,HONDAPOWER,EQ,559.95,326550.90,585.00,,,,,,,,,,,,,,
,HORIZONINF,EQ,233.25,2628504.40,11129.00,,,,,,,,,,,,,,
,HOTELEELA,EQ,29.55,2097338.85,70611.00,,,,,,,,,,,,,,
,HOTELRUGBY,EQ,39.90,20827.80,522.00,,,,,,,,,,,,,,
,HOVS,EQ,38.40,4693228.25,123959.00,,,,,,,,,,,,,,
,HSIL,EQ,117.85,4615577.75,39125.00,,,,,,,,,,,,,,
,HTMEDIA,EQ,95.65,2124338.80,22347.00,,,,,,,,,,,,,,
,HUBTOWN,EQ,169.50,308815.95,1830.00,,,,,,,,,,,,,,
,HUDCO,N2,1110.55,2333447.50,2085.00,,,,,,,,,,,,,,
,HUDCO,N3,1102.98,710205.36,646.00,,,,,,,,,,,,,,
,HYDROS&S,EQ,14.50,817.00,58.00,,,,,,,,,,,,,,
,IBIPL,EQ,6.00,2889760.50,471359.00,,,,,,,,,,,,,,
,IBPOW,EQ,11.80,5515986.25,465582.00,,,,,,,,,,,,,,
,IBREALEST,EQ,67.75,670245244.30,10023435.00,,,,,,,,,,,,,,
,IBSEC,EQ,10.00,2659205.60,266290.00,,,,,,,,,,,,,,
,IBWSL,EQ,8.40,232177.55,27581.00,,,,,,,,,,,,,,
,ICIL,EQ,14.90,289427.05,19800.00,,,,,,,,,,,,,,
,ICRA,EQ,1342.55,2164705.50,1618.00,,,,,,,,,,,,,,
,ICSA,EQ,16.45,1662942.65,100921.00,,,,,,,,,,,,,,
,IDBIGOLD,EQ,3139.85,3302503.00,1047.00,,,,,,,,,,,,,,
,IFBAGRO,EQ,175.35,6589522.60,37442.00,,,,,,,,,,,,,,
,IFBIND,EQ,110.70,6458904.95,58345.00,,,,,,,,,,,,,,
,IFCI,EQ,29.80,178672551.95,6012212.00,,,,,,,,,,,,,,
,IFGLREFRAC,EQ,42.85,452997.35,10458.00,,,,,,,,,,,,,,
,IGARASHI,EQ,77.65,286577.20,3696.00,,,,,,,,,,,,,,
,IGL,EQ,254.10,107171130.50,419642.00,,,,,,,,,,,,,,
,IGPL,EQ,38.05,179408.45,4734.00,,,,,,,,,,,,,,
,IIFLFIN,N2,1112.00,554898.25,499.00,,,,,,,,,,,,,,
,IIFLFIN,N6,1000.00,171952.08,172.00,,,,,,,,,,,,,,
,IIFLFIN,N4,1027.88,1310227.87,1280.00,,,,,,,,,,,,,,
,IIFLFIN,N5,1006.13,3360112.98,3342.00,,,,,,,,,,,,,,
,IIFLFIN,N7,1010.00,244054.50,242.00,,,,,,,,,,,,,,
,IIFLFIN,N1,1059.61,115977.75,110.00,,,,,,,,,,,,,,
,IIFLNIFTY,EQ,575.46,930458.32,1618.00,,,,,,,,,,,,,,
,IITL,EQ,125.35,60648.60,476.00,,,,,,,,,,,,,,
,IL&FSENGG,EQ,61.05,1371429.45,22507.00,,,,,,,,,,,,,,
,IL&FSTRANS,EQ,183.40,12721078.80,69267.00,,,,,,,,,,,,,,
,IMFA,EQ,268.55,95859.95,357.00,,,,,,,,,,,,,,
,IMPAL,EQ,394.85,70293.25,177.00,,,,,,,,,,,,,,
,IMPEXFERRO,EQ,5.65,62.15,11.00,,,,,,,,,,,,,,
,INDBANK,BE,6.55,36387.50,5563.00,,,,,,,,,,,,,,
,INDIABULLS,EQ,232.35,63474458.35,272490.00,,,,,,,,,,,,,,
,INDIACEM,EQ,88.20,114858680.10,1289855.00,,,,,,,,,,,,,,
,INDIAGLYCO,EQ,182.90,31855650.50,170546.00,,,,,,,,,,,,,,
,INDIAINFO,EQ,68.65,9480612.25,138108.00,,,,,,,,,,,,,,
,INDIANB,EQ,175.45,31836338.75,183346.00,,,,,,,,,,,,,,
,INDIANCARD,EQ,120.15,229824.15,1920.00,,,,,,,,,,,,,,
,INDIANHUME,EQ,118.25,110195.45,932.00,,,,,,,,,,,,,,
,INDLMETER,EQ,42.30,45245.00,1054.00,,,,,,,,,,,,,,
,INDNIPPON,EQ,187.00,56100.00,300.00,,,,,,,,,,,,,,
,INDOCO,EQ,67.05,1516800.70,22708.00,,,,,,,,,,,,,,
,INDORAMA,EQ,27.05,1047096.75,38951.00,,,,,,,,,,,,,,
,INDOSOLAR,EQ,4.45,858944.95,193706.00,,,,,,,,,,,,,,
,INDOTECH,BE,128.20,859185.85,6692.00,,,,,,,,,,,,,,
,INDOTHAI,EQ,11.00,141494.55,12725.00,,,,,,,,,,,,,,
,INDOWIND,EQ,3.80,591170.55,154597.00,,,,,,,,,,,,,,
,INDRAMEDCO,EQ,38.05,2082536.35,55181.00,,,,,,,,,,,,,,
,INDSWFTLAB,EQ,50.55,2809769.80,55024.00,,,,,,,,,,,,,,
,INDSWFTLTD,EQ,13.55,437177.95,32221.00,,,,,,,,,,,,,,
,INDTERRAIN,EQ,54.90,73849.65,1369.00,,,,,,,,,,,,,,
,INDUSFILA,EQ,11.75,1422.00,125.00,,,,,,,,,,,,,,
,INFINITE,EQ,158.90,12701078.40,80510.00,,,,,,,,,,,,,,
,INFODRIVE,EQ,6.55,1676839.60,258310.00,,,,,,,,,,,,,,
,INFOMEDIA,BE,5.25,74004.40,13834.00,,,,,,,,,,,,,,
,INFOTECENT,EQ,192.40,98731071.15,505698.00,,,,,,,,,,,,,,
,INFRABEES,EQ,249.99,3999.84,16.00,,,,,,,,,,,,,,
,INGERRAND,EQ,473.40,953801.95,2023.00,,,,,,,,,,,,,,
,INGVYSYABK,EQ,463.70,21072935.25,45662.00,,,,,,,,,,,,,,
,INNOIND,EQ,130.80,1596762.55,12241.00,,,,,,,,,,,,,,
,INOXLEISUR,BE,77.65,2304461.60,30154.00,,,,,,,,,,,,,,
,INSECTICID,EQ,407.10,6253143.20,15344.00,,,,,,,,,,,,,,
,INVENTURE,EQ,13.60,20991182.00,1532795.00,,,,,,,,,,,,,,
,IOB,EQ,74.70,33179050.35,444742.00,,,,,,,,,,,,,,
,IOC,EQ,261.50,175980027.40,672768.00,,,,,,,,,,,,,,
,IOLCP,EQ,24.65,49418.00,1963.00,,,,,,,,,,,,,,
,IOLN,EQ,4.65,4561.15,1011.00,,,,,,,,,,,,,,
,IPCALAB,EQ,429.95,96966767.30,225400.00,,,,,,,,,,,,,,
,IPGETF,EQ,3110.15,1337447.35,428.00,,,,,,,,,,,,,,
,IPRINGLTD,EQ,47.35,18701.30,399.00,,,,,,,,,,,,,,
,IRB,EQ,124.85,252734898.55,2036447.00,,,,,,,,,,,,,,
,IRFC,N2,1063.00,6643848.75,6252.00,,,,,,,,,,,,,,
,IRFC,N1,1049.02,1313985.15,1254.00,,,,,,,,,,,,,,
