,05-Aug-2019
The Nifty witnessed an intraday movement of about 113.2 points.The closing index was 1.23 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 32808.63
, Traded Quantity (in Lakhs), 15735.65
, Number of Trades, 12822920
, Total Market Capitalisation (Rs. Crores), 13698759.91

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     10997.35,     10895.80,     10895.80,     10782.60,     10862.60,-134.75
,NIFTY50 EQL Wgt,     11469.60,     11359.00,     11366.20,     11203.75,     11292.85,-176.75
,NIFTY100 EQL Wgt,     12188.50,     12084.05,     12110.30,     11925.70,     12036.85,-151.65
,NIFTY100 LowVol30,      8390.35,      8334.40,      8367.10,      8282.45,      8342.15,-48.2
,NIFTY Alpha 50,     11757.85,     11676.70,     11676.95,     11485.80,     11573.45,-184.4
,NIFTY MIDCAP 150,      5713.20,      5672.60,      5672.60,      5578.40,      5634.05,-79.15
,NIFTY SMLCAP 50,      2613.75,      2589.30,      2589.30,      2521.85,      2561.25,-52.5
,NIFTY SMLCAP 250,      4496.85,      4461.60,      4462.95,      4367.35,      4405.50,-91.35
,NIFTY MIDSML 400,      5279.30,      5240.55,      5240.55,      5149.00,      5195.40,-83.9
,NIFTY200 QUALTY30,      8990.25,      8931.05,      8983.50,      8871.75,      8953.75,-36.5
,Nifty IT,     15422.10,     15349.70,     15544.90,     15312.55,     15518.55,96.45
,Nifty Next 50,     25811.25,     25639.60,     25728.10,     25337.80,     25601.75,-209.5
,Nifty Bank,     28204.95,     27841.20,     27866.55,     27389.50,     27648.05,-556.9
,NIFTY MIDCAP 100,     15709.25,     15581.65,     15581.65,     15297.60,     15489.05,-220.2
,Nifty 500,      8943.95,      8866.90,      8866.90,      8765.20,      8831.95,-112
,Nifty 100,     11100.45,     11001.60,     11004.40,     10887.45,     10970.05,-130.4
,Nifty Midcap 50,      4294.30,      4259.35,      4263.60,      4173.95,      4227.05,-67.25
,Nifty Realty,       262.60,       258.35,       259.00,       253.80,       257.90,-4.7
,Nifty Infra,      3060.15,      3032.30,      3033.65,      2980.80,      3019.80,-40.35
,Nifty Energy,     14433.95,     14289.80,     14289.90,     13964.35,     14040.70,-393.25
,Nifty FMCG,     28930.75,     28832.05,     28882.60,     28489.15,     28777.55,-153.2
,Nifty MNC,     11988.00,     11900.60,     11967.70,     11743.95,     11931.80,-56.2
,Nifty Pharma,      7868.20,      7819.90,      7881.85,      7735.05,      7807.95,-60.25
,Nifty PSE,      3143.55,      3119.30,      3119.55,      3054.05,      3088.20,-55.35
,Nifty PSU Bank,      2655.65,      2608.25,      2623.55,      2519.65,      2609.60,-46.05
,Nifty Serv Sector,     15807.90,     15663.10,     15705.85,     15557.30,     15683.90,-124
,India VIX,15.1875,15.1875,17.8200,15.1875,16.5850,1.3975
,Nifty Auto,      6933.75,      6859.85,      6900.85,      6751.00,      6844.60,-89.15
,Nifty Metal,      2459.10,      2428.20,      2439.45,      2362.75,      2415.35,-43.75
,Nifty Media,      1870.65,      1852.80,      1859.35,      1801.60,      1807.50,-63.15
,NIFTY SMLCAP 100,      5437.60,      5390.50,      5390.50,      5267.70,      5327.85,-109.75
,Nifty 200,      5668.70,      5618.70,      5619.50,      5557.50,      5600.75,-67.95
,Nifty Div Opps 50,      2474.80,      2459.45,      2470.45,      2438.60,      2461.05,-13.75
,Nifty Commodities,      3186.35,      3155.90,      3161.60,      3098.35,      3126.15,-60.2
,Nifty Consumption,      4511.10,      4481.10,      4498.55,      4435.20,      4489.75,-21.35
,Nifty Fin Service,     12500.50,     12361.70,     12367.10,     12219.40,     12329.55,-170.95
,Nifty50 Div Point,        80.95,        80.95,        80.95,        80.95,        80.95,0
,Nifty100 Liq 15,      3496.90,      3442.35,      3452.75,      3377.20,      3443.75,-53.15
,Nifty CPSE,      1953.35,      1937.70,      1941.80,      1902.95,      1921.15,-32.2
,Nifty GrowSect 15,      5560.00,      5512.55,      5522.15,      5441.40,      5487.00,-73
,Nifty50 PR 2x Lev,      4449.65,      4365.45,      4365.45,      4273.95,      4338.60,-111.05
,Nifty50 PR 1x Inv,       420.60,       424.70,       429.00,       424.70,       425.95,5.35
,Nifty50 TR 2x Lev,      5746.75,      5637.95,      5637.95,      5519.80,      5603.25,-143.5
,Nifty50 TR 1x Inv,       370.15,       373.75,       377.55,       373.75,       374.85,4.7
,Nifty50 Value 20,      5128.10,      5089.20,      5103.25,      5061.55,      5088.80,-39.3
,Nifty Mid Liq 15,      3730.90,      3698.55,      3717.75,      3631.60,      3684.10,-46.8
,Nifty Pvt Bank,     15636.40,     15466.60,     15481.55,     15213.95,     15342.70,-293.7
,NIFTY100 Qualty30,      2501.65,      2484.20,      2498.90,      2467.55,      2490.95,-10.7
,Nifty GS 8 13Yr,      2013.26,      2013.64,      2013.85,      2007.24,      2009.39,-3.87
,Nifty GS 10Yr,      1869.96,      1870.31,      1870.79,      1861.21,      1865.71,-4.25
,Nifty GS 10Yr Cln,       971.08,       971.08,       971.33,       966.33,       968.68,-2.4
,Nifty GS 4 8Yr,      2105.30,      2105.72,      2105.72,      2102.17,      2102.41,-2.89
,Nifty GS 11 15Yr,      2135.96,      2136.36,      2136.36,      2131.25,      2132.80,-3.16
,Nifty GS 15YrPlus,      2331.50,      2331.94,      2332.31,      2329.89,      2331.11,-.39
,Nifty GS Compsite,      2040.42,      2040.81,      2040.98,      2034.86,      2036.64,-3.78

,ADVANCES,497
,DECLINES,1354
,UNCHANGED,92

,Total securities that have hit their price bands today,362

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,RELIANCE,EQ,      1184.35,      1143.35,-3.46,1589.6
,SBIN,EQ,       308.45,       300.25,-2.66,1451.62
,HDFC,EQ,      2124.80,      2152.35,1.3,1340.36
,YESBANK,EQ,        88.30,        81.10,-8.15,1124.85
,HDFCBANK,EQ,      2214.35,      2179.25,-1.59,1079
,ICICIBANK,EQ,       410.60,       402.65,-1.94,1004.39
,IBULHSGFIN,EQ,       489.65,       476.75,-2.63,960.31
,INDUSINDBK,EQ,      1382.90,      1388.20,0.38,930.96
,AXISBANK,EQ,       673.85,       662.45,-1.69,860.8
,INFY,EQ,       775.60,       776.70,0.14,775.98
,TCS,EQ,      2205.30,      2248.60,1.96,681.25
,BAJFINANCE,EQ,      3237.90,      3160.05,-2.4,638.2
,MARUTI,EQ,      5689.35,      5670.35,-0.33,627.99
,KOTAKBANK,EQ,      1507.60,      1460.10,-3.15,570.12
,BHARTIARTL,EQ,       343.55,       357.70,4.12,530.68
,TATASTEEL,EQ,       409.10,       399.25,-2.41,446.96
,TATAMOTORS,EQ,       130.70,       123.75,-5.32,441.64
,BATAINDIA,EQ,      1310.25,      1367.70,4.38,407.74
,UPL,EQ,       573.50,       540.95,-5.68,332.85
,ZEEL,EQ,       341.50,       330.95,-3.09,322.12
,LT,EQ,      1370.25,      1345.80,-1.78,306.61
,ITC,EQ,       264.50,       259.80,-1.78,300.07
,BANKBARODA,EQ,       104.90,       103.15,-1.67,268.32
,HINDUNILVR,EQ,      1737.45,      1741.20,0.22,267.79
,HEROMOTOCO,EQ,      2401.95,      2399.25,-0.11,262.05

,Top Five Nifty 50 Gainers:
,SYMBOL,SERIES,CLOSE PRICE,PREV.CLOSE,%CHANGE
,BHARTIARTL,EQ,       357.70,       343.55,4.12
,TCS,EQ,      2248.60,      2205.30,1.96
,TECHM,EQ,       648.05,       636.15,1.87
,COALINDIA,EQ,       200.60,       197.20,1.72
,HDFC,EQ,      2152.35,      2124.80,1.3

,Top Five Nifty 50 Losers:
,SYMBOL,SERIES,CLOSE PRICE,PREV.CLOSE,%CHANGE
,YESBANK,EQ,        81.10,        88.30,-8.15
,UPL,EQ,       540.95,       573.50,-5.68
,TATAMOTORS,EQ,       123.75,       130.70,-5.32
,POWERGRID,EQ,       201.15,       210.55,-4.46
,GAIL,EQ,       122.95,       127.65,-3.68

,Securities Price Volume Data in Normal market
,SYMBOL,SERIES,CLOSE PRICE,TRADED VALUE ,TRADED QUANTITY
,1003GS2019,GS,        65.06,                      123.94,2
,20MICRONS,EQ,        32.25,                   503500.50,15455
,21STCENMGM,EQ,        14.25,                     4542.25,317
,3IINFOTECH,EQ,         2.25,                  5610644.00,2553028
,3MINDIA,EQ,     20557.35,                 23817113.95,1163
,5PAISA,EQ,       151.50,                  1189504.25,7839
,63MOONS,EQ,        96.25,                  9496994.25,98243
,8KMILES,EQ,        56.20,                 10776566.45,192560
,A2ZINFRA,EQ,        10.05,                  2999075.00,296663
,AAKASH,SM,        19.15,                    38300.00,2000
,AARON,SM,        51.15,                   153450.00,3000
,AARTIDRUGS,EQ,       440.65,                  3371066.55,7752
,AARTIIND,EQ,      1681.10,                 54089530.30,32255
,AARVEEDEN,EQ,        16.55,                    13568.05,844
,AAVAS,EQ,      1458.00,                 49306382.85,33314
,ABAN,EQ,        25.50,                  1829579.10,71280
,ABBOTINDIA,EQ,      8377.10,                 13408960.40,1599
,ABCAPITAL,EQ,        85.35,                186942959.30,2235901
,ABFRL,EQ,       187.90,                 46265095.05,248927
,ABINFRA,SM,        23.50,                   282200.00,12000
,ABSLNN50ET,EQ,       253.99,                    24383.04,96
,ACCELYA,EQ,       755.45,                  1584494.50,2111
,ACE,EQ,        71.75,                  9550700.35,132255
,ADANIENT,EQ,       124.70,                650327794.90,5259236
,ADANIGAS,EQ,       149.60,                 73193762.75,489051
,ADANIGREEN,EQ,        45.80,                 35412939.95,767973
,ADANIPOWER,EQ,        58.30,               1083519980.40,18586749
,ADANITRANS,EQ,       204.00,                 15522186.90,77280
,ADFFOODS,EQ,       232.05,                  3658355.50,15513
,ADHUNIK,EQ,         1.40,                    25196.70,18516
,ADHUNIKIND,EQ,        85.40,                   470566.90,5617
,ADLABS,EQ,         4.00,                   269222.60,65776
,ADORWELD,EQ,       292.20,                   611546.30,2110
,ADROITINFO,EQ,         9.75,                    14206.80,1457
,ADSL,EQ,        10.60,                   891211.05,82627
,ADVANIHOTR,EQ,        54.00,                   186262.85,3501
,ADVENZYMES,EQ,       151.65,                  3682266.80,24410
,AEGISCHEM,EQ,       186.35,                 27860624.35,145728
,AGARIND,EQ,       114.80,                   659856.60,5763
,AGCNET,EQ,        80.00,                    84208.85,1055
,AGLSL,EQ,        45.10,                    17714.95,389
,AGRITECH,EQ,        46.60,                   756869.60,15980
,AGROPHOS,BE,        87.50,                    33888.00,392
,AHLEAST,EQ,       174.65,                    42846.30,251
,AHLUCONT,EQ,       275.50,                  1100750.00,3916
,AHLWEST,EQ,       285.45,                   125908.55,473
,AIAENG,EQ,      1675.25,                 24301947.60,14507
,AIFL,BZ,         2.90,                     3445.20,1188
,AIONJSW,EQ,        15.05,                   461433.80,30043
,AIRAN,EQ,        20.20,                 11581532.50,572522
,AJANTPHARM,EQ,       962.70,                236116005.75,246099
,AJMERA,EQ,       110.55,                  5454433.25,49211
,AKSHARCHEM,EQ,       220.35,                   332248.50,1505
,AKSHOPTFBR,EQ,         8.95,                  1323705.85,148357
,AKZOINDIA,EQ,      1669.55,                  5593737.05,3359
,ALANKIT,EQ,        21.40,                  6621836.10,302540
,ALBERTDAVD,EQ,       344.65,                   385997.65,1145
,ALBK,EQ,        36.75,                 41204075.60,1120600
,ALCHEM,BE,         1.15,                     3385.50,3001
,ALEMBICLTD,EQ,        42.50,                  4806809.60,112859
