,30-Aug-2019
The Nifty witnessed an intraday movement of about 167.8 points.The closing index was 0.68 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 35576.01
, Traded Quantity (in Lakhs), 17290.71
, Number of Trades, 12487064
, Total Market Capitalisation (Rs. Crores), 13976168.09

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     10948.30,     10987.80,     11042.60,     10874.80,     11023.25,74.95
,NIFTY50 EQL Wgt,     11272.40,     11319.10,     11381.20,     11162.50,     11353.50,81.1
,NIFTY100 EQL Wgt,     12060.90,     12115.45,     12227.00,     12000.05,     12200.15,139.25
,NIFTY100 LowVol30,      8453.90,      8481.25,      8531.80,      8394.65,      8518.65,64.75
,NIFTY Alpha 50,     11687.85,     11717.30,     11830.60,     11659.65,     11809.10,121.25
,NIFTY MIDCAP 150,      5659.80,      5676.10,      5719.25,      5648.90,      5712.70,52.9
,NIFTY SMLCAP 50,      2590.00,      2589.75,      2628.40,      2587.60,      2625.25,35.25
,NIFTY SMLCAP 250,      4438.85,      4442.05,      4481.60,      4434.90,      4479.00,40.15
,NIFTY MIDSML 400,      5224.05,      5235.50,      5277.30,      5216.05,      5272.35,48.3
,NIFTY200 QUALTY30,      9247.35,      9274.75,      9339.70,      9199.95,      9322.40,75.05
,Nifty IT,     15884.55,     15893.90,     16039.25,     15734.20,     16010.40,125.85
,Nifty Next 50,     26046.90,     26155.65,     26457.20,     26001.45,     26405.05,358.15
,Nifty Bank,     27305.20,     27407.90,     27586.50,     27121.95,     27427.85,122.65
,NIFTY MIDCAP 100,     15504.95,     15560.05,     15672.85,     15457.90,     15652.20,147.25
,Nifty 500,      8906.10,      8936.45,      8991.20,      8859.75,      8977.55,71.45
,Nifty 100,     11069.30,     11110.10,     11174.35,     11002.20,     11155.10,85.8
,Nifty Midcap 50,      4220.80,      4234.15,      4269.90,      4196.05,      4261.55,40.75
,Nifty Realty,       263.80,       264.30,       267.95,       263.00,       267.20,3.4
,Nifty Infra,      3013.25,      3019.95,      3033.70,      2948.20,      3001.15,-12.1
,Nifty Energy,     14440.65,     14470.35,     14552.90,     14060.80,     14382.25,-58.4
,Nifty FMCG,     28751.80,     28869.95,     29318.20,     28676.00,     29257.35,505.55
,Nifty MNC,     12189.50,     12234.75,     12393.05,     12188.50,     12361.35,171.85
,Nifty Pharma,      7912.50,      7916.30,      8112.55,      7875.85,      8072.05,159.55
,Nifty PSE,      3042.70,      3048.75,      3071.50,      2960.85,      3028.95,-13.75
,Nifty PSU Bank,      2449.45,      2462.65,      2484.75,      2396.60,      2474.40,24.95
,Nifty Serv Sector,     15702.30,     15757.40,     15839.95,     15632.70,     15816.85,114.55
,India VIX,16.4250,16.4250,17.3750,15.1900,16.2825,-0.1425
,Nifty Auto,      6970.15,      7004.50,      7029.15,      6901.65,      7009.30,39.15
,Nifty Metal,      2254.35,      2282.15,      2310.90,      2243.00,      2289.95,35.6
,Nifty Media,      1892.15,      1898.80,      1922.30,      1875.00,      1914.65,22.5
,NIFTY SMLCAP 100,      5380.00,      5386.85,      5452.20,      5384.35,      5445.95,65.95
,Nifty 200,      5646.75,      5667.50,      5700.85,      5614.45,      5691.55,44.8
,Nifty Div Opps 50,      2471.25,      2478.35,      2494.15,      2444.50,      2488.30,17.05
,Nifty Commodities,      3076.60,      3091.25,      3107.25,      3026.55,      3087.55,10.95
,Nifty Consumption,      4615.45,      4633.45,      4682.60,      4597.15,      4672.80,57.35
,Nifty Fin Service,     12341.10,     12383.10,     12448.80,     12300.00,     12418.15,77.05
,Nifty50 Div Point,        96.23,        96.23,        96.23,        96.23,        96.23,0
,Nifty100 Liq 15,      3375.30,      3395.00,      3417.40,      3339.80,      3409.10,33.8
,Nifty CPSE,      1864.90,      1867.75,      1880.90,      1807.95,      1846.30,-18.6
,Nifty GrowSect 15,      5577.85,      5594.65,      5647.55,      5551.35,      5636.90,59.05
,Nifty50 PR 2x Lev,      4383.80,      4414.85,      4458.65,      4324.45,      4443.20,59.4
,Nifty50 PR 1x Inv,       423.40,       421.90,       426.30,       419.80,       420.55,-2.85
,Nifty50 TR 2x Lev,      5677.50,      5717.70,      5774.45,      5600.65,      5754.45,76.95
,Nifty50 TR 1x Inv,       372.05,       370.75,       374.60,       368.90,       369.55,-2.5
,Nifty50 Value 20,      5192.85,      5211.05,      5244.85,      5146.40,      5229.95,37.1
,Nifty Mid Liq 15,      3674.10,      3688.65,      3744.35,      3669.10,      3735.70,61.6
,Nifty Pvt Bank,     15191.00,     15251.85,     15353.00,     15089.50,     15309.20,118.2
,NIFTY100 Qualty30,      2556.05,      2565.60,      2586.10,      2545.45,      2581.80,25.75
,Nifty GS 8 13Yr,      2006.63,      2006.63,      2006.63,      2003.13,      2003.49,-3.14
,Nifty GS 10Yr,      1853.00,      1853.00,      1853.00,      1848.45,      1850.81,-2.19
,Nifty GS 10Yr Cln,       957.63,       957.63,       957.63,       955.26,       956.49,-1.14
,Nifty GS 4 8Yr,      2115.64,      2115.64,      2115.64,      2112.50,      2113.26,-2.38
,Nifty GS 11 15Yr,      2133.32,      2133.32,      2133.32,      2129.87,      2130.16,-3.16
,Nifty GS 15YrPlus,      2311.41,      2311.41,      2311.41,      2308.93,      2309.67,-1.74
,Nifty GS Compsite,      2037.27,      2037.27,      2037.27,      2033.93,      2034.35,-2.92

,ADVANCES,1038
,DECLINES,762
,UNCHANGED,125

,Total securities that have hit their price bands today,308

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,RELIANCE,EQ,      1241.75,      1248.55,0.55,1399.38
,YESBANK,EQ,        57.40,        59.95,4.44,1310.01
,SBIN,EQ,       274.50,       273.85,-0.24,1241.94
,AXISBANK,EQ,       661.15,       663.90,0.42,1123.25
,IBULHSGFIN,EQ,       449.30,       455.35,1.35,1118.74
,HDFC,EQ,      2128.45,      2166.45,1.79,1116.03
,HDFCBANK,EQ,      2226.95,      2227.95,0.04,1076.25
,ICICIBANK,EQ,       404.40,       409.65,1.3,746.15
,INDUSINDBK,EQ,      1350.55,      1395.75,3.35,719.79
,BAJFINANCE,EQ,      3299.30,      3332.50,1.01,702.07
,KOTAKBANK,EQ,      1450.85,      1431.45,-1.34,677.78
,INFY,EQ,       806.95,       814.90,0.99,661.49
,TATASTEEL,EQ,       335.55,       344.90,2.79,615.87
,TCS,EQ,      2233.45,      2259.60,1.17,579.23
,SUNPHARMA,EQ,       434.65,       450.40,3.62,545.26
,SBILIFE,EQ,       835.10,       838.70,0.43,544.96
,LT,EQ,      1342.45,      1328.25,-1.06,492.12
,MARUTI,EQ,      6110.20,      6123.75,0.22,485.54
,RBLBANK,EQ,       319.20,       327.20,2.51,484.74
,TATAMOTORS,EQ,       114.30,       116.70,2.1,484.17
,HCLTECH,EQ,      1117.75,      1100.35,-1.56,369.99
,BANKBARODA,EQ,        91.80,        92.60,0.87,358.27
,BAJAJFINSV,EQ,      6979.85,      7119.55,2,333.3
,HINDUNILVR,EQ,      1832.95,      1881.90,2.67,328.52
,PEL,EQ,      1981.60,      2030.40,2.46,321.9

,Top Five Nifty 50 Gainers:
,SYMBOL,SERIES,CLOSE PRICE,PREV.CLOSE,%CHANGE
,YESBANK,EQ,        59.95,        57.40,4.44
,SUNPHARMA,EQ,       450.40,       434.65,3.62
,INDUSINDBK,EQ,      1395.75,      1350.55,3.35
,ZEEL,EQ,       373.10,       362.10,3.04
,TATASTEEL,EQ,       344.90,       335.55,2.79

,Top Five Nifty 50 Losers:
,SYMBOL,SERIES,CLOSE PRICE,PREV.CLOSE,%CHANGE
,INFRATEL,EQ,       250.45,       258.45,-3.1
,COALINDIA,EQ,       184.75,       189.00,-2.25
,POWERGRID,EQ,       200.50,       204.80,-2.1
,EICHERMOT,EQ,     16258.45,     16538.00,-1.69
,ONGC,EQ,       121.20,       123.25,-1.66

,Securities Price Volume Data in Normal market
,SYMBOL,SERIES,CLOSE PRICE,TRADED VALUE ,TRADED QUANTITY
,20MICRONS,EQ,        33.75,                   342171.85,10045
,21STCENMGM,EQ,        12.35,                     1247.60,101
,3IINFOTECH,EQ,         1.75,                   565657.45,328778
,3MINDIA,EQ,     20233.45,                 35644275.75,1743
,3PLAND,EQ,         6.30,                      441.00,70
,5PAISA,EQ,       136.05,                   503687.15,3699
,63MOONS,EQ,       110.10,                 32920293.35,295387
,762GS2039,GS,       100.30,                    10030.00,100
,772GS2055,GS,       102.00,                    10200.00,100
,8KMILES,EQ,        52.20,                  4596599.75,88052
,A2ZINFRA,EQ,         9.55,                  1408649.25,145859
,AARON,SM,        47.45,                   305085.00,6600
,AARTIDRUGS,EQ,       465.45,                  1342127.25,2913
,AARTIIND,EQ,      1591.50,                 89947673.10,57025
,AARVEEDEN,EQ,        13.15,                   117556.45,8923
,AAVAS,EQ,      1490.85,                 17403451.45,11655
,ABAN,EQ,        23.65,                  1412308.95,60327
,ABBOTINDIA,EQ,      9148.60,                 36571858.45,4001
,ABCAPITAL,EQ,        89.30,                 60442105.60,681544
,ABFRL,EQ,       189.55,                 37052534.50,195226
,ABSLNN50ET,EQ,       264.09,                      528.18,2
,ACCELYA,EQ,       790.75,                  3421463.40,4375
,ACCORD,SM,        23.00,                    46000.00,2000
,ACCURACY,SM,        37.20,                   573360.00,16000
,ACE,EQ,        57.55,                  7158318.45,126240
,ADANIENT,EQ,       137.35,               1061788119.35,7806183
,ADANIGAS,EQ,       140.45,                 85262859.55,606027
,ADANIGREEN,EQ,        46.40,                 89417117.35,1922577
,ADANIPOWER,EQ,        58.40,                460449751.25,7908205
,ADANITRANS,EQ,       234.15,                 14917528.75,63858
,ADFFOODS,EQ,       256.25,                  5279983.10,20565
,ADHUNIK,BE,         1.10,                    30104.25,27857
,ADHUNIKIND,EQ,        83.80,                  4934223.75,56928
,ADLABS,EQ,         3.45,                   383680.50,109629
,ADORWELD,EQ,       285.10,                   940435.35,3309
,ADROITINFO,BE,         9.20,                    20700.00,2230
,ADSL,EQ,        13.40,                   322643.25,23688
,ADVANIHOTR,EQ,        52.25,                   373287.10,7085
,ADVENZYMES,EQ,       147.60,                 12319150.05,83761
,AEGISCHEM,EQ,       189.65,                107449019.75,562895
,AFFLE,EQ,       839.30,                 23064364.15,27978
,AGARIND,EQ,       124.85,                   619899.95,4995
,AGCNET,BE,       109.65,                   258780.45,2354
,AGLSL,EQ,        45.00,                      224.85,5
,AGRITECH,EQ,        46.20,                  4308472.45,89313
,AGROPHOS,BE,        88.90,                    72075.80,839
,AHLADA,SM,        51.10,                    51100.00,1000
,AHLEAST,EQ,       160.05,                   109852.95,684
,AHLUCONT,EQ,       305.45,                   242792.10,786
,AHLWEST,EQ,       301.50,                   371584.95,1237
,AIAENG,EQ,      1534.65,                 16968033.20,11054
,AIONJSW,EQ,        14.35,                    84823.50,5846
,AIRAN,EQ,        15.60,                   228265.30,14253
,AJANTPHARM,EQ,      1022.75,                109559717.50,108326
,AJMERA,EQ,       118.45,                  2077555.60,17500
,AKG,SM,        31.80,                   255200.00,8000
,AKSHARCHEM,EQ,       202.45,                   521495.80,2569
,AKSHOPTFBR,EQ,         8.50,                  1156359.10,136961
,AKZOINDIA,EQ,      1720.70,                  4654476.60,2716
