symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2014-11-13,1093.10,1105.40,-0.0112,0.0243,,0.4528
ADANIPORTS,2014-11-13,294.25,300.70,-0.0217,0.0242,,0.4604
BEL,2014-11-13,2267.60,2308.05,-0.0177,0.0246,,0.4623
BOSCHLTD,2014-11-13,16409.45,16009.00,0.0247,0.0144,,0.2904
CUMMINSIND,2014-11-13,821.30,829.50,-0.0099,0.0234,,0.4356
DLF,2014-11-13,139.35,140.05,-0.0050,0.0604,,1.1196
HINDALCO,2014-11-13,151.90,151.30,0.0040,0.0277,,0.5139
INDHOTEL,2014-11-13,106.15,106.50,-0.0033,0.0180,,0.3343
LT,2014-11-13,1616.40,1613.50,0.0018,0.0166,,0.3076
MANAPPURAM,2014-11-13,34.35,34.80,-0.0130,0.0340,,0.6324
MARUTI,2014-11-13,3328.55,3359.75,-0.0093,0.0137,,0.2579
PGEL,2014-11-13,91.75,93.40,-0.0178,0.0374,,0.6973
SBIN,2014-11-13,2719.30,2746.05,-0.0098,0.0153,,0.2866
SUZLON,2014-11-13,14.25,13.75,0.0357,0.0387,,0.7355
TRENT,2014-11-13,1442.15,1404.80,0.0262,0.0173,,0.3439
