symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2010-07-26,272843,185003,67.81
BEL,EQ,2010-07-26,60879,17167,28.20
BOSCHLTD,EQ,2010-07-26,8028,6883,85.74
CUMMINSIND,EQ,2010-07-26,113571,66168,58.26
DLF,EQ,2010-07-26,4508390,1180340,26.18
HINDALCO,EQ,2010-07-26,3736244,1374010,36.78
INDHOTEL,EQ,2010-07-26,1427206,924990,64.81
INDHOTEL,N4,2010-07-26,770,400,51.95
LT,EQ,2010-07-26,732900,451929,61.66
MANAPPURAM,EQ,2010-07-26,198337,136633,68.89
MARUTI,EQ,2010-07-26,6485230,2937342,45.29
SBIN,EQ,2010-07-26,1578073,830293,52.61
SUZLON,EQ,2010-07-26,8509002,2079851,24.44
TRENT,EQ,2010-07-26,6834,3855,56.41
