symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2009-03-25,810162,237323,29.29
BEL,EQ,2009-03-25,3058,1444,47.22
BOSCHLTD,EQ,2009-03-25,545,446,81.83
CUMMINSIND,EQ,2009-03-25,29531,20658,69.95
DLF,EQ,2009-03-25,19121410,2331099,12.19
HINDALCO,EQ,2009-03-25,9853910,3888273,39.46
INDHOTEL,EQ,2009-03-25,1446722,992418,68.60
INDHOTEL,N4,2009-03-25,120,120,100.00
INDHOTEL,W1,2009-03-25,100,100,100.00
LT,EQ,2009-03-25,3358100,1133580,33.76
MARUTI,EQ,2009-03-25,1355965,467477,34.48
SBIN,EQ,2009-03-25,4439096,1045251,23.55
SUZLON,EQ,2009-03-25,29252768,6124212,20.94
TRENT,EQ,2009-03-25,1033,779,75.41
