symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2014-03-03,356015,83952,23.58
ADANIPORTS,EQ,2014-03-03,1937906,468192,24.16
BEL,EQ,2014-03-03,105505,103903,98.48
BOSCHLTD,EQ,2014-03-03,3055,1781,58.30
CUMMINSIND,EQ,2014-03-03,226180,180517,79.81
DLF,EQ,2014-03-03,3866220,607465,15.71
HINDALCO,EQ,2014-03-03,9870841,6115298,61.95
INDHOTEL,EQ,2014-03-03,745457,277641,37.24
LT,EQ,2014-03-03,1200998,579575,48.26
MANAPPURAM,EQ,2014-03-03,862062,377501,43.79
MARUTI,EQ,2014-03-03,1060385,552363,52.09
PGEL,EQ,2014-03-03,50,43,86.00
SBIN,EQ,2014-03-03,1617931,456916,28.24
SBIN,N1,2014-03-03,21,21,100.00
SBIN,N2,2014-03-03,4,2,50.00
SBIN,N3,2014-03-03,192,191,99.48
SBIN,N4,2014-03-03,8,8,100.00
SBIN,N5,2014-03-03,428,348,81.31
SUZLON,EQ,2014-03-03,2659091,1312401,49.36
TRENT,EQ,2014-03-03,22971,18172,79.11
