symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2014-03-24,175675,62366,35.50
ADANIPORTS,EQ,2014-03-24,1389494,727113,52.33
BEL,EQ,2014-03-24,92067,56551,61.42
BOSCHLTD,EQ,2014-03-24,6137,3691,60.14
CUMMINSIND,EQ,2014-03-24,114201,64116,56.14
DLF,EQ,2014-03-24,5789070,1121614,19.37
HINDALCO,EQ,2014-03-24,7514958,2486290,33.08
INDHOTEL,EQ,2014-03-24,168604,117696,69.81
LT,EQ,2014-03-24,3217365,2372538,73.74
MANAPPURAM,EQ,2014-03-24,2184312,1167457,53.45
MARUTI,EQ,2014-03-24,329812,74263,22.52
MARUTI,IL,2014-03-24,374281,374281,100.00
PGEL,EQ,2014-03-24,4870,2009,41.25
SBIN,EQ,2014-03-24,1649477,739715,44.85
SBIN,N2,2014-03-24,105,105,100.00
SBIN,N3,2014-03-24,73,73,100.00
SBIN,N5,2014-03-24,410,397,96.83
SUZLON,EQ,2014-03-24,2588347,1350022,52.16
TRENT,EQ,2014-03-24,80708,47914,59.37
