symbol,series,date,previous_close,open_price,high_price,low_price,last_price,close_price,avg_price,ttl_trd_qnty,turnover_lacs,no_of_trades,deliv_qty,deliv_per
ABB,EQ,2023-03-02,3311.45,3318.00,3339.85,3286.00,3323.00,3323.40,3312.79,351509,11644.77,30909,159877,45.48
ADANIPORTS,EQ,2023-03-02,602.10,603.95,625.00,585.60,620.50,622.90,610.83,21080489,128766.62,285079,3476846,16.49
BEL,EQ,2023-03-02,97.05,97.20,97.55,96.20,96.75,96.70,96.70,10048980,9717.62,40789,5792045,57.64
BOSCHLTD,EQ,2023-03-02,18302.25,18300.00,18440.55,18131.05,18161.50,18180.25,18307.06,18731,3429.09,5422,8163,43.58
CUMMINSIND,EQ,2023-03-02,1602.50,1610.40,1610.40,1588.00,1592.65,1595.95,1598.32,466385,7454.33,29834,208317,44.67
DIXON,EQ,2023-03-02,2929.90,2924.85,2989.80,2919.30,2961.00,2949.55,2951.58,505745,14927.46,36884,201851,39.91
DLF,EQ,2023-03-02,355.65,354.00,357.80,353.10,355.30,355.30,355.80,1675015,5959.74,17783,283874,16.95
DMART,EQ,2023-03-02,3439.35,3447.00,3450.00,3425.50,3444.00,3443.20,3433.31,191133,6562.19,23414,144467,75.58
HAL,EQ,2023-03-02,2684.25,2711.00,2728.70,2658.00,2704.00,2710.55,2700.28,1783392,48156.57,99881,457543,25.66
HINDALCO,EQ,2023-03-02,413.05,415.00,416.80,408.00,410.45,410.80,411.39,4804013,19763.12,74037,1679319,34.96
INDHOTEL,EQ,2023-03-02,315.00,315.80,318.50,313.65,315.30,315.10,316.08,1906846,6027.14,25917,810576,42.51
INDIGO,EQ,2023-03-02,1843.70,1845.90,1876.50,1837.15,1850.10,1853.40,1862.57,395347,7363.60,39382,123922,31.35
LT,EQ,2023-03-02,2115.30,2129.95,2149.00,2107.55,2117.50,2121.60,2123.82,1727640,36692.03,122328,868979,50.30
MANAPPURAM,EQ,2023-03-02,105.45,105.75,106.10,103.90,104.15,104.15,104.58,2098888,2195.02,15430,612620,29.19
MARUTI,EQ,2023-03-02,8764.15,8771.00,8771.00,8509.10,8536.00,8548.75,8603.89,603893,51958.29,78005,352405,58.36
PAYTM,EQ,2023-03-02,608.25,611.00,613.70,601.10,602.70,604.40,606.17,1844739,11182.21,44901,518914,28.13
PGEL,EQ,2023-03-02,1409.65,1422.05,1422.05,1386.50,1392.35,1408.20,1402.50,48018,673.45,4777,27748,57.79
SBIN,EQ,2023-03-02,536.70,535.95,539.90,532.50,534.50,533.75,535.45,10376913,55562.84,150813,4282815,41.27
SUZLON,EQ,2023-03-02,8.40,8.40,8.45,8.20,8.25,8.25,8.33,45131745,3760.05,22973,14505793,32.14
TRENT,EQ,2023-03-02,1291.50,1291.50,1306.80,1276.80,1283.50,1284.95,1292.59,299267,3868.30,20725,114805,38.36
