symbol,series,date,previous_close,open_price,high_price,low_price,last_price,close_price,avg_price,ttl_trd_qnty,turnover_lacs,no_of_trades,deliv_qty,deliv_per
ABB,EQ,2023-03-22,3412.35,3413.05,3427.20,3301.05,3318.00,3309.90,3346.32,288396,9650.64,31421,94770,32.86
ADANIPORTS,EQ,2023-03-22,664.80,669.90,671.90,654.15,655.85,657.15,662.03,4457720,29511.54,78562,823328,18.47
BEL,EQ,2023-03-22,93.10,93.50,93.95,92.50,92.85,92.65,92.95,6096408,5666.51,38846,3260963,53.49
BOSCHLTD,EQ,2023-03-22,18369.75,18379.95,18625.00,18379.95,18410.00,18424.20,18497.48,16984,3141.61,7317,5784,34.06
CUMMINSIND,EQ,2023-03-22,1635.25,1638.50,1645.15,1608.00,1610.00,1612.60,1618.42,368954,5971.22,18478,156994,42.55
DIXON,EQ,2023-03-22,2900.05,2900.05,2924.50,2865.05,2882.10,2886.40,2891.80,425945,12317.47,30190,258158,60.61
DLF,EQ,2023-03-22,367.45,368.15,371.50,367.10,367.85,368.75,369.43,4140942,15298.04,44780,1616739,39.04
DMART,EQ,2023-03-22,3357.60,3365.00,3415.00,3355.00,3360.65,3361.40,3374.45,226672,7648.93,41725,141064,62.23
HAL,EQ,2023-03-22,2655.55,2660.00,2675.95,2615.00,2625.00,2624.80,2640.91,660270,17437.13,40522,161783,24.50
HINDALCO,EQ,2023-03-22,388.55,390.10,396.75,388.25,392.25,392.75,393.07,6511605,25594.89,98949,2396118,36.80
INDHOTEL,EQ,2023-03-22,317.85,318.85,319.75,312.65,315.95,315.10,317.35,1524897,4839.31,27458,736729,48.31
INDIGO,EQ,2023-03-22,1874.60,1894.00,1896.55,1881.00,1892.95,1888.75,1888.10,269461,5087.69,34864,131447,48.78
LT,EQ,2023-03-22,2208.45,2219.50,2246.25,2207.90,2209.00,2213.95,2227.88,1956033,43578.08,109021,1047883,53.57
MANAPPURAM,EQ,2023-03-22,116.55,117.35,120.30,116.70,119.50,119.55,118.93,7558873,8989.86,35131,2932232,38.79
MARUTI,EQ,2023-03-22,8228.40,8236.00,8289.60,8217.00,8263.00,8252.40,8250.59,218120,17996.19,53159,134168,61.51
PAYTM,EQ,2023-03-22,583.90,586.85,629.40,584.90,625.50,624.05,614.77,12978431,79787.86,197190,2130827,16.42
PGEL,EQ,2023-03-22,1319.00,1324.20,1343.90,1307.00,1307.00,1313.25,1323.01,30338,401.37,3438,17227,56.78
SBIN,EQ,2023-03-22,521.85,522.20,527.00,520.10,521.55,521.55,523.63,11619538,60842.88,155900,5268693,45.34
SUZLON,EQ,2023-03-22,7.80,7.85,7.95,7.80,7.85,7.80,7.87,22956081,1805.69,14429,10226020,44.55
TRENT,EQ,2023-03-22,1321.55,1323.10,1349.50,1322.10,1330.50,1329.50,1336.39,344287,4601.02,20577,170616,49.56
