symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2025-07-18,5646.50,5637.50,0.0016,0.0211,0.0211,0.4031
ADANIPORTS,2025-07-18,1443.10,1452.50,-0.0065,0.0227,0.0226,0.4318
BEL,2025-07-18,394.75,404.20,-0.0237,0.0214,0.0214,0.4088
BOSCHLTD,2025-07-18,38250.00,38645.00,-0.0103,0.0154,0.0154,0.2942
CUMMINSIND,2025-07-18,3536.00,3551.30,-0.0043,0.0204,0.0203,0.3878
DIXON,2025-07-18,15960.00,16107.00,-0.0092,0.0255,0.0254,0.4853
DLF,2025-07-18,845.20,847.05,-0.0022,0.0211,0.0210,0.4012
DMART,2025-07-18,4048.60,4055.90,-0.0018,0.0178,0.0178,0.3401
ETERNAL,2025-07-18,257.20,259.65,-0.0095,0.0255,0.0255,0.4872
HAL,2025-07-18,4651.70,4789.20,-0.0291,0.0230,0.0231,0.4413
HINDALCO,2025-07-18,675.90,674.55,0.0020,0.0189,0.0188,0.3592
INDHOTEL,2025-07-18,766.20,753.95,0.0161,0.0205,0.0205,0.3917
INDIGO,2025-07-18,5861.00,5796.50,0.0111,0.0184,0.0184,0.3515
LT,2025-07-18,3464.80,3474.00,-0.0027,0.0158,0.0157,0.2999
MANAPPURAM,2025-07-18,271.30,270.70,0.0022,0.0242,0.0241,0.4604
MARUTI,2025-07-18,12419.00,12476.00,-0.0046,0.0131,0.0131,0.2503
PAYTM,2025-07-18,1001.60,999.40,0.0022,0.0319,0.0318,0.6075
PGEL,2025-07-18,809.00,826.10,-0.0209,0.0345,0.0345,0.6591
SBIN,2025-07-18,823.35,829.00,-0.0068,0.0151,0.0151,0.2885
SUZLON,2025-07-18,65.06,66.26,-0.0183,0.0290,0.0289,0.5521
TRENT,2025-07-18,5375.00,5417.50,-0.0079,0.0259,0.0259,0.4948
