,22-MAY-2012
The Nifty witnessed an intraday movement of about 106.45 points.The closing index was 0.93 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 9031.31
, Traded Quantity (in Lakhs), 5400.08
, Number of Trades, 4897311
, Total Market Capitalisation (Rs. Crores), 5621153.7

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,S&P CNX Nifty,      4906.05,      4954.70,      4956.35,      4849.90,      4860.50,-45.55
,CNX IT,      5796.55,      5833.30,      5859.50,      5789.10,      5822.45,25.9
,CNX Nifty Junior,      9555.60,      9561.10,      9648.35,      9449.00,      9463.70,-91.9
,S&P CNX Defty,      3100.00,      3132.55,      3135.10,      3036.85,      3045.35,-54.65
,BANK Nifty,      9412.00,      9510.45,      9522.30,      9253.05,      9268.80,-143.2
,CNX Midcap,      6903.25,      6905.15,      6969.65,      6844.70,      6857.35,-45.9
,S&P CNX 500,      3904.45,      3931.60,      3940.05,      3863.25,      3869.80,-34.65
,CNX 100,      4807.75,      4848.60,      4854.10,      4753.25,      4762.90,-44.85
,Nifty Midcap 50,      1992.45,      1993.95,      2013.40,      1966.05,      1971.05,-21.4
,CNX Realty,       209.75,       210.85,       213.95,       206.10,       207.05,-2.7
,CNX Infra,      2187.95,      2208.85,      2212.35,      2143.05,      2147.45,-40.5
,CNX Energy,      6993.30,      7065.65,      7065.65,      6910.05,      6923.25,-70.05
,CNX FMCG,     11764.60,     11845.45,     11882.00,     11617.65,     11677.05,-87.55
,CNX MNC,      5042.25,      5067.05,      5085.00,      4943.80,      4957.25,-85
,CNX Pharma,      5052.70,      5068.95,      5068.95,      5009.80,      5017.20,-35.5
,CNX PSE,      2634.30,      2651.65,      2671.70,      2614.35,      2619.85,-14.45
,CNX PSU Bank,      3013.10,      3037.35,      3054.40,      2940.95,      2948.45,-64.65
,CNX Service,      5841.75,      5897.15,      5909.50,      5780.80,      5793.05,-48.7
,India VIX,        23.92,        23.92,        24.63,        22.60,        24.39,.47
,CNX AUTO,      3903.10,      3936.00,      3958.05,      3869.35,      3878.05,-25.05
,CNX Metal,      2704.85,      2728.40,      2742.90,      2644.60,      2654.50,-50.35
,CNX Media,      1134.40,      1150.65,      1150.65,      1127.10,      1130.70,-3.7
,CNX Smallcap,      3214.65,      3244.35,      3251.30,      3183.75,      3190.85,-23.8
,CNX 200,      2481.55,      2500.55,      2505.40,      2453.35,      2458.30,-23.25
,CNX Dividend Oppt,      1425.45,      1429.95,      1437.50,      1409.75,      1412.10,-13.35
,CNX Commodities,      2219.60,      2236.85,      2244.40,      2179.90,      2185.45,-34.15
,CNX Consumption,      1834.40,      1844.20,      1848.65,      1807.95,      1810.70,-23.7
,CNX Finance,      3847.25,      3888.75,      3902.05,      3793.55,      3800.50,-46.75
,Nifty Dividend,          .16,          .16,          .16,          .16,          .16,0

,ADVANCES,534
,DECLINES,904
,UNCHANGED,90

,Total securities that have hit their price bands today,69

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,SBIN,EQ,      2009.50,      1938.75,-3.52,821.96
,ICICIBANK,EQ,       811.10,       800.80,-1.27,340.67
,LT,EQ,      1192.25,      1159.75,-2.73,233.07
,TATAMOTORS,EQ,       261.85,       265.10,1.24,227.27
,WOCKPHARMA,EQ,       666.20,       719.60,8.02,214
,RELIANCE,EQ,       695.50,       691.10,-0.63,204.5
,HDFC,EQ,       641.25,       642.60,0.21,202.79
,AXISBANK,EQ,       963.25,       965.55,0.24,184.81
,INFY,EQ,      2340.45,      2341.10,0.03,170.84
,TATASTEEL,EQ,       402.75,       399.30,-0.86,168.05
,ITC,EQ,       234.85,       232.75,-0.89,160.57
,TCS,EQ,      1209.20,      1224.05,1.23,144.29
,HDFCBANK,EQ,       497.45,       489.25,-1.65,137.15
,BHEL,EQ,       206.75,       208.55,0.87,135.07
,RELCAPITAL,EQ,       313.95,       307.50,-2.05,129.97
,JSWSTEEL,EQ,       611.10,       594.10,-2.78,120.19
,MARUTI,EQ,      1208.80,      1153.95,-4.54,112.18
,HEROMOTOCO,EQ,      1864.05,      1852.95,-0.6,104.21
,YESBANK,EQ,       322.40,       321.55,-0.26,98.3
,JPASSOCIAT,EQ,        63.35,        61.15,-3.47,95.68
,HINDALCO,EQ,       110.40,       107.05,-3.03,94.59
,ULTRACEMCO,EQ,      1410.80,      1380.95,-2.12,94.49
,CAIRN,EQ,       323.75,       325.10,0.42,92.99
,PFC,EQ,       148.00,       148.75,0.51,90.33
,DLF,EQ,       189.60,       186.05,-1.87,84.07

,Top Five S&P CNX Nifty Gainers:
,SYMBOL,SERIES,CLOSE PRICE,PREV.CLOSE,%CHANGE
,HCLTECH,EQ,       487.65,       479.45,1.71
,TATAMOTORS,EQ,       265.10,       261.85,1.24
,TCS,EQ,      1224.05,      1209.20,1.23
,SAIL,EQ,        91.90,        91.00,.99
,BHEL,EQ,       208.55,       206.75,.87

,Top Five S&P CNX Nifty Losers:
,SYMBOL,SERIES,CLOSE PRICE,PREV.CLOSE,%CHANGE
,TATAPOWER,EQ,        90.40,        95.65,-5.49
,SESAGOA,EQ,       183.95,       194.10,-5.23
,MARUTI,EQ,      1153.95,      1208.80,-4.54
,STER,EQ,        95.80,        99.80,-4.01
,SBIN,EQ,      1938.75,      2009.50,-3.52

,Securities Price Volume Data in Normal market
,SYMBOL,SERIES,CLOSE PRICE,TRADED VALUE ,TRADED QUANTITY
,20MICRONS,EQ,        84.55,                 10371046.45,120532
,3IINFOTECH,EQ,        12.40,                  6546177.65,532517
,3MINDIA,EQ,      3601.10,                  2110777.40,585
,A2ZMES,EQ,       100.80,                170364371.95,1701329
,AANJANEYA,EQ,       503.35,                 10875674.25,21335
,AARTIDRUGS,EQ,        98.85,                  1843082.85,18506
,AARTIIND,EQ,        64.90,                  2043145.05,31162
,AARVEEDEN,EQ,        33.80,                    62883.40,1848
,ABAN,EQ,       369.50,                253522960.00,677527
,ABB,EQ,       724.40,                 23652826.00,32701
,ABBOTINDIA,EQ,      1435.45,                  1493309.50,1035
,ABCIL,EQ,        69.95,                   110137.70,1568
,ABGSHIP,EQ,       389.70,                 72688691.80,187791
,ABHISHEK,EQ,         7.55,                    28927.40,3866
,ACE,EQ,        28.35,                   643505.75,22443
,ACROPETAL,EQ,        12.90,                  1278035.75,97916
,ADANIPOWER,EQ,        50.25,                 69510947.15,1361594
,ADFFOODS,EQ,        47.25,                   208471.90,4330
,ADHUNIK,EQ,        34.80,                   829998.25,23370
,ADORWELD,EQ,       131.30,                   375332.30,2855
,ADSL,EQ,        22.00,                  1281047.95,59029
,ADVANIHOTR,EQ,        29.85,                      149.25,5
,ADVANTA,EQ,       385.45,                 12456442.65,31806
,AEGISCHEM,EQ,       131.40,                   595568.35,4558
,AFL,EQ,        34.90,                     5401.50,155
,AFTEK,EQ,         9.40,                  1367282.60,143197
,AGCNET,EQ,       220.20,                   895792.95,4066
,AGRODUTCH,EQ,         5.00,                   212858.85,42552
,AHLEAST,EQ,       252.20,                    41892.25,166
,AHLUCONT,EQ,        56.90,                  1153109.15,20108
,AHLWEST,EQ,       126.55,                   174080.05,1343
,AHMEDFORGE,EQ,       136.80,                   421387.05,3075
,AIAENG,EQ,       352.95,                   639504.40,1811
,AJANTPHARM,EQ,       589.85,                 22398147.20,37884
,AJMERA,EQ,       112.45,                   401886.90,3552
,AKZOINDIA,EQ,       878.40,                 71685803.60,81872
,ALBK,EQ,       143.05,                170688941.55,1171705
,ALCHEM,EQ,        62.00,                   115516.30,1875
,ALEMBICLTD,EQ,        15.35,                   708516.50,45819
,ALICON,EQ,        60.80,                    12635.40,206
,ALKALI,EQ,        25.65,                    52056.95,2024
,ALLCARGO,EQ,       116.75,                   305981.00,2617
,ALLSEC,EQ,        13.80,                    10260.50,730
,ALMONDZ,EQ,         7.75,                     3777.95,469
,ALOKTEXT,EQ,        18.75,                 64474762.75,3398119
,ALPA,EQ,         7.70,                     2299.95,300
,ALPHAGEO,EQ,        46.00,                    46968.10,1013
,ALPSINDUS,EQ,         1.95,                     5370.00,2840
,ALSTOMT&D,EQ,       149.65,                  3630482.90,24453
,AMAR,EQ,       151.40,                  5323414.85,34772
,AMARAJABAT,EQ,       278.75,                 15188337.10,54615
,AMARJOTHI,EQ,        35.15,                     3540.15,101
,AMBIKCO,EQ,       155.00,                      620.00,4
,AMDIND,EQ,        15.75,                    31357.70,1976
,AMRUTANJAN,EQ,       742.80,                 21594834.35,28571
,AMTEKAUTO,EQ,       110.35,                  6178381.60,55469
,AMTEKINDIA,EQ,        89.70,                 20052369.55,222383
,ANANTRAJ,EQ,        50.45,                  8750614.45,171911
,ANDHRACEMT,EQ,         8.20,                   138890.80,16742
,ANDHRSUGAR,EQ,       129.50,                   245874.30,1892
,ANIKINDS,EQ,        26.45,                   954475.75,35866
,ANKURDRUGS,EQ,        12.90,                   171431.75,13218
,ANSALAPI,EQ,        28.70,                  1225555.15,42428
,ANSALHSG,EQ,        43.75,                    58033.20,1325
,ANTGRAPHIC,EQ,          .20,                     4153.10,20762
,APARINDS,EQ,       149.10,                   989793.55,6546
,APCOTEXIND,EQ,       153.75,                     7687.50,50
,APIL,EQ,       361.60,                 51696009.60,141940
,APLAPOLLO,EQ,       166.00,                     4734.20,29
,APLLTD,EQ,        49.15,                  2029376.45,41469
,APOLLOHOSP,EQ,       633.55,                 26397030.65,41854
,APOLLOTYRE,EQ,        82.70,                255297118.70,3022623
,APPAPER,EQ,       238.65,                118528005.05,490199
,APTECHT,EQ,        72.45,                  7450091.90,101412
,AQUA,EQ,        10.50,                  1220773.80,115301
,ARCHIDPLY,EQ,         9.60,                     8117.20,859
,ARCHIES,EQ,        21.05,                   200444.35,9428
,ARIES,EQ,        62.75,                   650815.40,10208
,ARIHANT,EQ,        43.90,                    16081.40,365
,AROGRANITE,EQ,        33.90,                     8123.95,260
,ARROWTEX,EQ,         5.70,                     8502.00,1440
,ARSHIYA,EQ,       140.75,                 45203400.15,310244
,ARSSINFRA,EQ,        68.25,                  7512178.20,107455
,ARVIND,EQ,        75.50,                111818213.40,1493660
,ASAHIINDIA,EQ,        59.75,                  5623941.25,93733
,ASAHISONG,EQ,        73.70,                   642575.35,8603
,ASAL,EQ,        45.95,                   155948.45,3358
,ASHCONIUL,EQ,         1.55,                     2510.00,1600
,ASHIANA,EQ,       163.60,                    86669.90,525
,ASHOKA,EQ,       201.95,                   282036.65,1421
,ASIANELEC,EQ,         6.00,                    62157.75,10523
,ASIANHOTNR,EQ,       207.05,                   414622.95,1999
,ASSAMCO,EQ,         6.55,                   537879.95,81777
,ASTEC,EQ,        23.70,                    17736.70,748
,ASTERSILI,EQ,         7.15,                    34457.95,4761
,ASTRAL,EQ,       183.00,                  5969290.25,32233
,ASTRAMICRO,EQ,        38.20,                  2104778.20,54289
,ASTRAZEN,EQ,      1878.45,                 99547151.50,52674
,ATFL,EQ,       468.50,                  1176363.00,2495
,ATLANTA,EQ,        61.80,                 22600661.35,360861
,ATNINTER,EQ,          .75,                     1844.85,2453
,ATUL,EQ,       200.30,                   543721.95,2716
,AURIONPRO,EQ,       111.00,                     1105.00,10
,AUROPHARMA,EQ,       110.15,                116767048.25,1059765
,AUSTRAL,EQ,         1.10,                   194345.85,173997
,AUTOAXLES,EQ,       460.40,                   569517.85,1227
,AUTOIND,EQ,       150.15,                  6962113.70,46665
,AUTOLITIND,EQ,        15.30,                     6120.00,400
,AVANTI,EQ,       108.15,                   284992.65,2641
,AVENTIS,EQ,      2082.80,                  1404674.30,670
,AVTNPL,EQ,       343.35,                   827321.10,2368
,AXIS-IT&T,EQ,        81.20,                   998674.30,12356
,BAGFILMS,EQ,         3.75,                   127005.00,33679
,BAJAJCORP,EQ,       117.15,                   475841.40,4016
,BAJAJELEC,EQ,       230.00,                146351545.00,636622
,BAJAJFINSV,EQ,       687.60,                 26818930.90,38352
,BAJAJHIND,EQ,        26.55,                 43464957.60,1627889
,BAJAJHLDNG,EQ,       770.85,                 14894334.85,19309
,BAJFINANCE,EQ,       861.40,                  4641672.30,5414
,BALAJITELE,EQ,        36.00,                  2299877.90,63070
,BALAMINES,EQ,        36.70,                    40708.55,1101
,BALKRISIND,EQ,       264.80,                  2530338.15,9485
