symbol,series,date,previous_close,open_price,high_price,low_price,last_price,close_price,avg_price,ttl_trd_qnty,turnover_lacs,no_of_trades,deliv_qty,deliv_per
ABB,EQ,2024-02-29,5428.60,5444.95,5485.00,5350.45,5474.00,5444.95,5428.87,527441,28634.09,60171,219074,41.54
ADANIPORTS,EQ,2024-02-29,1299.50,1300.00,1329.90,1293.05,1328.00,1320.50,1313.10,2672239,35089.24,94344,1078775,40.37
BEL,EQ,2024-02-29,205.65,205.45,205.90,199.75,205.55,205.10,203.75,24059731,49021.27,93387,11537830,47.95
BOSCHLTD,EQ,2024-02-29,28327.55,28400.00,28750.00,28208.05,28750.00,28590.85,28475.75,28396,8085.97,11507,14161,49.87
CUMMINSIND,EQ,2024-02-29,2714.60,2710.00,2761.40,2659.60,2754.00,2738.65,2717.75,1010604,27465.66,72923,596190,58.99
DIXON,EQ,2024-02-29,6542.65,6550.00,6710.00,6472.00,6672.20,6683.85,6633.28,391385,25961.67,51829,107285,27.41
DLF,EQ,2024-02-29,899.00,898.00,911.95,881.65,904.05,901.20,899.95,19571487,176132.84,136735,12012463,61.38
DMART,EQ,2024-02-29,3850.00,3818.40,3940.00,3797.05,3915.20,3918.90,3889.51,499782,19439.07,54851,297686,59.56
HAL,EQ,2024-02-29,3085.20,3084.95,3105.00,3014.10,3099.00,3084.05,3060.63,1382425,42310.88,84428,551309,39.88
HINDALCO,EQ,2024-02-29,504.40,506.50,508.00,499.00,506.50,503.85,503.34,16860796,84867.92,136976,11771123,69.81
INDHOTEL,EQ,2024-02-29,570.90,570.90,589.75,564.50,586.90,586.70,583.44,6652490,38813.02,96120,3431142,51.58
INDIGO,EQ,2024-02-29,3125.90,3134.40,3169.50,3079.00,3146.50,3155.35,3150.34,3097349,97576.95,70746,2307960,74.51
LT,EQ,2024-02-29,3470.20,3485.00,3496.00,3436.45,3481.00,3477.55,3469.20,2119512,73530.04,132525,1279016,60.34
MANAPPURAM,EQ,2024-02-29,172.55,172.55,177.40,170.65,177.15,176.20,173.91,7210514,12540.06,38577,3507298,48.64
MARUTI,EQ,2024-02-29,11152.80,11155.00,11349.00,11129.50,11300.00,11288.35,11278.93,943841,106455.17,87508,653512,69.24
PAYTM,EQ,2024-02-29,406.20,395.00,419.40,385.90,414.00,403.30,392.49,13630735,53499.01,126931,5858174,42.98
PGEL,EQ,2024-02-29,1810.85,1810.00,1835.00,1785.80,1825.00,1816.35,1809.04,31316,566.52,5358,14854,47.43
SBIN,EQ,2024-02-29,742.50,743.90,753.90,737.15,753.00,748.10,745.74,19217113,143308.99,389495,7258306,37.77
SUZLON,BE,2024-02-29,43.20,43.00,45.35,41.05,45.35,45.25,44.44,117200579,52080.33,140146,-,-
TRENT,EQ,2024-02-29,3924.80,3931.45,3969.95,3782.00,3888.00,3881.80,3859.80,1235124,47673.30,101497,613655,49.68
