symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2016-04-13,1351.90,1358.95,-0.0052,0.0233,,0.4318
ADANIPORTS,2016-04-13,233.55,233.60,-0.0002,0.0282,,0.5216
BEL,2016-04-13,1194.05,1183.60,0.0088,0.0206,,0.3840
BOSCHLTD,2016-04-13,20029.05,19972.50,0.0028,0.0219,,0.4050
CUMMINSIND,2016-04-13,906.20,890.60,0.0174,0.0199,,0.3783
DLF,2016-04-13,121.85,119.45,0.0199,0.0350,,0.6553
HINDALCO,2016-04-13,96.30,92.00,0.0457,0.0352,,0.6859
INDHOTEL,2016-04-13,105.15,103.65,0.0144,0.0203,,0.3821
INDIGO,2016-04-13,1030.90,1004.05,0.0264,0.0325,,0.6152
LT,2016-04-13,1234.90,1222.40,0.0102,0.0202,,0.3764
MANAPPURAM,2016-04-13,38.20,37.85,0.0092,0.0250,,0.4643
MARUTI,2016-04-13,3731.60,3573.70,0.0432,0.0206,,0.4318
PGEL,2016-04-13,126.55,130.10,-0.0277,0.0519,,0.9705
SBIN,2016-04-13,191.90,187.80,0.0216,0.0269,,0.5082
SUZLON,2016-04-13,14.55,14.45,0.0069,0.0298,,0.5521
TRENT,2016-04-13,1692.15,1696.30,-0.0024,0.0218,,0.4031
