symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2008-07-15,198984,115061,57.82
BEL,EQ,2008-07-15,66396,57716,86.93
BOSCHLTD,EQ,2008-07-15,2215,2092,94.45
CUMMINSIND,EQ,2008-07-15,157978,149660,94.73
DLF,EQ,2008-07-15,2844861,672115,23.63
HINDALCO,EQ,2008-07-15,2350403,1158128,49.27
INDHOTEL,EQ,2008-07-15,435454,339404,77.94
LT,EQ,2008-07-15,777424,215659,27.74
MARUTI,EQ,2008-07-15,201590,93881,46.57
SBIN,EQ,2008-07-15,1189905,309280,25.99
SUZLON,EQ,2008-07-15,4771051,1702545,35.68
TRENT,EQ,2008-07-15,636,492,77.36
TRENT,N1,2008-07-15,319,144,45.14
