symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2014-03-20,784.55,791.05,-0.0083,0.0288,,0.5349
ADANIPORTS,2014-03-20,181.60,185.20,-0.0196,0.0231,,0.4375
BEL,2014-03-20,1017.90,1027.45,-0.0093,0.0144,,0.2694
BOSCHLTD,2014-03-20,9747.70,9810.70,-0.0064,0.0154,,0.2866
CUMMINSIND,2014-03-20,561.00,582.30,-0.0373,0.0223,,0.4490
DLF,2014-03-20,167.10,173.95,-0.0402,0.0323,,0.6266
HINDALCO,2014-03-20,119.65,120.05,-0.0033,0.0278,,0.5158
INDHOTEL,2014-03-20,69.75,69.55,0.0029,0.0259,,0.4795
LT,2014-03-20,1219.05,1246.00,-0.0219,0.0177,,0.3439
MANAPPURAM,2014-03-20,21.40,21.20,0.0094,0.0300,,0.5579
MARUTI,2014-03-20,1856.55,1869.75,-0.0071,0.0269,,0.4986
PGEL,2014-03-20,158.30,169.75,-0.0698,0.0479,,0.9457
SBIN,2014-03-20,1677.95,1708.85,-0.0182,0.0168,,0.3229
SUZLON,2014-03-20,9.75,10.00,-0.0253,0.0227,,0.4375
TRENT,2014-03-20,998.85,996.85,0.0020,0.0116,,0.2159
