symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2022-01-05,2226.25,2219.75,0.0029,0.0209,0.0208,0.3974
ADANIPORTS,2022-01-05,754.90,739.25,0.0209,0.0245,0.0245,0.4681
BEL,2022-01-05,213.30,216.15,-0.0133,0.0240,0.0239,0.4566
BOSCHLTD,2022-01-05,17330.80,17223.45,0.0062,0.0213,0.0212,0.4050
CUMMINSIND,2022-01-05,929.30,949.45,-0.0215,0.0201,0.0201,0.3840
DIXON,2022-01-05,5313.30,5481.05,-0.0311,0.0258,0.0258,0.4929
DLF,2022-01-05,402.05,394.45,0.0191,0.0287,0.0286,0.5464
DMART,2022-01-05,4687.40,4726.55,-0.0083,0.0203,0.0203,0.3878
HAL,2022-01-05,1269.70,1248.60,0.0168,0.0222,0.0222,0.4241
HINDALCO,2022-01-05,475.35,476.10,-0.0016,0.0274,0.0274,0.5235
INDHOTEL,2022-01-05,182.05,184.50,-0.0134,0.0277,0.0277,0.5292
INDIGO,2022-01-05,1977.70,2041.65,-0.0318,0.0246,0.0246,0.4700
LT,2022-01-05,1948.55,1937.55,0.0057,0.0173,0.0173,0.3305
MANAPPURAM,2022-01-05,166.85,164.55,0.0139,0.0279,0.0279,0.5330
MARUTI,2022-01-05,7775.35,7630.05,0.0189,0.0192,0.0192,0.3668
PAYTM,2022-01-05,1288.40,1317.80,-0.0226,0.0180,0.0180,0.3439
PGEL,2022-01-05,843.75,786.15,0.0707,0.0417,0.0419,0.8005
SBIN,2022-01-05,492.40,483.50,0.0182,0.0220,0.0220,0.4203
SUZLON,2022-01-05,9.70,10.20,-0.0503,0.0364,0.0365,0.6973
TRENT,2022-01-05,1070.85,1055.95,0.0140,0.0232,0.0232,0.4432
