symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2017-08-23,1349.85,1357.40,-0.0056,0.0112,,0.2082
ADANIPORTS,2017-08-23,385.00,375.65,0.0246,0.0173,,0.3401
BEL,2017-08-23,183.05,178.20,0.0269,0.0185,,0.3649
BOSCHLTD,2017-08-23,21882.40,21898.60,-0.0007,0.0136,,0.2522
CUMMINSIND,2017-08-23,880.75,898.55,-0.0200,0.0201,,0.3840
DLF,2017-08-23,185.95,175.30,0.0590,0.0429,,0.8406
DMART,2017-08-23,989.50,958.05,0.0323,0.0159,,0.3305
HINDALCO,2017-08-23,230.90,228.90,0.0087,0.0239,,0.4451
INDHOTEL,2017-08-23,111.65,111.45,0.0018,0.0243,,0.4509
INDIGO,2017-08-23,1216.45,1228.70,-0.0100,0.0179,,0.3343
LT,2017-08-23,1124.15,1117.70,0.0058,0.0092,,0.1719
MANAPPURAM,2017-08-23,92.90,91.60,0.0141,0.0407,,0.7566
MARUTI,2017-08-23,7573.05,7496.10,0.0102,0.0104,,0.1987
PGEL,2017-08-23,320.75,317.20,0.0111,0.0423,,0.7852
SBIN,2017-08-23,279.00,273.90,0.0184,0.0181,,0.3458
SUZLON,2017-08-23,16.35,16.05,0.0185,0.0370,,0.6916
TRENT,2017-08-23,286.75,280.10,0.0235,0.0194,,0.3764
