symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2017-08-17,1365.60,1357.60,0.0059,0.0121,,0.2254
ADANIPORTS,2017-08-17,389.30,397.55,-0.0210,0.0173,,0.3343
BEL,2017-08-17,183.15,175.30,0.0438,0.0169,,0.3745
BOSCHLTD,2017-08-17,22037.95,22309.90,-0.0123,0.0150,,0.2847
CUMMINSIND,2017-08-17,901.50,921.00,-0.0214,0.0208,,0.3974
DLF,2017-08-17,185.20,180.80,0.0240,0.0473,,0.8826
DMART,2017-08-17,920.80,907.80,0.0142,0.0151,,0.2866
HINDALCO,2017-08-17,230.30,233.60,-0.0142,0.0256,,0.4795
INDHOTEL,2017-08-17,126.50,125.95,0.0044,0.0153,,0.2847
INDIGO,2017-08-17,1312.40,1313.20,-0.0006,0.0178,,0.3305
LT,2017-08-17,1134.00,1142.25,-0.0072,0.0099,,0.1872
MANAPPURAM,2017-08-17,87.80,90.30,-0.0281,0.0325,,0.6171
MARUTI,2017-08-17,7582.45,7701.15,-0.0155,0.0105,,0.2082
PGEL,2017-08-17,339.40,350.05,-0.0309,0.0459,,0.8616
SBIN,2017-08-17,280.85,283.10,-0.0080,0.0199,,0.3706
SUZLON,2017-08-17,17.20,17.50,-0.0173,0.0394,,0.7336
TRENT,2017-08-17,271.90,272.30,-0.0015,0.0183,,0.3382
