symbol,series,date,previous_close,open_price,high_price,low_price,last_price,close_price,avg_price,ttl_trd_qnty,turnover_lacs,no_of_trades,deliv_qty,deliv_per
ABB,EQ,2024-12-23,6921.25,6966.00,7056.00,6893.00,6940.00,6959.20,6973.48,167980,11714.06,32997,41246,24.55
ADANIPORTS,EQ,2024-12-23,1182.45,1189.95,1199.00,1174.25,1191.50,1191.80,1188.66,1540796,18314.79,67782,618421,40.14
BEL,EQ,2024-12-23,290.85,294.00,295.30,288.00,294.10,294.35,292.15,10201072,29802.48,99783,3525649,34.56
BOSCHLTD,EQ,2024-12-23,34576.95,34775.00,34956.05,34350.85,34394.95,34525.05,34672.53,8983,3114.63,5046,3001,33.41
CUMMINSIND,EQ,2024-12-23,3312.90,3343.00,3398.95,3301.10,3358.00,3360.30,3353.13,273118,9158.01,29837,125156,45.82
DIXON,EQ,2024-12-23,17944.90,18058.00,18150.00,17655.00,17999.00,17998.45,17963.27,286741,51508.07,63829,116602,40.66
DLF,EQ,2024-12-23,830.70,837.80,854.00,832.55,842.10,844.25,845.49,3024905,25575.23,64063,964650,31.89
DMART,EQ,2024-12-23,3408.30,3443.45,3475.90,3419.05,3474.00,3460.55,3450.52,642122,22156.57,43604,431329,67.17
HAL,EQ,2024-12-23,4190.20,4239.00,4249.85,4150.00,4230.00,4226.00,4213.08,947680,39926.52,87623,367382,38.77
HINDALCO,EQ,2024-12-23,622.65,625.55,635.90,625.55,634.30,634.15,632.93,2921238,18489.37,66636,1162650,39.80
INDHOTEL,EQ,2024-12-23,854.10,857.00,864.25,848.50,859.00,859.40,857.48,2825946,24231.84,69692,1636616,57.91
INDIGO,EQ,2024-12-23,4395.60,4468.95,4494.95,4425.15,4430.80,4439.95,4462.25,552061,24634.36,69813,247645,44.86
LT,EQ,2024-12-23,3629.85,3670.00,3700.00,3617.05,3642.90,3640.50,3644.90,1217612,44380.75,107539,585248,48.07
MANAPPURAM,EQ,2024-12-23,181.03,182.01,188.64,181.60,184.50,184.77,184.88,9128877,16877.31,40518,3236132,35.45
MARUTI,EQ,2024-12-23,10901.05,10928.00,10989.80,10755.40,10810.00,10822.00,10859.93,237165,25755.96,48860,105167,44.34
PAYTM,EQ,2024-12-23,945.25,959.80,978.80,944.45,965.20,966.10,966.50,5877303,56804.41,177601,1354575,23.05
PGEL,EQ,2024-12-23,918.95,925.00,961.90,896.85,953.70,950.85,933.64,1422211,13278.34,76269,489643,34.43
SBIN,EQ,2024-12-23,812.00,817.30,824.00,812.20,820.50,821.15,820.11,4933200,40457.78,127438,1203536,24.40
SUZLON,EQ,2024-12-23,64.13,65.16,65.16,63.28,63.70,63.86,64.13,30077026,19289.49,121666,14306108,47.56
TRENT,EQ,2024-12-23,6831.55,6870.00,7070.00,6860.05,6950.00,6946.00,6978.95,783189,54658.38,85647,315641,40.30
