symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2019-09-19,19465,9428,48.44
ADANIPORTS,EQ,2019-09-19,1317155,408162,30.99
BEL,EQ,2019-09-19,6974278,2112262,30.29
BOSCHLTD,EQ,2019-09-19,12050,2890,23.98
CUMMINSIND,EQ,2019-09-19,197548,72356,36.63
DIXON,EQ,2019-09-19,4714,2196,46.58
DLF,EQ,2019-09-19,6396288,797124,12.46
DMART,EQ,2019-09-19,525171,162592,30.96
HAL,EQ,2019-09-19,243601,25553,10.49
HINDALCO,EQ,2019-09-19,4158836,540356,12.99
INDHOTEL,EQ,2019-09-19,1248233,784516,62.85
INDIGO,EQ,2019-09-19,720758,205993,28.58
LT,EQ,2019-09-19,1808736,901066,49.82
MANAPPURAM,EQ,2019-09-19,3808668,1276183,33.51
MANAPPURAM,NB,2019-09-19,66,66,100.00
MARUTI,EQ,2019-09-19,1721431,323570,18.80
PGEL,EQ,2019-09-19,34257,16178,47.23
SBIN,EQ,2019-09-19,23387797,5412507,23.14
SBIN,N2,2019-09-19,23,23,100.00
SBIN,N5,2019-09-19,617,597,96.76
SBIN,N6,2019-09-19,2,2,100.00
SUZLON,EQ,2019-09-19,9697951,4448715,45.87
TRENT,EQ,2019-09-19,97870,40109,40.98
