symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2019-09-12,23333,10631,45.56
ADANIPORTS,EQ,2019-09-12,2625251,1249032,47.58
BEL,EQ,2019-09-12,8934611,3222392,36.07
BOSCHLTD,EQ,2019-09-12,15199,3318,21.83
CUMMINSIND,EQ,2019-09-12,471429,202159,42.88
DIXON,EQ,2019-09-12,4277,2169,50.71
DLF,EQ,2019-09-12,12684164,2073147,16.34
DMART,EQ,2019-09-12,203125,69565,34.25
HAL,EQ,2019-09-12,6131,3417,55.73
HINDALCO,EQ,2019-09-12,8635479,3172046,36.73
INDHOTEL,EQ,2019-09-12,208272,119664,57.46
INDIGO,EQ,2019-09-12,2212967,410469,18.55
LT,EQ,2019-09-12,2249695,1183713,52.62
MANAPPURAM,EQ,2019-09-12,3527584,802073,22.74
MARUTI,EQ,2019-09-12,1892862,339532,17.94
PGEL,EQ,2019-09-12,143845,70542,49.04
SBIN,EQ,2019-09-12,21964832,6655774,30.30
SBIN,N2,2019-09-12,54,54,100.00
SBIN,N5,2019-09-12,281,245,87.19
SBIN,N6,2019-09-12,5,5,100.00
SUZLON,EQ,2019-09-12,21573179,8942225,41.45
TRENT,EQ,2019-09-12,201056,60919,30.30
