symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2019-09-18,26589,17343,65.23
ADANIPORTS,EQ,2019-09-18,1469778,534722,36.38
BEL,EQ,2019-09-18,11387982,3773388,33.13
BOSCHLTD,EQ,2019-09-18,15960,3520,22.06
CUMMINSIND,EQ,2019-09-18,291397,116724,40.06
DIXON,EQ,2019-09-18,25839,7352,28.45
DLF,EQ,2019-09-18,9304274,748133,8.04
DMART,EQ,2019-09-18,759056,246938,32.53
HAL,EQ,2019-09-18,11230,6876,61.23
HINDALCO,EQ,2019-09-18,7326216,2240668,30.58
INDHOTEL,EQ,2019-09-18,2925597,1499661,51.26
INDIGO,EQ,2019-09-18,599249,87652,14.63
LT,EQ,2019-09-18,2081625,1171387,56.27
MANAPPURAM,EQ,2019-09-18,3157127,932314,29.53
MARUTI,EQ,2019-09-18,1955137,320209,16.38
PGEL,EQ,2019-09-18,41336,24650,59.63
SBIN,EQ,2019-09-18,25478758,4431881,17.39
SBIN,N2,2019-09-18,64,64,100.00
SBIN,N5,2019-09-18,945,766,81.06
SUZLON,EQ,2019-09-18,6292313,2451012,38.95
TRENT,EQ,2019-09-18,225320,84349,37.44
