symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2016-03-29,57124,18909,33.10
ADANIPORTS,EQ,2016-03-29,2043092,782145,38.28
BEL,EQ,2016-03-29,244306,83035,33.99
BOSCHLTD,EQ,2016-03-29,14726,6730,45.70
CUMMINSIND,EQ,2016-03-29,251291,150126,59.74
DLF,EQ,2016-03-29,7004971,677925,9.68
HINDALCO,EQ,2016-03-29,14305542,3843827,26.87
INDHOTEL,EQ,2016-03-29,779171,613447,78.73
INDIGO,EQ,2016-03-29,799558,173377,21.68
LT,EQ,2016-03-29,1802119,761643,42.26
MANAPPURAM,EQ,2016-03-29,4861185,3033423,62.40
MANAPPURAM,N5,2016-03-29,50,50,100.00
MANAPPURAM,NI,2016-03-29,5,5,100.00
MARUTI,EQ,2016-03-29,686482,225799,32.89
PGEL,EQ,2016-03-29,350057,92836,26.52
SBIN,EQ,2016-03-29,16804848,3973615,23.65
SBIN,N2,2016-03-29,60,58,96.67
SBIN,N5,2016-03-29,641,628,97.97
SUZLON,EQ,2016-03-29,26229531,11674352,44.51
TRENT,EQ,2016-03-29,100556,98298,97.75
