symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2016-03-31,116152,32656,28.11
ADANIPORTS,EQ,2016-03-31,4192902,2566856,61.22
BEL,EQ,2016-03-31,807698,339060,41.98
BOSCHLTD,EQ,2016-03-31,36807,24153,65.62
CUMMINSIND,EQ,2016-03-31,807711,492569,60.98
DLF,EQ,2016-03-31,11142294,3198171,28.70
HINDALCO,EQ,2016-03-31,16963906,9143619,53.90
INDHOTEL,EQ,2016-03-31,155670,82692,53.12
INDIGO,EQ,2016-03-31,503834,215657,42.80
LT,EQ,2016-03-31,3297309,2016800,61.17
MANAPPURAM,EQ,2016-03-31,1631021,776125,47.59
MANAPPURAM,N5,2016-03-31,4,2,50.00
MANAPPURAM,NG,2016-03-31,2,0,0.00
MARUTI,EQ,2016-03-31,1223191,766492,62.66
PGEL,EQ,2016-03-31,83507,76819,91.99
SBIN,EQ,2016-03-31,30132473,12518461,41.54
SBIN,N5,2016-03-31,231,231,100.00
SBIN,N6,2016-03-31,1,1,100.00
SUZLON,EQ,2016-03-31,42277918,12758209,30.18
TRENT,EQ,2016-03-31,14767,11180,75.71
