symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2016-03-21,59922,17203,28.71
ADANIPORTS,EQ,2016-03-21,3240298,1799794,55.54
BEL,EQ,2016-03-21,920792,312740,33.96
BOSCHLTD,EQ,2016-03-21,29607,15526,52.44
CUMMINSIND,EQ,2016-03-21,295143,224289,75.99
DLF,EQ,2016-03-21,8141983,1298848,15.95
HINDALCO,EQ,2016-03-21,12324190,4939977,40.08
INDHOTEL,EQ,2016-03-21,857941,745866,86.94
INDIGO,EQ,2016-03-21,1511048,592172,39.19
LT,EQ,2016-03-21,2383631,1049680,44.04
MANAPPURAM,EQ,2016-03-21,1950022,1396526,71.62
MANAPPURAM,N5,2016-03-21,4,4,100.00
MARUTI,EQ,2016-03-21,474712,197425,41.59
PGEL,EQ,2016-03-21,45859,32307,70.45
SBIN,EQ,2016-03-21,20678069,6513731,31.50
SBIN,N2,2016-03-21,12,12,100.00
SBIN,N5,2016-03-21,614,505,82.25
SUZLON,EQ,2016-03-21,27141934,14051060,51.77
TRENT,EQ,2016-03-21,15329,9680,63.15
