symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2021-05-25,1495.60,1475.65,0.0134,0.0203,0.0203,0.3878
ADANIPORTS,2021-05-25,764.00,766.55,-0.0033,0.0264,0.0263,0.5025
BEL,2021-05-25,149.20,156.85,-0.0500,0.0272,0.0273,0.5216
BOSCHLTD,2021-05-25,15031.30,15193.10,-0.0107,0.0239,0.0238,0.4547
CUMMINSIND,2021-05-25,808.55,839.85,-0.0380,0.0226,0.0227,0.4337
DIXON,2021-05-25,3923.60,3906.45,0.0044,0.0285,0.0284,0.5426
DLF,2021-05-25,279.00,277.05,0.0070,0.0319,0.0318,0.6075
DMART,2021-05-25,3103.80,3040.30,0.0207,0.0225,0.0225,0.4299
HAL,2021-05-25,1026.85,1014.75,0.0119,0.0256,0.0255,0.4872
HINDALCO,2021-05-25,391.20,389.30,0.0049,0.0310,0.0309,0.5903
INDHOTEL,2021-05-25,135.15,129.60,0.0419,0.0277,0.0278,0.5311
INDIGO,2021-05-25,1719.10,1683.15,0.0211,0.0262,0.0262,0.5006
LT,2021-05-25,1450.95,1443.25,0.0053,0.0208,0.0207,0.3955
MANAPPURAM,2021-05-25,159.60,160.35,-0.0047,0.0303,0.0302,0.5770
MARUTI,2021-05-25,6911.70,6873.80,0.0055,0.0220,0.0220,0.4203
PGEL,2021-05-25,392.75,374.05,0.0488,0.0411,0.0411,0.7852
SBIN,2021-05-25,412.35,412.05,0.0007,0.0270,0.0269,0.5139
SUZLON,2021-05-25,5.40,5.45,-0.0092,0.0406,0.0405,0.7738
TRENT,2021-05-25,824.65,809.95,0.0180,0.0275,0.0274,0.5235
