symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2021-05-18,1449.85,1420.55,0.0204,0.0204,0.0204,0.3897
ADANIPORTS,2021-05-18,775.90,754.20,0.0284,0.0266,0.0266,0.5082
BEL,2021-05-18,154.60,148.15,0.0426,0.0273,0.0274,0.5235
BOSCHLTD,2021-05-18,14450.70,14219.25,0.0161,0.0234,0.0234,0.4471
CUMMINSIND,2021-05-18,836.40,806.00,0.0370,0.0227,0.0228,0.4356
DIXON,2021-05-18,3926.65,3950.80,-0.0061,0.0288,0.0287,0.5483
DLF,2021-05-18,261.90,259.25,0.0102,0.0322,0.0321,0.6133
DMART,2021-05-18,3056.20,2898.60,0.0529,0.0225,0.0227,0.4337
HAL,2021-05-18,1008.00,1001.85,0.0061,0.0258,0.0258,0.4929
HINDALCO,2021-05-18,402.10,392.95,0.0230,0.0311,0.0311,0.5942
INDHOTEL,2021-05-18,121.90,115.10,0.0574,0.0275,0.0277,0.5292
INDIGO,2021-05-18,1714.70,1703.75,0.0064,0.0264,0.0264,0.5044
LT,2021-05-18,1417.30,1386.75,0.0218,0.0209,0.0209,0.3993
MANAPPURAM,2021-05-18,160.25,154.85,0.0343,0.0305,0.0305,0.5827
MARUTI,2021-05-18,6811.10,6717.95,0.0138,0.0223,0.0222,0.4241
PGEL,2021-05-18,314.10,316.90,-0.0089,0.0411,0.0410,0.7833
SBIN,2021-05-18,382.25,383.10,-0.0022,0.0271,0.0270,0.5158
SUZLON,2021-05-18,5.55,5.55,0.0000,0.0411,0.0410,0.7833
TRENT,2021-05-18,828.30,795.10,0.0409,0.0276,0.0276,0.5273
