symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2021-05-11,1368.85,1375.25,-0.0047,0.0204,0.0204,0.3897
ADANIPORTS,2021-05-11,762.65,765.45,-0.0037,0.0267,0.0266,0.5082
BEL,2021-05-11,148.55,144.75,0.0259,0.0274,0.0274,0.5235
BOSCHLTD,2021-05-11,14204.30,13848.40,0.0254,0.0233,0.0233,0.4451
CUMMINSIND,2021-05-11,829.55,829.70,-0.0002,0.0228,0.0228,0.4356
DIXON,2021-05-11,3963.15,3866.60,0.0247,0.0290,0.0290,0.5540
DLF,2021-05-11,265.50,266.10,-0.0023,0.0321,0.0321,0.6133
DMART,2021-05-11,2850.50,2852.50,-0.0007,0.0227,0.0226,0.4318
HAL,2021-05-11,1000.30,968.55,0.0323,0.0259,0.0259,0.4948
HINDALCO,2021-05-11,412.80,425.75,-0.0309,0.0311,0.0311,0.5942
INDHOTEL,2021-05-11,117.80,113.10,0.0407,0.0275,0.0275,0.5254
INDIGO,2021-05-11,1674.95,1677.70,-0.0016,0.0267,0.0266,0.5082
LT,2021-05-11,1383.60,1395.00,-0.0082,0.0210,0.0210,0.4012
MANAPPURAM,2021-05-11,153.85,154.50,-0.0042,0.0307,0.0306,0.5846
MARUTI,2021-05-11,6736.75,6763.75,-0.0040,0.0224,0.0224,0.4280
PGEL,2021-05-11,345.80,364.90,-0.0538,0.0411,0.0412,0.7871
SBIN,2021-05-11,364.65,361.70,0.0081,0.0269,0.0269,0.5139
SUZLON,2021-05-11,6.15,5.60,0.0937,0.0406,0.0410,0.7833
TRENT,2021-05-11,763.20,747.75,0.0205,0.0277,0.0277,0.5292
