symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2021-05-24,1475.65,1433.15,0.0292,0.0202,0.0203,0.3878
ADANIPORTS,2021-05-24,766.55,769.20,-0.0035,0.0264,0.0264,0.5044
BEL,2021-05-24,156.85,157.60,-0.0048,0.0272,0.0272,0.5197
BOSCHLTD,2021-05-24,15193.10,15287.80,-0.0062,0.0239,0.0239,0.4566
CUMMINSIND,2021-05-24,839.85,833.40,0.0077,0.0227,0.0226,0.4318
DIXON,2021-05-24,3906.45,3945.20,-0.0099,0.0285,0.0285,0.5445
DLF,2021-05-24,277.05,268.40,0.0317,0.0319,0.0319,0.6094
DMART,2021-05-24,3040.30,3034.00,0.0021,0.0226,0.0225,0.4299
HAL,2021-05-24,1014.75,1025.45,-0.0105,0.0256,0.0256,0.4891
HINDALCO,2021-05-24,389.30,389.80,-0.0013,0.0310,0.0310,0.5923
INDHOTEL,2021-05-24,129.60,130.25,-0.0050,0.0278,0.0277,0.5292
INDIGO,2021-05-24,1683.15,1692.50,-0.0055,0.0262,0.0262,0.5006
LT,2021-05-24,1443.25,1418.05,0.0176,0.0208,0.0208,0.3974
MANAPPURAM,2021-05-24,160.35,159.65,0.0044,0.0303,0.0303,0.5789
MARUTI,2021-05-24,6873.80,6814.55,0.0087,0.0221,0.0220,0.4203
PGEL,2021-05-24,374.05,356.25,0.0488,0.0411,0.0411,0.7852
SBIN,2021-05-24,412.05,401.20,0.0267,0.0270,0.0270,0.5158
SUZLON,2021-05-24,5.45,5.45,0.0000,0.0407,0.0406,0.7757
TRENT,2021-05-24,809.95,826.90,-0.0207,0.0275,0.0275,0.5254
