symbol,series,date,previous_close,open_price,high_price,low_price,last_price,close_price,avg_price,ttl_trd_qnty,turnover_lacs,no_of_trades,deliv_qty,deliv_per
ABB,EQ,2023-05-30,4031.15,4028.00,4059.95,4008.15,4022.50,4029.60,4031.86,179306,7229.37,22116,85726,47.81
ADANIPORTS,EQ,2023-05-30,737.50,740.00,742.35,727.65,734.00,734.05,734.41,4785799,35147.43,80819,1038815,21.71
BEL,EQ,2023-05-30,111.45,111.45,112.60,111.00,111.15,111.25,111.73,7803617,8719.03,39508,3480734,44.60
BOSCHLTD,EQ,2023-05-30,18296.00,18300.00,18624.95,18290.00,18567.85,18540.90,18501.80,23849,4412.49,7233,7680,32.20
CUMMINSIND,EQ,2023-05-30,1744.05,1740.00,1774.00,1733.00,1757.90,1755.35,1753.59,559849,9817.46,32606,213250,38.09
DIXON,EQ,2023-05-30,3717.00,3715.50,3726.90,3652.40,3682.75,3682.30,3690.32,332863,12283.70,24482,74629,22.42
DLF,EQ,2023-05-30,482.65,480.00,481.50,473.50,475.10,474.60,476.11,3209364,15280.04,40933,1394100,43.44
DMART,EQ,2023-05-30,3503.30,3517.95,3530.00,3496.85,3510.00,3507.50,3506.52,294224,10317.02,35937,208889,71.00
HAL,EQ,2023-05-30,3013.70,3028.45,3116.15,3015.00,3108.95,3102.15,3081.11,2196743,67684.08,90756,1112551,50.65
HINDALCO,EQ,2023-05-30,419.90,421.50,421.50,411.60,413.65,413.10,414.49,5596603,23197.17,61382,2307542,41.23
INDHOTEL,EQ,2023-05-30,380.00,380.85,386.00,379.25,385.00,385.45,384.20,2980523,11451.25,52868,1594198,53.49
INDIGO,EQ,2023-05-30,2321.20,2335.00,2413.75,2323.00,2368.00,2371.40,2378.02,1581691,37612.92,72744,616941,39.01
LT,EQ,2023-05-30,2224.55,2230.00,2237.00,2207.20,2212.50,2210.80,2215.65,1716729,38036.68,63987,1217068,70.89
MANAPPURAM,EQ,2023-05-30,112.05,111.90,112.50,110.85,111.05,111.05,111.36,6950024,7739.69,14308,3792310,54.57
MARUTI,EQ,2023-05-30,9333.50,9380.00,9402.90,9300.00,9400.00,9383.35,9367.82,372004,34848.66,44620,261349,70.25
PAYTM,EQ,2023-05-30,704.35,706.75,707.00,696.55,701.80,701.30,702.18,1060529,7446.79,28604,416611,39.28
PGEL,EQ,2023-05-30,1597.00,1605.00,1700.00,1600.10,1666.00,1666.55,1658.93,304459,5050.75,28132,169393,55.64
SBIN,EQ,2023-05-30,595.00,595.00,595.50,591.50,592.95,592.80,593.57,15031640,89222.78,156739,4892995,32.55
SUZLON,EQ,2023-05-30,10.35,10.35,10.75,10.20,10.65,10.65,10.56,294083000,31059.12,65144,75816218,25.78
TRENT,EQ,2023-05-30,1537.90,1537.90,1561.90,1528.65,1560.00,1558.35,1551.13,341563,5298.10,25061,197902,57.94
