symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2015-08-19,1321.85,1307.60,0.0108,0.0169,,0.3171
ADANIPORTS,2015-08-19,365.50,363.45,0.0056,0.0273,,0.5063
BEL,2015-08-19,3644.95,3712.05,-0.0182,0.0190,,0.3630
BOSCHLTD,2015-08-19,25393.40,25393.30,0.0000,0.0190,,0.3515
CUMMINSIND,2015-08-19,1180.10,1161.90,0.0155,0.0298,,0.5560
DLF,2015-08-19,126.70,128.05,-0.0106,0.0508,,0.9419
HINDALCO,2015-08-19,86.15,88.90,-0.0314,0.0283,,0.5445
INDHOTEL,2015-08-19,92.90,91.50,0.0152,0.0131,,0.2522
LT,2015-08-19,1814.70,1800.15,0.0081,0.0138,,0.2579
MANAPPURAM,2015-08-19,25.00,24.95,0.0020,0.0257,,0.4757
MARUTI,2015-08-19,4671.85,4634.00,0.0081,0.0114,,0.2140
PGEL,2015-08-19,149.35,152.80,-0.0228,0.0662,,1.2304
SBIN,2015-08-19,278.00,284.80,-0.0242,0.0263,,0.5006
SUZLON,2015-08-19,24.75,23.75,0.0412,0.0368,,0.7088
TRENT,2015-08-19,1292.55,1302.65,-0.0078,0.0189,,0.3515
