symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2024-10-21,8279.70,8782.95,-0.0590,0.0220,0.0223,0.4260
ADANIPORTS,2024-10-21,1375.50,1405.55,-0.0216,0.0256,0.0256,0.4891
BEL,2024-10-21,282.30,287.15,-0.0170,0.0233,0.0233,0.4451
BOSCHLTD,2024-10-21,36838.45,36801.20,0.0010,0.0156,0.0155,0.2961
CUMMINSIND,2024-10-21,3579.35,3710.10,-0.0359,0.0208,0.0209,0.3993
DIXON,2024-10-21,15390.40,15382.00,0.0005,0.0239,0.0239,0.4566
DLF,2024-10-21,860.75,875.15,-0.0166,0.0207,0.0207,0.3955
DMART,2024-10-21,3973.45,3986.70,-0.0033,0.0176,0.0176,0.3362
HAL,2024-10-21,4514.35,4524.75,-0.0023,0.0244,0.0243,0.4643
HINDALCO,2024-10-21,739.60,753.50,-0.0186,0.0197,0.0197,0.3764
INDHOTEL,2024-10-21,679.00,686.70,-0.0113,0.0192,0.0192,0.3668
INDIGO,2024-10-21,4591.00,4662.95,-0.0156,0.0183,0.0183,0.3496
LT,2024-10-21,3585.60,3577.60,0.0022,0.0164,0.0164,0.3133
MANAPPURAM,2024-10-21,146.90,153.30,-0.0426,0.0262,0.0263,0.5025
MARUTI,2024-10-21,12176.05,12104.80,0.0059,0.0138,0.0138,0.2636
PAYTM,2024-10-21,725.95,725.15,0.0011,0.0375,0.0374,0.7145
PGEL,2024-10-21,586.90,616.10,-0.0486,0.0339,0.0340,0.6496
SBIN,2024-10-21,813.95,820.35,-0.0078,0.0174,0.0173,0.3305
SUZLON,2024-10-21,70.63,72.19,-0.0218,0.0310,0.0310,0.5923
TRENT,2024-10-21,7606.50,7768.10,-0.0210,0.0219,0.0219,0.4184
