symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2024-10-03,8110.25,8268.00,-0.0193,0.0220,0.0220,0.4203
ADANIPORTS,2024-10-03,1425.20,1467.50,-0.0292,0.0259,0.0259,0.4948
BEL,2024-10-03,278.70,283.95,-0.0187,0.0235,0.0235,0.4490
BOSCHLTD,2024-10-03,37120.95,37841.45,-0.0192,0.0153,0.0153,0.2923
CUMMINSIND,2024-10-03,3682.65,3875.85,-0.0511,0.0203,0.0206,0.3936
DIXON,2024-10-03,13619.85,14196.00,-0.0414,0.0238,0.0239,0.4566
DLF,2024-10-03,864.85,913.75,-0.0550,0.0205,0.0209,0.3993
DMART,2024-10-03,4942.55,4954.35,-0.0024,0.0160,0.0159,0.3038
HAL,2024-10-03,4267.45,4426.10,-0.0365,0.0245,0.0246,0.4700
HINDALCO,2024-10-03,747.10,761.55,-0.0192,0.0199,0.0199,0.3802
INDHOTEL,2024-10-03,674.05,681.65,-0.0112,0.0192,0.0192,0.3668
INDIGO,2024-10-03,4716.85,4905.25,-0.0392,0.0182,0.0183,0.3496
LT,2024-10-03,3497.65,3653.45,-0.0436,0.0164,0.0167,0.3191
MANAPPURAM,2024-10-03,191.23,197.47,-0.0321,0.0243,0.0244,0.4662
MARUTI,2024-10-03,12647.40,13166.00,-0.0402,0.0137,0.0139,0.2656
PAYTM,2024-10-03,727.55,731.35,-0.0052,0.0366,0.0365,0.6973
PGEL,2024-10-03,612.90,632.10,-0.0308,0.0323,0.0323,0.6171
SBIN,2024-10-03,794.10,796.95,-0.0036,0.0176,0.0176,0.3362
SUZLON,2024-10-03,75.75,79.74,-0.0513,0.0311,0.0313,0.5980
TRENT,2024-10-03,7487.85,7612.70,-0.0165,0.0214,0.0214,0.4088
